Season,League,Team,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
2022-2023,SeriaA,Inter,Raoul Bellanova,it ITA,DF,22,5.5,7,1.27,3,2,0,1,1,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Inter,Mattia Zanotti,it ITA,DF,19,0.3,1,3.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Inter,Alex Cordaz,it ITA,GK,39,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Inter,Valentin Carboni,ar ARG,"MF,DF",17,0.3,2,7.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Milan,Theo Hernández,fr FRA,DF,24,30.8,87,2.82,51,17,3,7,8,1,8,0.26,5,2,1,0,0,0
2022-2023,SeriaA,Milan,Fikayo Tomori,eng ENG,DF,24,30.7,23,0.75,19,2,0,0,1,1,2,0.07,2,0,0,0,0,0
2022-2023,SeriaA,Milan,Sandro Tonali,it ITA,MF,22,30.1,101,3.35,62,26,2,6,2,3,13,0.43,9,1,1,1,0,1
2022-2023,SeriaA,Milan,Rafael Leão,pt POR,"FW,MF",23,26.9,123,4.57,80,3,24,8,8,0,18,0.67,12,1,4,0,1,0
2022-2023,SeriaA,Milan,Brahim Díaz,es ESP,"MF,FW",22,21.4,96,4.49,69,1,12,6,7,1,18,0.84,8,0,6,2,1,1
2022-2023,SeriaA,Milan,Pierre Kalulu,fr FRA,DF,22,28.3,33,1.17,28,2,0,2,0,1,3,0.11,2,1,0,0,0,0
2022-2023,SeriaA,Milan,Olivier Giroud,fr FRA,FW,35,23.8,50,2.1,39,0,0,8,3,0,6,0.25,3,0,0,3,0,0
2022-2023,SeriaA,Milan,Ismaël Bennacer,dz ALG,MF,24,22.3,87,3.9,59,18,1,3,4,2,4,0.18,1,1,0,1,0,1
2022-2023,SeriaA,Milan,Mike Maignan,fr FRA,GK,27,22,3,0.14,3,0,0,0,0,0,1,0.05,1,0,0,0,0,0
2022-2023,SeriaA,Milan,Davide Calabria,it ITA,DF,25,18.8,37,1.97,30,2,0,1,3,1,6,0.32,5,0,0,0,1,0
2022-2023,SeriaA,Milan,Junior Messias,br BRA,"FW,DF",31,16.6,46,2.76,29,1,5,5,5,1,7,0.42,5,0,1,0,1,0
2022-2023,SeriaA,Milan,Rade Krunić,ba BIH,MF,28,18.4,41,2.23,35,1,0,2,2,1,6,0.33,6,0,0,0,0,0
2022-2023,SeriaA,Milan,Ciprian Tătărușanu,ro ROU,GK,36,16,7,0.44,5,2,0,0,0,0,2,0.12,2,0,0,0,0,0
2022-2023,SeriaA,Milan,Malick Thiaw,de GER,DF,20,15.1,15,0.99,14,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Milan,Alexis Saelemaekers,be BEL,"FW,DF",23,15.6,63,4.05,42,5,7,7,2,0,6,0.39,5,0,1,0,0,0
2022-2023,SeriaA,Milan,Simon Kjær,dk DEN,DF,33,11.2,5,0.45,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Milan,Divock Origi,be BEL,FW,27,11.4,24,2.11,15,0,3,3,3,0,1,0.09,1,0,0,0,0,0
2022-2023,SeriaA,Milan,Ante Rebić,hr CRO,"FW,MF",28,10.9,34,3.12,23,1,1,4,4,1,3,0.28,3,0,0,0,0,0
2022-2023,SeriaA,Milan,Charles De Ketelaere,be BEL,"MF,FW",21,12.4,47,3.79,39,2,4,0,2,0,2,0.16,2,0,0,0,0,0
2022-2023,SeriaA,Milan,Tommaso Pobega,it ITA,MF,23,9.8,22,2.24,15,0,1,3,2,1,2,0.2,2,0,0,0,0,0
2022-2023,SeriaA,Milan,Matteo Gabbia,it ITA,DF,22,6.8,4,0.59,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Milan,Fodé Ballo-Touré,sn SEN,DF,25,5.8,8,1.38,4,1,1,0,1,1,1,0.17,0,0,1,0,0,0
2022-2023,SeriaA,Milan,Sergiño Dest,us USA,DF,21,3.7,11,3,8,2,1,0,0,0,1,0.27,1,0,0,0,0,0
2022-2023,SeriaA,Milan,Aster Vranckx,be BEL,MF,19,2.7,3,1.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Milan,Alessandro Florenzi,it ITA,DF,31,2.3,9,4.01,4,3,0,1,1,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Milan,Zlatan Ibrahimović,se SWE,FW,40,1.6,3,1.85,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Milan,Yacine Adli,fr FRA,"MF,FW",22,1.6,3,1.87,2,1,0,0,0,0,1,0.62,1,0,0,0,0,0
2022-2023,SeriaA,Milan,Tiemoué Bakayoko,fr FRA,MF,27,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Milan,Marko Lazetić,rs SRB,FW,18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Milan,Antonio Mirante,it ITA,GK,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Marten de Roon,nl NED,MF,31,32.9,51,1.55,45,0,1,1,3,1,2,0.06,2,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Teun Koopmeiners,nl NED,MF,24,31.8,132,4.16,85,31,3,11,2,0,17,0.54,10,3,1,3,0,0
2022-2023,SeriaA,Atalanta,Rafael Tolói,it ITA,DF,31,30.9,47,1.52,39,0,3,4,0,1,8,0.26,7,0,0,1,0,0
2022-2023,SeriaA,Atalanta,Giorgio Scalvini,it ITA,DF,18,25.9,33,1.27,29,1,2,0,0,1,5,0.19,5,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Éderson,br BRA,MF,23,24.6,55,2.23,37,1,7,7,1,2,5,0.2,3,0,1,0,1,0
2022-2023,SeriaA,Atalanta,Joakim Mæhle,dk DEN,"DF,MF",25,24.5,81,3.3,68,4,4,1,2,2,6,0.24,4,1,1,0,0,0
2022-2023,SeriaA,Atalanta,Juan Musso,ar ARG,GK,28,23.1,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Mario Pašalić,hr CRO,"MF,FW",27,19.7,51,2.58,46,0,2,2,0,1,6,0.3,5,0,0,1,0,0
2022-2023,SeriaA,Atalanta,Rasmus Højlund,dk DEN,FW,19,20.4,56,2.75,37,0,7,6,6,0,5,0.25,3,0,0,0,2,0
2022-2023,SeriaA,Atalanta,Berat Djimsiti,al ALB,DF,29,20,10,0.5,8,0,0,1,1,0,4,0.2,3,0,0,1,0,0
2022-2023,SeriaA,Atalanta,Ademola Lookman,ng NGA,"FW,MF",24,19.2,87,4.53,60,6,10,5,5,1,12,0.62,8,0,1,2,1,0
2022-2023,SeriaA,Atalanta,Davide Zappacosta,it ITA,DF,30,16.3,39,2.38,26,6,3,2,1,1,8,0.49,5,1,1,1,0,0
2022-2023,SeriaA,Atalanta,Hans Hateboer,nl NED,DF,28,15.5,22,1.42,19,1,1,1,0,0,1,0.06,1,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Duván Zapata,co COL,FW,31,15.4,46,2.98,35,0,5,1,4,1,7,0.45,4,0,1,1,1,0
2022-2023,SeriaA,Atalanta,Merih Demiral,tr TUR,DF,24,17.1,4,0.23,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Marco Sportiello,it ITA,GK,30,14.9,4,0.27,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Luis Muriel,co COL,"FW,MF",31,11.9,67,5.61,43,15,4,3,2,0,6,0.5,5,0,0,0,1,0
2022-2023,SeriaA,Atalanta,Caleb Okoli,it ITA,DF,21,10.7,2,0.19,1,0,0,1,0,0,1,0.09,1,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Matteo Ruggeri,it ITA,"DF,MF",20,9.2,17,1.85,17,0,0,0,0,0,1,0.11,1,0,0,0,0,0
2022-2023,SeriaA,Atalanta,José Luis Palomino,ar ARG,DF,32,8.4,9,1.07,7,0,1,1,0,0,2,0.24,1,0,0,1,0,0
2022-2023,SeriaA,Atalanta,Brandon Soppy,fr FRA,DF,20,7.1,22,3.07,17,0,1,1,3,0,6,0.84,5,0,0,0,1,0
2022-2023,SeriaA,Atalanta,Jeremie Boga,ci CIV,"MF,FW",25,8.7,57,6.59,33,13,7,1,2,1,8,0.92,7,0,0,0,0,1
2022-2023,SeriaA,Atalanta,Ruslan Malinovskyi,ua UKR,"MF,FW",29,6.1,26,4.25,16,7,1,1,1,0,2,0.33,2,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Nadir Zortea,it ITA,"DF,MF",23,2.5,8,3.27,5,0,2,1,0,0,1,0.41,1,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Lukáš Vorlický,cz CZE,"MF,FW",20,0.3,1,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Tommaso De Nipoti,it ITA,MF,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Atalanta,Francesco Rossi,it ITA,GK,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Rui Patrício,pt POR,GK,34,35,2,0.06,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Bryan Cristante,it ITA,"MF,DF",27,32.6,42,1.29,37,0,0,5,0,0,7,0.21,5,0,0,2,0,0
2022-2023,SeriaA,Roma,Gianluca Mancini,it ITA,DF,26,31.8,37,1.17,30,1,0,4,1,1,3,0.09,2,0,0,0,1,0
2022-2023,SeriaA,Roma,Roger Ibanez,br BRA,DF,23,31.1,27,0.87,15,1,0,7,3,1,2,0.06,1,0,0,1,0,0
2022-2023,SeriaA,Roma,Chris Smalling,eng ENG,DF,32,31.2,16,0.51,14,1,0,1,0,0,1,0.03,1,0,0,0,0,0
2022-2023,SeriaA,Roma,Lorenzo Pellegrini,it ITA,MF,26,28.3,132,4.67,64,49,3,9,6,1,10,0.35,2,6,0,2,0,0
2022-2023,SeriaA,Roma,Nicola Zalewski,pl POL,DF,20,24.4,62,2.54,35,7,6,5,7,2,7,0.29,4,2,0,1,0,0
2022-2023,SeriaA,Roma,Tammy Abraham,eng ENG,FW,24,24.3,70,2.88,46,0,7,10,7,0,9,0.37,4,0,1,3,1,0
2022-2023,SeriaA,Roma,Paulo Dybala,ar ARG,"MF,FW",28,19.3,104,5.38,48,29,4,10,13,0,8,0.41,4,2,0,1,1,0
2022-2023,SeriaA,Roma,Leonardo Spinazzola,it ITA,DF,29,18.4,46,2.5,36,2,4,1,3,0,7,0.38,6,0,1,0,0,0
2022-2023,SeriaA,Roma,Nemanja Matić,rs SRB,MF,33,20.6,52,2.53,46,1,3,2,0,0,7,0.34,5,0,1,1,0,0
2022-2023,SeriaA,Roma,Zeki Çelik,tr TUR,DF,25,16.7,40,2.4,33,3,0,1,1,2,5,0.3,4,0,0,0,0,1
2022-2023,SeriaA,Roma,Stephan El Shaarawy,it ITA,"DF,MF",29,16.9,72,4.25,49,8,9,4,2,0,7,0.41,4,0,1,1,1,0
2022-2023,SeriaA,Roma,Nicolò Zaniolo,it ITA,"MF,FW",23,9.9,27,2.73,19,0,1,4,3,0,1,0.1,1,0,0,0,0,0
2022-2023,SeriaA,Roma,Andrea Belotti,it ITA,FW,28,12.7,27,2.12,22,0,0,3,2,0,3,0.24,3,0,0,0,0,0
2022-2023,SeriaA,Roma,Edoardo Bove,it ITA,MF,20,11,17,1.54,15,0,0,0,1,1,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Georginio Wijnaldum,nl NED,MF,31,8.5,20,2.35,15,0,2,1,2,0,4,0.47,2,0,1,0,1,0
2022-2023,SeriaA,Roma,Rick Karsdorp,nl NED,DF,27,7.9,16,2.03,13,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Mohamed Camara,gn GUI,MF,25,7.7,12,1.55,6,0,0,1,1,4,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Ola Solbakken,no NOR,"MF,FW",23,5.6,16,2.87,10,3,2,0,1,0,2,0.36,2,0,0,0,0,0
2022-2023,SeriaA,Roma,Diego Llorente,es ESP,DF,28,6.4,4,0.63,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Marash Kumbulla,al ALB,DF,22,2.9,2,0.69,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Benjamin Tahirovic,ba BIH,MF,19,3.9,6,1.53,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Mile Svilar,rs SRB,GK,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Cristian Volpato,it ITA,MF,18,2.5,6,2.38,5,1,0,0,0,0,1,0.4,1,0,0,0,0,0
2022-2023,SeriaA,Roma,Filippo Missori,it ITA,DF,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Eldor Shomurodov,uz UZB,FW,27,1.3,2,1.51,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Matías Viña,uy URU,DF,24,0.6,4,6.55,3,0,1,0,0,0,1,1.64,1,0,0,0,0,0
2022-2023,SeriaA,Roma,Jordan Majchrzak,pl POL,FW,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Roma,Niccolò Pisilli,it ITA,MF,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Juventus,Danilo,br BRA,DF,31,35.4,62,1.75,54,1,0,5,2,0,4,0.11,3,0,0,1,0,0
2022-2023,SeriaA,Juventus,Filip Kostić,rs SRB,"DF,FW",29,28.5,93,3.26,67,17,3,6,0,0,12,0.42,8,2,0,2,0,0
2022-2023,SeriaA,Juventus,Adrien Rabiot,fr FRA,MF,27,30.5,82,2.69,68,0,3,6,3,2,8,0.26,5,0,1,1,1,0
2022-2023,SeriaA,Juventus,Gleison Bremer,br BRA,DF,25,29.3,27,0.92,21,0,0,5,0,1,1,0.03,0,0,0,1,0,0
2022-2023,SeriaA,Juventus,Manuel Locatelli,it ITA,MF,24,27.2,56,2.06,46,3,2,3,1,1,7,0.26,5,0,1,0,1,0
2022-2023,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,32,27.5,2,0.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Juventus,Juan Cuadrado,co COL,"DF,FW",34,23.1,78,3.38,43,20,5,3,7,0,6,0.26,2,2,0,0,2,0
2022-2023,SeriaA,Juventus,Dušan Vlahović,rs SRB,FW,22,21.4,45,2.1,27,0,3,11,4,0,7,0.33,3,0,0,3,1,0
2022-2023,SeriaA,Juventus,Alex Sandro,br BRA,DF,31,19.9,36,1.81,32,0,2,0,1,1,3,0.15,3,0,0,0,0,0
2022-2023,SeriaA,Juventus,Arkadiusz Milik,pl POL,FW,28,17.6,36,2.05,20,1,1,7,3,4,3,0.17,2,0,0,0,0,1
2022-2023,SeriaA,Juventus,Nicolò Fagioli,it ITA,MF,21,16.9,39,2.31,25,4,1,4,5,0,7,0.41,4,1,0,0,2,0
2022-2023,SeriaA,Juventus,Federico Gatti,it ITA,DF,24,16.1,19,1.18,17,0,0,1,1,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Juventus,Ángel Di María,ar ARG,"FW,MF",34,15.1,83,5.48,45,24,6,6,1,1,7,0.46,5,2,0,0,0,0
2022-2023,SeriaA,Juventus,Fabio Miretti,it ITA,"MF,FW",18,13.7,48,3.51,31,5,5,5,2,0,7,0.51,6,0,0,0,1,0
2022-2023,SeriaA,Juventus,Weston McKennie,us USA,"MF,DF",23,11.7,18,1.54,15,0,1,2,0,0,1,0.09,1,0,0,0,0,0
2022-2023,SeriaA,Juventus,Mattia De Sciglio,it ITA,DF,29,11.6,15,1.3,14,0,0,0,1,0,1,0.09,1,0,0,0,0,0
2022-2023,SeriaA,Juventus,Moise Kean,it ITA,FW,22,11.1,31,2.8,21,0,4,5,0,1,2,0.18,2,0,0,0,0,0
2022-2023,SeriaA,Juventus,Mattia Perin,it ITA,GK,29,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,35,9.8,9,0.92,7,0,0,1,0,1,1,0.1,0,0,0,1,0,0
2022-2023,SeriaA,Juventus,Leandro Paredes,ar ARG,MF,28,10.9,46,4.24,28,15,2,1,0,0,3,0.28,3,0,0,0,0,0
2022-2023,SeriaA,Juventus,Federico Chiesa,it ITA,"DF,MF",24,9.5,41,4.34,26,3,7,3,1,1,6,0.63,5,0,1,0,0,0
2022-2023,SeriaA,Juventus,Daniele Rugani,it ITA,DF,28,6.3,1,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Juventus,Matìas Soulé,ar ARG,"MF,FW",19,4.7,19,4.08,11,1,3,2,2,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Juventus,Enzo Barrenechea,ar ARG,MF,21,1.8,1,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Juventus,Tommaso Barbieri,it ITA,DF,19,1.2,1,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Juventus,Samuel Iling-Junior,eng ENG,"DF,FW",18,3.5,14,3.99,11,0,1,0,1,1,4,1.14,3,0,0,0,0,1
2022-2023,SeriaA,Juventus,Denis Zakaria,ch SUI,MF,25,1.4,1,0.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Juventus,Paul Pogba,fr FRA,"MF,FW",29,1.2,8,6.43,3,0,1,1,3,0,1,0.8,0,0,0,0,1,0
2022-2023,SeriaA,Juventus,Nicolò Rovella,it ITA,MF,20,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Cristiano Biraghi,it ITA,DF,29,28.3,132,4.66,59,68,1,3,0,1,6,0.21,3,3,0,0,0,0
2022-2023,SeriaA,Fiorentina,Pietro Terracciano,it ITA,GK,32,29,4,0.14,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Dodô,br BRA,DF,23,25.9,65,2.51,58,2,1,2,1,1,5,0.19,5,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Lucas Martínez Quarta,ar ARG,DF,26,24.1,28,1.16,21,2,0,4,0,1,2,0.08,2,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Jonathan Ikone,fr FRA,FW,24,22.3,67,3.01,50,0,11,3,3,0,14,0.63,9,0,3,0,2,0
2022-2023,SeriaA,Fiorentina,Sofyan Amrabat,ma MAR,MF,25,22.2,44,1.98,38,0,0,0,2,4,4,0.18,3,0,0,0,0,1
2022-2023,SeriaA,Fiorentina,Nikola Milenković,rs SRB,DF,24,23.7,24,1.01,21,0,0,3,0,0,2,0.08,2,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Igor,br BRA,DF,24,22.9,19,0.83,16,0,2,0,0,1,1,0.04,1,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Rolando Mandragora,it ITA,MF,25,21.7,87,4.02,59,19,0,6,2,1,8,0.37,5,1,0,1,1,0
2022-2023,SeriaA,Fiorentina,Christian Kouamé,ci CIV,FW,24,20.7,83,4.01,67,0,4,5,7,0,8,0.39,6,0,1,1,0,0
2022-2023,SeriaA,Fiorentina,Giacomo Bonaventura,it ITA,MF,32,21.2,78,3.68,51,6,5,7,8,1,8,0.38,6,0,1,0,1,0
2022-2023,SeriaA,Fiorentina,Antonín Barák,cz CZE,MF,27,20,44,2.2,35,0,4,2,3,0,1,0.05,1,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Luka Jović,rs SRB,"FW,MF",24,17,48,2.82,33,0,5,8,2,0,4,0.23,3,0,1,0,0,0
2022-2023,SeriaA,Fiorentina,Arthur,br BRA,FW,24,15.9,36,2.26,26,0,2,5,3,0,2,0.13,1,0,0,1,0,0
2022-2023,SeriaA,Fiorentina,Riccardo Saponara,it ITA,FW,30,13.4,49,3.66,36,0,4,5,3,1,5,0.37,4,0,0,1,0,0
2022-2023,SeriaA,Fiorentina,Nicolás González,ar ARG,"FW,MF",24,15,62,4.12,40,0,4,6,11,1,3,0.2,2,0,0,1,0,0
2022-2023,SeriaA,Fiorentina,Alfred Duncan,gh GHA,MF,29,12.3,39,3.17,32,2,1,2,1,1,5,0.41,3,0,1,1,0,0
2022-2023,SeriaA,Fiorentina,Lorenzo Venuti,it ITA,DF,27,10.3,24,2.34,15,6,2,1,0,0,2,0.19,1,1,0,0,0,0
2022-2023,SeriaA,Fiorentina,Riccardo Sottil,it ITA,FW,23,9.3,40,4.32,31,0,2,4,3,0,2,0.22,2,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Aleksa Terzić,rs SRB,DF,22,10.4,43,4.13,32,6,4,1,0,0,5,0.48,3,1,0,1,0,0
2022-2023,SeriaA,Fiorentina,Gaetano Castrovilli,it ITA,MF,25,8,18,2.25,12,2,0,2,1,1,1,0.12,1,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Luca Ranieri,it ITA,DF,23,5.6,4,0.71,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Michele Cerofolini,it ITA,GK,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Youssef Maleh,ma MAR,MF,23,3.3,7,2.12,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Pierluigi Gollini,it ITA,GK,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Alessandro Bianco,it ITA,MF,19,1.7,4,2.35,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Josip Brekalo,hr CRO,"FW,MF",24,2.5,16,6.29,10,0,2,1,2,1,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Marco Benassi,it ITA,DF,27,1,1,0.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Salvatore Sirigu,it ITA,GK,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Fiorentina,Szymon Żurkowski,pl POL,MF,24,0.4,2,5.63,2,0,0,0,0,0,1,2.81,1,0,0,0,0,0
2022-2023,SeriaA,Bologna,Łukasz Skorupski,pl POL,GK,31,37,4,0.11,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Bologna,Jhon Lucumí,co COL,DF,24,32.2,30,0.93,25,0,0,3,1,1,6,0.19,5,0,0,0,1,0
2022-2023,SeriaA,Bologna,Stefan Posch,at AUT,DF,25,28.1,54,1.92,41,4,3,1,4,1,4,0.14,3,0,1,0,0,0
2022-2023,SeriaA,Bologna,Jerdy Schouten,nl NED,MF,25,27.9,56,2.01,53,0,0,2,0,1,6,0.22,6,0,0,0,0,0
2022-2023,SeriaA,Bologna,Lewis Ferguson,sct SCO,"MF,FW",22,25.7,62,2.41,45,1,1,8,6,1,5,0.19,4,0,0,1,0,0
2022-2023,SeriaA,Bologna,Nicolás Domínguez,ar ARG,MF,24,25.6,71,2.78,61,2,3,1,3,1,5,0.2,5,0,0,0,0,0
2022-2023,SeriaA,Bologna,Musa Barrow,gm GAM,"FW,MF",23,21.8,71,3.26,44,15,4,5,3,0,10,0.46,7,2,0,1,0,0
2022-2023,SeriaA,Bologna,Andrea Cambiaso,it ITA,DF,22,24.1,55,2.28,43,4,4,2,2,0,7,0.29,7,0,0,0,0,0
2022-2023,SeriaA,Bologna,Riccardo Orsolini,it ITA,FW,25,23.6,98,4.16,46,26,6,10,9,1,8,0.34,0,5,0,2,1,0
2022-2023,SeriaA,Bologna,Adama Soumaoro,fr FRA,DF,30,20.7,7,0.34,7,0,0,0,0,0,1,0.05,1,0,0,0,0,0
2022-2023,SeriaA,Bologna,Michel Aebischer,ch SUI,"FW,MF",25,17.1,35,2.04,25,3,2,2,2,1,3,0.18,1,0,0,1,1,0
2022-2023,SeriaA,Bologna,Marko Arnautović,at AUT,FW,33,17,44,2.58,36,0,3,2,3,0,5,0.29,3,0,1,0,1,0
2022-2023,SeriaA,Bologna,Gary Medel,cl CHI,"MF,DF",34,16.4,23,1.4,20,0,0,0,1,2,2,0.12,2,0,0,0,0,0
2022-2023,SeriaA,Bologna,Roberto Soriano,it ITA,"FW,MF",31,14.7,45,3.06,35,1,1,2,4,2,3,0.2,2,0,0,1,0,0
2022-2023,SeriaA,Bologna,Nikola Moro,hr CRO,MF,24,13.6,49,3.59,43,0,4,1,1,0,6,0.44,5,0,1,0,0,0
2022-2023,SeriaA,Bologna,Charalambos Lykogiannis,gr GRE,DF,28,12.3,29,2.36,19,6,1,2,1,0,2,0.16,0,2,0,0,0,0
2022-2023,SeriaA,Bologna,Kevin Bonifazi,it ITA,DF,26,10,9,0.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Bologna,Nicola Sansone,it ITA,FW,30,8.2,31,3.77,19,3,3,2,4,0,7,0.85,3,1,0,1,2,0
2022-2023,SeriaA,Bologna,Giorgos Kyriakopoulos,gr GRE,"DF,FW",26,7.8,20,2.56,13,4,1,1,1,0,3,0.38,2,1,0,0,0,0
2022-2023,SeriaA,Bologna,Joaquin Sosa,uy URU,DF,20,7.6,3,0.39,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Bologna,Lorenzo De Silvestri,it ITA,DF,34,7.5,11,1.47,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Bologna,Joshua Zirkzee,nl NED,FW,21,9.1,36,3.95,23,0,7,4,1,1,4,0.44,4,0,0,0,0,0
2022-2023,SeriaA,Bologna,Denso Kasius,nl NED,DF,19,3.8,15,3.94,13,0,2,0,0,0,2,0.52,2,0,0,0,0,0
2022-2023,SeriaA,Bologna,Emanuel Vignato,it ITA,"MF,FW",21,2.7,5,1.86,5,0,0,0,0,0,1,0.37,1,0,0,0,0,0
2022-2023,SeriaA,Bologna,Francesco Bardi,it ITA,GK,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Bologna,Niklas Pyyhtiä,fi FIN,MF,18,1.2,3,2.48,2,0,0,1,0,0,1,0.83,1,0,0,0,0,0
2022-2023,SeriaA,Bologna,Antonio Raimondo,it ITA,FW,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Torino,Vanja Milinković-Savić,rs SRB,GK,25,38,6,0.16,4,2,0,0,0,0,1,0.03,1,0,0,0,0,0
2022-2023,SeriaA,Torino,Alessandro Buongiorno,it ITA,DF,23,30.2,22,0.73,17,0,0,2,1,2,4,0.13,3,0,0,1,0,0
2022-2023,SeriaA,Torino,Ricardo Rodríguez,ch SUI,DF,29,29.7,57,1.92,46,8,1,2,0,0,2,0.07,2,0,0,0,0,0
