Season,League,Team,Player,Nation,Pos,Age,90s,Passes_Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Completed,Offside_pass,Blocked
2022-2023',EPL,Leicester City,Kiernan Dewsbury-Hall,eng ENG,MF,23,25.6,1154,1120,24,9,9,20,46,3,7,872,10,26
2022-2023',SerieA,Cremonese,Samuel Di Carmine,it ITA,"FW,MF",33,0.3,8,7,1,0,0,0,0,0,0,6,0,0
2022-2023',SerieA,Lecce,Federico Di Francesco,it ITA,"FW,MF",28,22.6,511,466,42,2,7,3,45,11,29,340,3,24
2022-2023',SerieA,Monza,Michele Di Gregorio,it ITA,GK,25,37,1515,1162,350,103,0,9,0,0,0,1151,3,0
2022-2023',SerieA,Napoli,Giovanni Di Lorenzo,it ITA,DF,28,36.2,2687,2311,366,58,5,25,88,304,2,2272,10,61
2022-2023',SerieA,Juventus,Ángel Di María,ar ARG,"FW,MF",34,15.1,675,571,97,29,7,14,97,16,44,487,7,21
2022-2023',SerieA,Salernitana,Boulaye Dia,sn SEN,"FW,MF",25,28,589,566,20,0,2,7,6,3,0,449,3,30
2022-2023',Bundesliga,Leverkusen,Moussa Diaby,fr FRA,"FW,MF",23,30,1003,938,57,6,12,5,95,28,13,741,8,31
2022-2023',LaLiga,Valencia,Mouctar Diakhaby,gn GUI,DF,25,27.2,1185,1141,42,37,0,12,1,1,0,971,2,6
2022-2023',Ligue1,Reims,Mamadou Diakhon,fr FRA,FW,16,0.2,2,2,0,0,0,0,0,0,0,2,0,0
2022-2023',Ligue1,Lille,Bafodé Diakité,fr FRA,DF,21,29.5,1944,1657,285,47,0,5,19,237,0,1728,2,26
2022-2023',Ligue1,Reims,Ibrahim Diakité,gn GUI,DF,18,1.5,68,48,20,1,0,0,7,19,0,48,0,2
2022-2023',Bundesliga,RB Leipzig,Abdou Diallo,sn SEN,"DF,MF",26,5.3,381,365,15,13,1,3,1,2,0,323,1,2
2022-2023',Ligue1,Clermont Foot,Baila Diallo,fr FRA,"DF,MF",21,1,47,32,15,0,0,0,5,15,0,32,0,2
2022-2023',Ligue1,Strasbourg,Habib Diallo,sn SEN,FW,27,32,597,575,17,1,7,4,7,0,0,397,5,31
2022-2023',EPL,Southampton,Ibrahima Diallo,fr FRA,MF,23,9.1,402,395,7,7,0,2,4,0,0,317,0,9
2022-2023',Ligue1,Ajaccio,Ismael Diallo,ci CIV,DF,25,24.2,1078,882,193,11,4,5,35,182,0,804,3,25
2022-2023',Ligue1,Strasbourg,Habib Diarra,sn SEN,"MF,FW",18,18.1,660,628,32,3,3,3,48,20,1,506,0,13
2022-2023',LaLiga,Cádiz,Mamady Diarra,ml MLI,"MF,DF",22,0.7,9,9,0,0,0,0,0,0,0,8,0,1
2022-2023',Ligue1,Toulouse,Moussa Diarra,ml MLI,DF,21,13.6,646,552,89,21,0,5,13,68,0,537,5,15
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',Ligue1,Lorient,Stéphane Diarra,fr FRA,"FW,MF",23,11.8,328,313,15,1,0,0,15,10,4,240,0,15
2022-2023',LaLiga,Cádiz,Youba Diarra,ml MLI,MF,24,1.1,49,49,0,0,1,0,0,0,0,40,0,1
2022-2023',EPL,Manchester City,Rúben Dias,pt POR,DF,25,22.2,2080,2029,51,38,1,6,1,7,0,1928,0,7
2022-2023',Ligue1,Monaco,Krépin Diatta,sn SEN,"MF,FW",23,23,771,746,19,1,0,2,54,18,0,581,6,21
2022-2023',Ligue1,Clermont Foot,Mory Diaw,sn SEN,GK,29,37,1467,1034,430,175,0,8,0,0,0,1034,3,1
2022-2023',SerieA,Milan,Brahim Díaz,ma MAR,"MF,FW",22,21.4,719,677,37,8,11,2,20,9,6,575,5,24
2022-2023',EPL,Liverpool,Luis Díaz,co COL,FW,25,11.1,462,453,7,0,0,7,8,6,1,376,2,15
2022-2023',Bundesliga,Köln,Justin Diehl,de GER,"MF,FW",17,0.2,2,2,0,0,0,0,0,0,0,2,0,0
2022-2023',Ligue1,Marseille,Bamba Dieng,sn SEN,"FW,MF",22,2.2,43,39,4,0,0,0,1,0,0,27,0,1
2022-2023',Ligue1,Lorient,Bamba Dieng,sn SEN,FW,22,8.3,141,135,6,0,1,0,5,2,0,106,0,9
2022-2023',EPL,Tottenham,Eric Dier,eng ENG,DF,28,31.3,2001,1929,68,58,2,17,11,8,0,1708,4,15
2022-2023',Bundesliga,Köln,Florian Dietz,de GER,FW,23,4.4,76,66,9,0,0,0,4,2,0,39,1,3
2022-2023',EPL,Aston Villa,Lucas Digne,fr FRA,DF,29,16.7,927,749,177,23,0,4,77,142,12,696,1,23
2022-2023',SerieA,Inter,Federico Dimarco,it ITA,DF,24,23,1257,1035,220,39,0,21,207,116,60,925,2,21
2022-2023',LaLiga,Rayo Vallecano,Stole Dimitrievski,mk MKD,GK,28,36.9,1124,717,398,99,0,4,0,0,0,690,9,1
2022-2023',Bundesliga,Eint Frankfurt,Junior Dina Ebimbe,fr FRA,"DF,MF",21,11.8,505,448,53,3,2,0,8,50,0,366,4,9
2022-2023',Ligue1,Troyes,Tristan Dingomé,cm CMR,MF,31,1.1,78,68,9,2,0,0,5,2,5,55,1,1
2022-2023',Bundesliga,Werder Bremen,Eren Dinkçi,de GER,"FW,MF",20,2.6,77,68,7,0,0,1,4,5,0,50,2,1
2022-2023',Ligue1,Lyon,Sinaly Diomande,ci CIV,DF,21,21.7,1468,1369,98,43,0,2,2,53,0,1257,1,18
2022-2023',Ligue1,Angers,Lois Diony,fr FRA,FW,29,5.6,142,127,15,0,0,1,3,2,0,109,0,3
2022-2023',Ligue1,Monaco,Edan Diop,fr FRA,"DF,FW",17,2.5,121,113,6,1,1,0,7,5,0,89,2,5
2022-2023',EPL,Fulham,Issa Diop,fr FRA,DF,25,22.4,1399,1352,46,41,0,8,2,1,0,1216,1,8
2022-2023',Ligue1,Nice,Sofiane Diop,fr FRA,"MF,FW",22,13.6,703,655,47,11,6,11,44,7,28,556,1,15
2022-2023',Ligue1,Monaco,Sofiane Diop,fr FRA,MF,22,0.7,33,26,7,1,0,0,7,0,6,20,0,1
2022-2023',Ligue1,Reims,Yehvann Diouf,fr FRA,GK,22,31,1063,813,246,61,0,5,0,0,0,851,4,0
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',Ligue1,Monaco,Axel Disasi,fr FRA,DF,24,37,1957,1882,71,50,2,25,14,21,0,1630,4,17
2022-2023',Ligue1,Lille,Tiago Djaló,pt POR,DF,22,22.4,1599,1511,84,36,0,3,3,20,0,1481,4,11
2022-2023',LaLiga,Getafe,Djené,tg TOG,DF,30,31.6,1154,1094,52,31,1,4,23,21,0,884,8,21
2022-2023',EPL,Southampton,Moussa Djenepo,ml MLI,"DF,FW",24,7.9,244,216,27,3,0,2,12,24,0,179,1,11
2022-2023',SerieA,Torino,Koffi Djidji,ci CIV,DF,29,26.9,1441,1408,30,15,1,10,13,14,0,1249,3,20
2022-2023',Ligue1,Strasbourg,Alexander Djiku,gh GHA,DF,27,29.7,1507,1431,72,56,0,20,6,9,0,1215,4,13
2022-2023',SerieA,Atalanta,Berat Djimsiti,al ALB,DF,29,20,1093,1047,45,29,0,3,0,15,0,953,1,8
2022-2023',Ligue1,Ajaccio,Moussa Djitte,sn SEN,FW,22,1.5,32,32,0,0,0,0,0,0,0,24,0,1
2022-2023',Ligue1,Clermont Foot,Ouparine Djoco,gw GNB,GK,24,1,40,28,12,2,0,0,0,0,0,26,0,0
2022-2023',LaLiga,Sevilla,Marko Dmitrović,rs SRB,GK,30,14.1,508,330,173,42,0,1,0,0,0,271,5,2
2022-2023',Ligue1,Rennes,Alan Do Marcolino,ga GAB,FW,20,0.2,2,2,0,0,0,0,0,0,0,2,0,0
2022-2023',EPL,Liverpool,Ben Doak,sct SCO,FW,16,0.3,14,14,0,0,0,0,0,0,0,10,0,1
2022-2023',Bundesliga,Freiburg,Ritsu Doan,jp JPN,"MF,FW",24,26.9,625,616,5,1,4,5,30,1,3,437,4,33
2022-2023',SerieA,Fiorentina,Dodô,br BRA,DF,23,25.9,1504,1272,229,21,2,8,61,208,0,1222,3,28
2022-2023',Bundesliga,Union Berlin,Danilho Doekhi,nl NED,DF,24,24.6,955,932,23,15,0,4,10,2,0,756,0,13
2022-2023',EPL,Tottenham,Matt Doherty,ie IRL,"DF,MF",30,7.4,408,345,61,2,0,1,18,59,0,329,2,8
2022-2023',LaLiga,Atlético Madrid,Matt Doherty,ie IRL,DF,30,0.2,9,7,2,1,0,0,0,1,0,6,0,0
2022-2023',SerieA,Hellas Verona,Josh Doig,sct SCO,DF,20,15,534,412,119,1,0,0,46,116,2,360,3,21
2022-2023',Ligue1,Rennes,Jeremy Doku,be BEL,"MF,FW",20,14.3,521,516,3,2,2,3,24,1,0,433,2,13
2022-2023',LaLiga,Sevilla,Kasper Dolberg,dk DEN,FW,24,2.2,28,24,3,0,0,0,0,0,0,19,1,0
2022-2023',Bundesliga,Hoffenheim,Kasper Dolberg,dk DEN,"FW,MF",24,4.5,79,73,4,0,0,0,1,2,0,55,2,1
2022-2023',LaLiga,Celta Vigo,Carlos Dominguez,es ESP,DF,21,1.2,34,34,0,0,0,0,0,0,0,28,0,1
2022-2023',SerieA,Bologna,Nicolás Domínguez,ar ARG,MF,24,25.6,1420,1335,73,43,19,14,19,26,0,1169,12,25
2022-2023',LaLiga,Elche,John Donald,es ESP,"MF,DF",21,12.1,427,419,5,4,0,2,0,1,0,356,3,7
2022-2023',SerieA,Monza,Giulio Donati,it ITA,DF,32,4.7,321,285,34,9,0,4,9,24,1,273,2,4
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',Ligue1,Troyes,Kyliane Dong,fr FRA,"MF,FW",17,2.4,53,51,2,0,1,1,6,0,2,35,0,5
2022-2023',Ligue1,Troyes,Jordan Dongmo,cm CMR,MF,21,0.2,10,9,1,1,0,0,0,0,0,9,0,0
2022-2023',Ligue1,Paris S-G,Gianluigi Donnarumma,it ITA,GK,23,37.9,935,681,254,47,0,1,0,0,0,811,0,1
2022-2023',Bundesliga,Augsburg,Niklas Dorsch,de GER,MF,24,5.4,183,172,11,11,1,0,1,0,0,140,0,2
2022-2023',Ligue1,Clermont Foot,Jodel Dossou,bj BEN,"MF,DF",30,2.9,59,55,4,0,0,0,10,4,0,39,0,2
2022-2023',Ligue1,Nantes,Lohann Doucet,fr FRA,"MF,FW",19,1,79,76,3,2,0,2,0,1,0,67,0,1
2022-2023',EPL,Everton,Abdoulaye Doucouré,ml MLI,MF,29,17,548,530,16,0,1,0,8,0,0,430,2,14
2022-2023',EPL,Crystal Palace,Cheick Doucouré,ml MLI,MF,22,30.8,1247,1229,16,16,3,2,6,0,0,1038,2,30
2022-2023',Ligue1,Lorient,Siriné Doucouré,ml MLI,"FW,MF",20,1.5,46,44,1,0,1,0,0,0,1,29,1,3
2022-2023',Ligue1,Rennes,Désiré Doué,fr FRA,"MF,FW",17,12.4,453,437,15,1,3,1,30,1,12,351,1,4
2022-2023',Ligue1,Rennes,Guela Doué,ci CIV,"FW,MF",19,0.1,10,9,1,1,0,0,0,0,0,9,0,0
2022-2023',Ligue1,Strasbourg,Ismaël Doukouré,fr FRA,"DF,MF",19,25.5,1106,1010,95,44,3,13,11,50,0,910,1,16
2022-2023',Ligue1,Reims,Kamory Doumbia,ml MLI,MF,19,12.8,538,523,9,3,5,1,9,4,1,428,6,14
2022-2023',Ligue1,Angers,Souleyman Doumbia,ci CIV,"DF,FW",25,19.9,952,779,173,16,0,0,48,154,3,762,0,26
2022-2023',EPL,West Ham,Flynn Downes,eng ENG,MF,23,8.5,331,323,7,2,0,2,3,0,0,289,1,6
2022-2023',EPL,Southampton,Kami Doyle,eng ENG,MF,16,0.1,5,5,0,0,0,0,0,0,0,5,0,0
2022-2023',SerieA,Spezia,Bartłomiej Drągowski,pl POL,GK,24,32.7,1173,889,282,86,0,3,0,0,0,808,2,1
2022-2023',EPL,Leeds United,Cody Drameh,eng ENG,DF,20,0.8,38,31,7,1,0,0,1,6,0,30,0,1
2022-2023',Bundesliga,Augsburg,Dion Drena Beljo,hr CRO,FW,20,12.5,250,242,5,0,0,0,5,1,0,159,3,4
2022-2023',Bundesliga,Schalke 04,Dominick Drexler,de GER,"MF,FW",32,15.2,498,464,32,5,2,0,47,14,12,325,2,27
2022-2023',LaLiga,Getafe,Domingos Duarte,pt POR,DF,27,29.5,963,927,34,31,0,10,0,3,0,742,2,4
2022-2023',EPL,Newcastle Utd,Martin Dúbravka,sk SVK,GK,33,1.7,54,38,16,1,0,0,0,0,0,49,0,0
2022-2023',Bundesliga,Werder Bremen,Marvin Ducksch,de GER,FW,28,31.7,956,742,206,69,8,15,164,6,91,583,8,15
2022-2023',SerieA,Hellas Verona,Ondrej Duda,sk SVK,MF,27,11.8,433,400,30,10,2,6,14,2,7,323,3,9
2022-2023',Bundesliga,Köln,Ondrej Duda,sk SVK,MF,27,7.7,279,259,19,6,0,7,12,2,1,208,1,10
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',EPL,Fulham,Shane Duffy,ie IRL,"DF,FW",30,0.2,20,19,1,0,0,0,0,0,0,16,0,0
2022-2023',Ligue1,Auxerre,Rémy Dugimont,fr FRA,"FW,MF",36,1.3,61,59,2,0,0,1,0,0,0,41,0,3
2022-2023',SerieA,Inter,Denzel Dumfries,nl NED,DF,26,24.6,1004,833,168,6,1,2,82,162,0,745,3,27
2022-2023',SerieA,Fiorentina,Alfred Duncan,gh GHA,MF,29,12.3,540,518,19,9,4,2,26,6,4,421,3,10
2022-2023',EPL,Brighton,Lewis Dunk,eng ENG,DF,30,36,3223,3064,156,111,4,21,2,10,0,2911,3,13
2022-2023',Ligue1,Toulouse,Maxime Dupé,fr FRA,GK,29,38,1271,918,352,88,0,2,0,0,0,994,1,1
2022-2023',EPL,Aston Villa,Jhon Durán,co COL,"FW,MF",18,1.5,29,26,3,0,0,0,2,1,0,16,0,1
2022-2023',LaLiga,Celta Vigo,Pablo Durán,es ESP,"MF,DF",21,0.4,21,21,0,0,0,0,1,0,0,14,0,0
2022-2023',Bundesliga,Dortmund,Julien Duranville,be BEL,MF,16,0.3,17,16,1,0,0,0,7,1,0,11,0,1
2022-2023',LaLiga,Valencia,Hugo Duro,es ESP,FW,22,15.4,277,248,27,2,0,3,2,1,0,203,2,9
2022-2023',Ligue1,Brest,Jean-Kevin Duverne,ht HAI,DF,25,27.9,1480,1188,285,16,0,9,85,269,0,1059,7,39
2022-2023',SerieA,Roma,Paulo Dybala,ar ARG,"MF,FW",28,19.3,833,734,97,23,5,28,82,10,54,650,2,28
2022-2023',SerieA,Inter,Edin Džeko,ba BIH,FW,36,19.2,528,505,20,1,6,8,24,1,0,364,3,16
2022-2023',EPL,Crystal Palace,Malcolm Ebiowei,eng ENG,"MF,FW",18,0.4,10,10,0,0,0,0,3,0,0,5,0,2
2022-2023',SerieA,Udinese,Festy Ebosele,ie IRL,DF,19,4.6,151,137,14,1,1,0,16,13,0,101,0,6
2022-2023',SerieA,Udinese,Enzo Ebosse,cm CMR,DF,23,10.3,557,479,77,17,0,11,15,59,1,453,1,3
2022-2023',SerieA,Empoli,Tyronne Ebuehi,ng NGA,DF,26,21.4,881,684,192,7,0,0,28,185,0,688,5,28
2022-2023',EPL,Manchester City,Ederson,br BRA,GK,28,35,1257,1049,207,55,1,8,0,0,0,1079,1,1
2022-2023',SerieA,Atalanta,Éderson,br BRA,MF,23,24.6,1091,1061,28,19,1,20,15,2,4,884,2,28
2022-2023',EPL,Crystal Palace,Odsonne Édouard,fr FRA,FW,24,20,412,390,20,0,1,0,4,0,0,295,2,12
2022-2023',EPL,Southampton,Samuel Edozie,eng ENG,"FW,MF",19,6.3,164,163,0,0,1,0,11,0,0,111,1,12
2022-2023',Bundesliga,Freiburg,Maximilian Eggestein,de GER,MF,25,27.2,864,852,9,9,2,2,12,0,0,660,3,31
2022-2023',Bundesliga,Stuttgart,Lilian Egloff,de GER,"MF,FW",19,2.7,73,66,4,0,2,0,2,1,0,42,3,2
2022-2023',LaLiga,Almería,Íñigo Eguaras,es ESP,MF,30,10.7,543,524,15,11,5,5,3,1,2,458,4,7
2022-2023',SerieA,Udinese,Kingsley Ehizibue,nl NED,DF,27,17.1,565,493,72,1,0,2,37,70,1,412,0,30
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',Bundesliga,Köln,Kingsley Ehizibue,nl NED,DF,27,0.7,24,18,6,1,0,0,0,5,0,15,0,1
2022-2023',Bundesliga,Hertha BSC,Julian Eitschberger,de GER,FW,18,0,1,1,0,0,0,0,0,0,0,1,0,0
2022-2023',Bundesliga,Hertha BSC,Chidera Ejuke,ng NGA,"FW,MF",24,9.9,292,282,8,1,3,2,16,4,3,227,2,6
2022-2023',SerieA,Spezia,Albin Ekdal,se SWE,MF,33,19.3,782,756,24,20,1,4,4,2,0,606,2,14
2022-2023',Ligue1,Paris S-G,Hugo Ekitike,fr FRA,FW,20,12.8,331,310,20,1,3,1,2,0,0,271,1,6
2022-2023',SerieA,Empoli,Emmanuel Ekong,se SWE,"FW,MF",20,0.2,4,4,0,0,0,0,0,0,0,3,0,0
2022-2023',EPL,Manchester Utd,Anthony Elanga,se SWE,FW,20,4.7,130,127,3,0,0,1,7,2,0,95,0,2
2022-2023',Ligue1,Brest,Alberth Elis,hn HON,"MF,FW",26,2.9,44,43,1,0,1,0,2,0,0,33,0,2
2022-2023',SerieA,Spezia,Mikael Ellertsson,is ISL,"MF,DF",20,1.9,40,39,1,0,0,0,3,0,1,24,0,1
2022-2023',EPL,Liverpool,Harvey Elliott,eng ENG,"MF,FW",19,17.9,1009,962,39,0,8,4,34,10,2,809,8,24
2022-2023',SerieA,Napoli,Elif Elmas,mk MKD,"FW,MF",22,18.1,1012,968,40,10,3,3,30,11,16,879,4,11
2022-2023',EPL,Arsenal,Mohamed Elneny,eg EGY,MF,30,1.3,60,58,2,2,0,0,0,0,0,57,0,1
2022-2023',LaLiga,Real Sociedad,Aritz Elustondo,es ESP,DF,28,16.1,809,680,125,14,0,1,9,111,0,653,4,9
2022-2023',Bundesliga,Gladbach,Nico Elvedi,ch SUI,DF,25,31.4,2149,2072,74,55,2,3,0,1,0,1967,3,13
2022-2023',LaLiga,Almería,Rodrigo Ely,br BRA,DF,28,35.1,1475,1393,78,75,2,16,3,2,0,1197,4,6
2022-2023',EPL,Southampton,Mohamed Elyounoussi,no NOR,"MF,FW",27,24.1,633,610,21,2,7,1,34,16,1,426,2,22
2022-2023',LaLiga,Almería,Adri Embarba,es ESP,"FW,MF",30,16.4,557,474,80,15,0,7,127,7,58,356,3,24
2022-2023',LaLiga,Espanyol,Adri Embarba,es ESP,FW,30,0.4,6,5,1,1,0,0,2,0,0,4,0,0
2022-2023',Ligue1,Monaco,Breel Embolo,ch SUI,FW,25,20.7,448,424,16,1,3,3,4,1,0,307,8,21
2022-2023',EPL,Tottenham,Emerson,br BRA,DF,23,19.3,1060,884,170,23,2,6,46,146,1,848,6,37
2022-2023',LaLiga,Sevilla,Youssef En-Nesyri,ma MAR,FW,25,18.5,241,204,35,0,1,2,4,2,0,156,2,5
2022-2023',EPL,Brighton,Julio Enciso,py PAR,"FW,MF",18,9,258,249,8,0,3,1,12,3,0,179,1,5
2022-2023',Bundesliga,Stuttgart,Wataru Endo,jp JPN,MF,29,32.5,1477,1448,24,20,7,10,7,4,0,1170,5,31
2022-2023',Bundesliga,Augsburg,Arne Engels,be BEL,MF,18,16,619,507,108,39,2,8,101,5,64,397,4,24
2022-2023',EPL,Manchester Utd,Christian Eriksen,dk DEN,MF,30,22.8,1485,1373,106,32,9,20,81,7,62,1203,6,28
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',SerieA,Sassuolo,Martin Erlic,hr CRO,DF,24,25.9,1295,1236,57,53,2,20,2,4,0,1111,2,8
2022-2023',Bundesliga,Hertha BSC,Tjark Ernst,de GER,GK,19,1,35,19,16,3,0,1,0,0,0,26,0,0
2022-2023',SerieA,Cremonese,Gonzalo Escalante,ar ARG,MF,29,6.2,290,279,8,4,0,1,1,0,0,222,3,8
2022-2023',LaLiga,Cádiz,Gonzalo Escalante,ar ARG,MF,29,12.5,433,419,11,6,2,4,4,0,0,325,3,4
2022-2023',LaLiga,Valladolid,Sergio Escudero,es ESP,DF,32,16,743,548,189,23,0,6,56,147,19,528,6,23
2022-2023',LaLiga,Cádiz,Alfonso Espino,uy URU,DF,30,34.7,1542,1206,328,40,4,15,110,280,8,989,8,53
2022-2023',LaLiga,Girona,Bernardo Espinosa,co COL,DF,33,13.6,913,881,30,26,0,5,0,2,0,812,2,2
2022-2023',SerieA,Spezia,Salvatore Esposito,it ITA,MF,21,10.8,653,570,81,41,1,9,54,1,39,500,2,12
2022-2023',Ligue1,Montpellier,Maxime Estève,fr FRA,DF,20,18.3,748,712,35,30,0,0,1,4,0,609,1,8
2022-2023',EPL,Brighton,Pervis Estupiñán,ec ECU,DF,24,29.7,1926,1687,234,31,5,8,101,199,4,1576,5,57
2022-2023',EPL,Leicester City,Jonny Evans,nir NIR,DF,34,11.7,789,764,24,23,0,2,0,1,0,690,1,4
2022-2023',LaLiga,Espanyol,Edu Expósito,es ESP,MF,25,12.9,530,479,49,21,3,5,48,2,13,389,2,10
2022-2023',EPL,Crystal Palace,Eberechi Eze,eng ENG,"MF,FW",24,29.3,1178,1019,149,70,11,5,78,7,51,923,10,15
2022-2023',Bundesliga,Freiburg,Kimberly Ezekwem,de GER,DF,21,0.1,8,7,1,0,0,0,0,1,0,6,0,0
2022-2023',LaLiga,Elche,Nicolás Ezequiel Fernández,ar ARG,"MF,DF",22,5.7,240,203,37,5,1,3,33,23,9,178,0,13
2022-2023',LaLiga,Osasuna,Abdessamad Ezzalzouli,ma MAR,"FW,MF",20,16.7,549,516,26,3,3,5,76,16,7,365,7,33
2022-2023',EPL,West Ham,Łukasz Fabiański,pl POL,GK,37,34.6,930,587,339,90,0,2,0,0,0,598,4,0
2022-2023',EPL,Liverpool,Fabinho,br BRA,MF,28,29.7,1832,1789,38,31,5,6,5,7,0,1617,5,18
2022-2023',Ligue1,Nantes,Fábio,br BRA,"DF,MF",32,2.5,117,94,21,1,0,0,6,20,0,87,2,2
2022-2023',Ligue1,Brest,Noah Fadiga,sn SEN,DF,22,14.5,625,504,120,8,0,1,10,112,0,499,1,14
2022-2023',EPL,Leicester City,Wout Faes,be BEL,DF,24,31,1846,1789,54,48,2,9,0,1,0,1581,3,10
2022-2023',Ligue1,Reims,Wout Faes,be BEL,DF,24,3,115,106,8,7,1,0,0,0,0,95,1,1
2022-2023',SerieA,Juventus,Nicolò Fagioli,it ITA,MF,21,16.9,607,574,32,11,5,10,23,12,9,505,1,14
2022-2023',Bundesliga,Schalke 04,Ralf Fährmann,de GER,GK,33,11.4,442,320,121,38,0,0,0,0,0,304,1,0
2022-2023',Ligue1,Lorient,Romain Faivre,fr FRA,"MF,FW",24,13.8,543,496,44,16,4,2,26,6,19,452,3,11
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',Ligue1,Lyon,Romain Faivre,fr FRA,MF,24,3.3,170,149,19,8,0,1,17,0,10,145,2,1
2022-2023',LaLiga,Rayo Vallecano,Radamel Falcao,co COL,"FW,MF",36,6.8,167,157,9,0,0,1,0,0,1,123,1,5
2022-2023',SerieA,Lecce,Wladimiro Falcone,it ITA,GK,27,38,1167,771,387,105,0,4,0,0,0,597,9,0
2022-2023',LaLiga,Cádiz,Fali,es ESP,"DF,MF",28,19,593,567,25,25,2,13,2,0,0,455,1,4
2022-2023',Ligue1,Reims,Fallou Fall,sn SEN,DF,18,0.4,13,13,0,0,0,0,0,0,0,12,0,0
2022-2023',LaLiga,Villarreal,Mamadou Fall,sn SEN,DF,19,0.3,16,11,5,0,0,1,1,5,0,13,0,1
2022-2023',SerieA,Hellas Verona,Davide Faraoni,it ITA,DF,30,16.5,592,451,137,7,1,6,37,130,0,394,4,15
2022-2023',LaLiga,Barcelona,Ansu Fati,es ESP,FW,19,15.5,609,590,14,3,1,3,9,3,5,509,5,21
2022-2023',Ligue1,Montpellier,Khalil Fayad,fr FRA,MF,18,8,341,330,10,6,2,2,10,1,3,283,1,3
2022-2023',Ligue1,Montpellier,Cheikh Faye,sn SEN,FW,23,0.4,9,6,2,0,0,0,0,0,0,5,1,0
2022-2023',SerieA,Salernitana,Federico Fazio,ar ARG,DF,35,11.9,536,503,33,18,0,8,4,15,0,410,0,6
2022-2023',SerieA,Empoli,Jacopo Fazzini,it ITA,MF,19,9.2,326,305,19,8,1,1,11,2,5,257,2,10
2022-2023',LaLiga,Valladolid,Zouhair Feddal,ma MAR,DF,33,4.2,201,187,13,11,0,5,1,0,0,159,1,1
2022-2023',LaLiga,Betis,Nabil Fekir,fr FRA,MF,29,10.7,484,416,66,27,2,3,48,4,33,378,2,7
2022-2023',EPL,Nott'ham Forest,Felipe,br BRA,DF,33,15.8,568,545,20,13,0,3,2,7,0,411,3,11
2022-2023',LaLiga,Atlético Madrid,Felipe,br BRA,DF,33,2.2,132,128,3,2,0,0,0,1,0,121,1,1
2022-2023',LaLiga,Betis,Luiz Felipe,it ITA,DF,25,19.6,884,843,39,36,0,9,2,3,0,753,2,11
2022-2023',EPL,Chelsea,João Félix,pt POR,"FW,MF",22,10.5,356,314,39,5,5,4,19,5,12,274,3,9
2022-2023',LaLiga,Atlético Madrid,João Félix,pt POR,"FW,MF",22,7.2,228,209,18,6,7,2,8,3,4,171,1,5
2022-2023',Bundesliga,Augsburg,Ohis Felix Uduokhai,de GER,DF,24,16.1,734,702,29,25,0,6,1,3,0,558,3,13
2022-2023',LaLiga,Villarreal,Kiko Femenía,es ESP,DF,31,12.6,778,661,114,16,0,1,31,97,1,667,3,14
2022-2023',EPL,Brighton,Evan Ferguson,ie IRL,FW,17,10.6,225,203,21,0,1,0,2,0,0,180,1,3
2022-2023',SerieA,Bologna,Lewis Ferguson,sct SCO,"MF,FW",22,25.7,1218,1190,25,11,4,0,13,12,0,1039,3,20
2022-2023',EPL,Manchester Utd,Bruno Fernandes,pt POR,"MF,FW",27,36.8,2030,1838,182,32,35,36,141,24,83,1498,10,65
2022-2023',Bundesliga,Mainz 05,Edimilson Fernandes,ch SUI,DF,26,27.1,1190,1051,133,44,0,16,80,42,47,832,6,26
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',LaLiga,Osasuna,Aitor Fernández,es ESP,GK,31,21,793,528,261,87,0,2,0,0,0,518,4,0
2022-2023',LaLiga,Cádiz,Álex Fernández,es ESP,"MF,FW",29,17.5,720,656,63,34,2,10,37,1,21,602,1,7
2022-2023',LaLiga,Espanyol,Álvaro Fernández,es ESP,GK,24,11,358,203,153,50,0,2,0,0,0,231,2,0
2022-2023',LaLiga,Real Sociedad,Carlos Fernández,es ESP,FW,26,7,148,143,5,0,1,0,0,1,0,96,0,1
2022-2023',EPL,Chelsea,Enzo Fernández,ar ARG,MF,21,17.2,1440,1381,56,51,11,17,14,2,3,1269,3,13
