Season,League,Team,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,SP_Cmp,SP_Att,SP_Cmp%,MP_Cmp,MP_Att,MP_Cmp%,LP_Cmp,LP_Att,LP_Cmp%
2017-2018,EPL,Tottenham,Ben Davies,wls WAL,DF,24,25.8,1305,1735,75.2,22704,8393,612,701,87.3,560,706,79.3,116,247,47
2017-2018,EPL,Tottenham,Kieran Trippier,eng ENG,DF,26,21.3,1262,1638,77,23952,7379,470,528,89,624,760,82.1,150,290,51.7
2017-2018,EPL,Tottenham,Mousa Dembélé,be BEL,MF,30,20.9,1316,1429,92.1,21995,7009,625,668,93.6,592,630,94,81,97,83.5
2017-2018,EPL,Tottenham,Serge Aurier,ci CIV,DF,24,15.9,779,1035,75.3,12584,4253,398,474,84,322,419,76.8,49,98,50
2017-2018,EPL,Tottenham,Moussa Sissoko,fr FRA,"MF,FW",27,15.4,740,900,82.2,11433,2703,410,451,90.9,270,336,80.4,42,61,68.9
2017-2018,EPL,Tottenham,Toby Alderweireld,be BEL,DF,28,13.1,793,931,85.2,18331,6712,176,188,93.6,459,496,92.5,153,236,64.8
2017-2018,EPL,Tottenham,Danny Rose,eng ENG,DF,27,8.9,401,535,75,7367,3021,163,196,83.2,187,237,78.9,43,80,53.8
2017-2018,EPL,Tottenham,Harry Winks,eng ENG,MF,21,8.6,581,655,88.7,10538,2401,251,271,92.6,273,302,90.4,53,66,80.3
2017-2018,EPL,Tottenham,Victor Wanyama,ke KEN,MF,26,9.4,540,623,86.7,9771,2741,243,266,91.4,227,256,88.7,65,84,77.4
2017-2018,EPL,Tottenham,Érik Lamela,ar ARG,"FW,MF",25,9.4,379,477,79.5,5766,1209,205,234,87.6,137,165,83,25,43,58.1
2017-2018,EPL,Tottenham,Lucas Moura,br BRA,"FW,MF",24,2.3,88,114,77.2,1247,262,56,67,83.6,30,39,76.9,1,2,50
2017-2018,EPL,Tottenham,Kyle Walker-Peters,eng ENG,DF,20,2.1,101,131,77.1,1608,479,56,63,88.9,35,50,70,9,13,69.2
2017-2018,EPL,Tottenham,Fernando Llorente,es ESP,"FW,MF",32,2.6,60,88,68.2,683,107,42,57,73.7,15,25,60,0,2,0
2017-2018,EPL,Tottenham,Paulo Gazzaniga,ar ARG,GK,25,1,20,25,80,545,379,3,3,100,10,10,100,7,12,58.3
2017-2018,EPL,Tottenham,Michel Vorm,nl NED,GK,33,1,23,26,88.5,602,324,1,1,100,17,17,100,5,8,62.5
2017-2018,EPL,Tottenham,Vincent Janssen,nl NED,DF,23,0,0,0,,0,0,0,0,,0,0,,0,0,
2017-2018,EPL,Tottenham,Georges-Kévin N'Koudou,cm CMR,MF,22,0,0,0,,0,0,0,0,,0,0,,0,0,
2017-2018,EPL,Liverpool,Mohamed Salah,eg EGY,FW,25,32.3,772,1055,73.2,11021,3263,441,541,81.5,234,313,74.8,44,90,48.9
2017-2018,EPL,Liverpool,Roberto Firmino,br BRA,FW,25,30.7,869,1233,70.5,11802,3204,501,658,76.1,272,366,74.3,33,53,62.3
2017-2018,EPL,Liverpool,Sadio Mané,sn SEN,FW,25,24.3,787,1005,78.3,11585,2403,440,528,83.3,276,327,84.4,38,61,62.3
2017-2018,EPL,Liverpool,Georginio Wijnaldum,nl NED,MF,26,26.5,1145,1283,89.2,18447,3622,542,594,91.2,489,533,91.7,71,90,78.9
2017-2018,EPL,Liverpool,Jordan Henderson,eng ENG,MF,27,24.1,1769,2117,83.6,33580,9305,709,771,92,814,949,85.8,216,334,64.7
2017-2018,EPL,Liverpool,Dejan Lovren,hr CRO,DF,28,23.6,1602,1814,88.3,31489,11482,468,497,94.2,969,1053,92,154,242,63.6
2017-2018,EPL,Liverpool,Emre Can,de GER,MF,23,23.2,1338,1571,85.2,23098,5472,600,662,90.6,591,668,88.5,117,179,65.4
2017-2018,EPL,Liverpool,Joël Matip,cm CMR,DF,25,22.2,1470,1660,88.6,30063,11508,380,403,94.3,892,970,92,185,265,69.8
2017-2018,EPL,Liverpool,Andrew Robertson,sct SCO,DF,23,21.6,1404,1681,83.5,22245,6855,692,753,91.9,595,691,86.1,73,149,49
2017-2018,EPL,Liverpool,Joe Gomez,eng ENG,DF,20,21.1,1315,1625,80.9,23165,8373,542,605,89.6,648,774,83.7,107,205,52.2
2017-2018,EPL,Liverpool,Loris Karius,de GER,GK,24,19,455,630,72.2,11925,9119,68,68,100,264,265,99.6,123,293,42
2017-2018,EPL,Liverpool,Simon Mignolet,be BEL,GK,29,19,447,601,74.4,11461,8759,79,79,100,260,261,99.6,108,258,41.9
2017-2018,EPL,Liverpool,Trent Alexander-Arnold,eng ENG,DF,18,17.5,963,1309,73.6,17689,5965,408,458,89.1,418,546,76.6,117,243,48.1
2017-2018,EPL,Liverpool,James Milner,eng ENG,MF,31,19.7,1335,1636,81.6,23331,7605,622,685,90.8,548,627,87.4,136,248,54.8
2017-2018,EPL,Liverpool,Ragnar Klavan,ee EST,DF,31,16.1,1097,1218,90.1,21335,7588,331,353,93.8,659,697,94.5,95,143,66.4
2017-2018,EPL,Liverpool,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",23,16.6,609,796,76.5,11074,3186,262,305,85.9,244,312,78.2,79,135,58.5
2017-2018,EPL,Liverpool,Alberto Moreno,es ESP,DF,25,14.1,784,964,81.3,14433,4503,310,345,89.9,398,466,85.4,70,125,56
2017-2018,EPL,Liverpool,Virgil van Dijk,nl NED,DF,26,14,1023,1140,89.7,20881,7404,295,317,93.1,577,613,94.1,136,191,71.2
2017-2018,EPL,Liverpool,Philippe Coutinho,br BRA,"MF,FW",25,12.3,566,758,74.7,10208,3685,246,287,85.7,231,288,80.2,73,134,54.5
2017-2018,EPL,Liverpool,Dominic Solanke,eng ENG,FW,19,6.6,148,201,73.6,1656,386,109,133,82,25,36,69.4,2,4,50
2017-2018,EPL,Liverpool,Daniel Sturridge,eng ENG,FW,27,4.8,103,130,79.2,1506,360,60,71,84.5,37,45,82.2,3,3,100
2017-2018,EPL,Liverpool,Danny Ings,eng ENG,FW,25,3,47,79,59.5,719,124,25,35,71.4,13,21,61.9,5,7,71.4
2017-2018,EPL,Liverpool,Nathaniel Clyne,eng ENG,"DF,FW",26,1.9,108,141,76.6,1751,558,58,65,89.2,37,52,71.2,9,13,69.2
2017-2018,EPL,Liverpool,Adam Lallana,eng ENG,"MF,FW",29,3.4,192,229,83.8,2309,705,126,136,92.6,46,54,85.2,3,11,27.3
2017-2018,EPL,Liverpool,Marko Grujić,rs SRB,"MF,DF",21,0.2,11,14,78.6,189,75,4,6,66.7,7,7,100,0,1,0
2017-2018,EPL,Liverpool,Divock Origi,be BEL,FW,22,0.1,1,2,50,23,0,0,0,,1,1,100,0,0,
2017-2018,EPL,Liverpool,Ben Woodburn,wls WAL,FW,17,0.1,7,8,87.5,92,11,4,4,100,1,1,100,1,1,100
2017-2018,EPL,Chelsea,César Azpilicueta,es ESP,DF,27,37,2469,2924,84.4,42480,14966,1110,1198,92.7,1120,1277,87.7,187,340,55
2017-2018,EPL,Chelsea,Thibaut Courtois,be BEL,GK,25,35,903,1202,75.1,25829,17424,105,106,99.1,514,519,99,279,564,49.5
2017-2018,EPL,Chelsea,N'Golo Kanté,fr FRA,MF,26,33.3,1924,2174,88.5,30572,8032,975,1041,93.7,737,798,92.4,132,187,70.6
2017-2018,EPL,Chelsea,Marcos Alonso,es ESP,"DF,MF",26,31.7,1333,1721,77.5,21762,6115,656,751,87.4,555,665,83.5,86,176,48.9
2017-2018,EPL,Chelsea,Eden Hazard,be BEL,"FW,MF",26,26.9,1168,1440,81.1,18699,5183,631,748,84.4,312,371,84.1,148,171,86.5
2017-2018,EPL,Chelsea,Antonio Rüdiger,de GER,DF,24,26,1540,1735,88.8,28423,9100,618,649,95.2,734,801,91.6,151,226,66.8
2017-2018,EPL,Chelsea,Cesc Fàbregas,es ESP,MF,30,25.6,1873,2351,79.7,33048,13012,845,949,89,722,853,84.6,235,401,58.6
2017-2018,EPL,Chelsea,Victor Moses,ng NGA,"DF,MF",26,23.4,815,1122,72.6,13255,3497,429,498,86.1,286,393,72.8,72,136,52.9
2017-2018,EPL,Chelsea,Tiemoué Bakayoko,fr FRA,MF,22,23.6,957,1116,85.8,14377,3737,511,571,89.5,326,377,86.5,58,76,76.3
2017-2018,EPL,Chelsea,Gary Cahill,eng ENG,DF,31,23.2,1194,1347,88.6,21241,8087,458,492,93.1,615,673,91.4,91,133,68.4
2017-2018,EPL,Chelsea,Álvaro Morata,es ESP,FW,24,22.9,423,600,70.5,5650,924,236,300,78.7,95,146,65.1,32,46,69.6
2017-2018,EPL,Chelsea,Andreas Christensen,dk DEN,DF,21,23.2,1263,1357,93.1,24630,8441,387,409,94.6,719,752,95.6,134,157,85.4
2017-2018,EPL,Chelsea,Willian,br BRA,"MF,FW",28,21,768,1038,74,12180,2766,393,471,83.4,258,336,76.8,68,125,54.4
2017-2018,EPL,Chelsea,Pedro,es ESP,"MF,FW",30,16.9,555,705,78.7,7896,1761,340,388,87.6,138,188,73.4,39,59,66.1
2017-2018,EPL,Chelsea,Davide Zappacosta,it ITA,"DF,MF",25,12.2,514,660,77.9,7506,1763,297,322,92.2,164,215,76.3,28,49,57.1
2017-2018,EPL,Chelsea,David Luiz,br BRA,"DF,MF",30,9.3,420,495,84.8,8848,2964,124,135,91.9,209,227,92.1,78,116,67.2
2017-2018,EPL,Chelsea,Olivier Giroud,fr FRA,FW,30,6.8,155,240,64.6,1625,328,80,121,66.1,28,51,54.9,6,14,42.9
2017-2018,EPL,Chelsea,Danny Drinkwater,eng ENG,MF,27,5.9,331,389,85.1,5287,1189,173,192,90.1,119,133,89.5,28,36,77.8
2017-2018,EPL,Chelsea,Michy Batshuayi,be BEL,FW,23,4,67,97,69.1,767,100,41,50,82,12,21,57.1,3,5,60
2017-2018,EPL,Chelsea,Emerson Palmieri,it ITA,DF,22,3.1,133,176,75.6,1790,373,95,108,88,27,42,64.3,7,16,43.8
2017-2018,EPL,Chelsea,Willy Caballero,ar ARG,GK,35,3,73,100,73,1939,1484,17,18,94.4,32,33,97,23,46,50
2017-2018,EPL,Chelsea,Ross Barkley,eng ENG,MF,23,1.4,39,53,73.6,560,96,23,28,82.1,9,13,69.2,3,6,50
2017-2018,EPL,Chelsea,Jeremie Boga,ci CIV,MF,20,0.2,4,4,100,33,7,1,1,100,1,1,100,0,0,
2017-2018,EPL,Chelsea,Charly Musonda Jr.,be BEL,FW,20,0.4,15,18,83.3,228,50,9,9,100,3,5,60,2,2,100
2017-2018,EPL,Chelsea,Callum Hudson-Odoi,eng ENG,"FW,DF",16,0.3,12,18,66.7,222,30,5,6,83.3,5,7,71.4,1,3,33.3
2017-2018,EPL,Chelsea,Ethan Ampadu,wls WAL,DF,16,0.1,19,19,100,391,149,5,5,100,13,13,100,1,1,100
2017-2018,EPL,Arsenal,Granit Xhaka,ch SUI,MF,24,36.2,2755,3248,84.8,49833,14812,1175,1279,91.9,1200,1368,87.7,315,473,66.6
2017-2018,EPL,Arsenal,Héctor Bellerín,es ESP,DF,22,33.9,1833,2193,83.6,27194,7214,1018,1118,91.1,705,814,86.6,61,116,52.6
2017-2018,EPL,Arsenal,Petr Čech,cz CZE,GK,35,33.8,749,1039,72.1,22106,16596,74,75,98.7,398,400,99.5,276,556,49.6
2017-2018,EPL,Arsenal,Nacho Monreal,es ESP,DF,31,24.9,1603,1816,88.3,26197,9511,767,838,91.5,724,779,92.9,84,134,62.7
2017-2018,EPL,Arsenal,Alexandre Lacazette,fr FRA,FW,26,24.5,558,744,75,6693,1185,369,450,82,120,170,70.6,13,25,52
2017-2018,EPL,Arsenal,Shkodran Mustafi,de GER,DF,25,25.3,1500,1755,85.5,29511,12068,423,465,91,938,1031,91,121,219,55.3
2017-2018,EPL,Arsenal,Laurent Koscielny,fr FRA,DF,31,24.7,1563,1765,88.6,31024,12028,523,574,91.1,841,910,92.4,185,241,76.8
2017-2018,EPL,Arsenal,Sead Kolašinac,ba BIH,DF,24,23.9,1203,1515,79.4,17835,5821,648,753,86.1,469,576,81.4,40,86,46.5
2017-2018,EPL,Arsenal,Mesut Özil,de GER,"MF,FW",28,24,1604,1933,83,24221,7044,883,973,90.8,548,646,84.8,99,170,58.2
2017-2018,EPL,Arsenal,Alex Iwobi,ng NGA,"MF,FW",21,20.3,997,1171,85.1,14645,3786,587,636,92.3,321,379,84.7,53,78,67.9
2017-2018,EPL,Arsenal,Aaron Ramsey,wls WAL,MF,26,20.5,1065,1277,83.4,16341,4329,556,627,88.7,390,457,85.3,69,97,71.1
2017-2018,EPL,Arsenal,Alexis Sánchez,cl CHI,"MF,FW",28,16.7,643,927,69.4,10650,3348,331,410,80.7,206,302,68.2,75,130,57.7
2017-2018,EPL,Arsenal,Danny Welbeck,eng ENG,"FW,MF",26,13.3,315,396,79.5,3792,545,213,251,84.9,78,99,78.8,2,6,33.3
2017-2018,EPL,Arsenal,Jack Wilshere,eng ENG,MF,25,13.3,701,819,85.6,10179,2912,388,427,90.9,230,261,88.1,43,69,62.3
2017-2018,EPL,Arsenal,Pierre-Emerick Aubameyang,ga GAB,FW,28,11.7,225,337,66.8,2707,423,157,192,81.8,47,82,57.3,5,20,25
2017-2018,EPL,Arsenal,Mohamed Elneny,eg EGY,MF,25,9.6,789,852,92.6,12227,3138,430,454,94.7,296,313,94.6,42,53,79.2
2017-2018,EPL,Arsenal,Calum Chambers,eng ENG,DF,22,9.6,521,630,82.7,9649,3313,203,228,89,257,298,86.2,54,84,64.3
2017-2018,EPL,Arsenal,Rob Holding,eng ENG,DF,21,9.1,517,612,84.5,9871,3314,176,204,86.3,271,295,91.9,58,91,63.7
2017-2018,EPL,Arsenal,Henrikh Mkhitaryan,am ARM,"FW,MF",28,8.8,358,485,73.8,5057,1238,222,266,83.5,109,134,81.3,14,44,31.8
2017-2018,EPL,Arsenal,Ainsley Maitland-Niles,eng ENG,"DF,MF",19,10.2,530,640,82.8,8182,2475,290,321,90.3,178,215,82.8,42,59,71.2
2017-2018,EPL,Arsenal,David Ospina,co COL,GK,28,4.2,108,144,75,2837,2120,19,19,100,56,56,100,33,69,47.8
2017-2018,EPL,Arsenal,Per Mertesacker,de GER,DF,32,4.1,226,247,91.5,4270,1894,72,74,97.3,134,146,91.8,17,22,77.3
2017-2018,EPL,Arsenal,Alex Oxlade-Chamberlain,eng ENG,DF,23,2.7,124,158,78.5,2464,689,53,58,91.4,48,57,84.2,23,33,69.7
2017-2018,EPL,Arsenal,Konstantinos Mavropanos,gr GRE,DF,19,2.2,91,103,88.3,1645,602,36,38,94.7,45,48,93.8,8,12,66.7
2017-2018,EPL,Arsenal,Reiss Nelson,eng ENG,"FW,MF",17,1.6,73,81,90.1,963,219,45,46,97.8,24,26,92.3,2,3,66.7
2017-2018,EPL,Arsenal,Olivier Giroud,fr FRA,FW,30,4.3,96,140,68.6,920,160,68,92,73.9,11,17,64.7,1,3,33.3
2017-2018,EPL,Arsenal,Francis Coquelin,fr FRA,"MF,DF",26,1.9,79,96,82.3,1304,405,41,47,87.2,24,29,82.8,11,14,78.6
2017-2018,EPL,Arsenal,Joe Willock,eng ENG,MF,17,0.9,31,40,77.5,460,87,16,20,80,12,12,100,2,4,50
2017-2018,EPL,Arsenal,Theo Walcott,eng ENG,"FW,MF",28,0.8,15,23,65.2,211,45,11,15,73.3,3,6,50,1,1,100
2017-2018,EPL,Arsenal,Eddie Nketiah,eng ENG,FW,18,0.2,6,7,85.7,56,8,6,7,85.7,0,0,,0,0,
2017-2018,EPL,Burnley,Jack Cork,eng ENG,MF,28,38,1281,1608,79.7,21883,5582,583,680,85.7,499,597,83.6,136,208,65.4
2017-2018,EPL,Burnley,Nick Pope,eng ENG,GK,25,34.6,546,1224,44.6,26090,23787,17,17,100,138,144,95.8,391,1055,37.1
2017-2018,EPL,Burnley,Jóhann Berg Guðmundsson,is ISL,MF,26,31.5,660,1027,64.3,11965,4451,308,382,80.6,214,313,68.4,107,259,41.3
2017-2018,EPL,Burnley,James Tarkowski,eng ENG,DF,24,31,800,1102,72.6,17749,8069,243,288,84.4,372,449,82.9,170,326,52.1
2017-2018,EPL,Burnley,Ben Mee,eng ENG,DF,27,29,823,1086,75.8,17554,7677,269,303,88.8,386,471,82,160,281,56.9
2017-2018,EPL,Burnley,Jeff Hendrick,ie IRL,"FW,MF",25,25.9,656,827,79.3,10332,2034,314,378,83.1,273,319,85.6,33,60,55
2017-2018,EPL,Burnley,Stephen Ward,ie IRL,DF,31,27.3,865,1293,66.9,15628,6840,396,457,86.7,351,504,69.6,102,260,39.2
2017-2018,EPL,Burnley,Matthew Lowton,eng ENG,DF,28,25.5,779,1165,66.9,14940,5994,317,374,84.8,335,467,71.7,113,267,42.3
2017-2018,EPL,Burnley,Steven Defour,be BEL,MF,29,22.2,865,1062,81.5,15646,4797,365,412,88.6,389,443,87.8,93,161,57.8
2017-2018,EPL,Burnley,Ashley Barnes,eng ENG,FW,27,24.1,316,531,59.5,4207,996,193,282,68.4,101,161,62.7,6,33,18.2
2017-2018,EPL,Burnley,Chris Wood,nz NZL,FW,25,18,250,424,59,3088,437,165,243,67.9,56,107,52.3,8,14,57.1
2017-2018,EPL,Burnley,Kevin Long,ie IRL,DF,26,16,389,546,71.2,8719,3177,99,134,73.9,195,245,79.6,88,149,59.1
2017-2018,EPL,Burnley,Scott Arfield,ca CAN,"MF,FW",28,14.8,247,367,67.3,3441,942,150,198,75.8,75,103,72.8,9,25,36
2017-2018,EPL,Burnley,Robbie Brady,ie IRL,MF,25,14.2,354,593,59.7,6916,2653,166,206,80.6,109,179,60.9,72,168,42.9
2017-2018,EPL,Burnley,Phil Bardsley,sct SCO,DF,32,12.5,394,587,67.1,6906,3437,190,214,88.8,163,245,66.5,37,103,35.9
2017-2018,EPL,Burnley,Aaron Lennon,eng ENG,MF,30,12.4,202,305,66.2,2883,729,121,153,79.1,62,89,69.7,10,21,47.6
2017-2018,EPL,Burnley,Ashley Westwood,eng ENG,MF,27,12.3,492,615,80,9936,2893,172,198,86.9,221,255,86.7,85,139,61.2
2017-2018,EPL,Burnley,Charlie Taylor,eng ENG,DF,23,10.6,316,463,68.3,5322,2255,149,178,83.7,134,172,77.9,24,82,29.3
2017-2018,EPL,Burnley,Sam Vokes,wls WAL,FW,27,11.1,131,269,48.7,1554,428,88,156,56.4,33,82,40.2,2,5,40
2017-2018,EPL,Burnley,Tom Heaton,eng ENG,GK,31,3.4,70,120,58.3,2857,2413,3,3,100,26,26,100,41,87,47.1
2017-2018,EPL,Burnley,Georges-Kévin N'Koudou,cm CMR,"MF,FW",22,2.5,67,96,69.8,1093,169,32,36,88.9,26,33,78.8,7,15,46.7
2017-2018,EPL,Burnley,Nahki Wells,bm BER,"FW,MF",27,0.6,16,18,88.9,264,13,6,6,100,8,10,80,1,1,100
2017-2018,EPL,Burnley,Jonathan Walters,ie IRL,FW,33,0.4,4,11,36.4,66,13,2,7,28.6,2,3,66.7,0,0,
2017-2018,EPL,Burnley,Aiden O'Neill,au AUS,MF,19,0,,,,,,,,,,,,,,
2017-2018,EPL,Everton,Jordan Pickford,eng ENG,GK,23,38,675,1332,50.7,28089,24029,54,55,98.2,232,239,97.1,389,1029,37.8
2017-2018,EPL,Everton,Idrissa Gana Gueye,sn SEN,MF,27,30.6,1338,1593,84,21000,5702,706,793,89,479,558,85.8,93,132,70.5
2017-2018,EPL,Everton,Michael Keane,eng ENG,DF,24,28.4,905,1170,77.4,19215,7605,270,330,81.8,481,552,87.1,149,258,57.8
2017-2018,EPL,Everton,Wayne Rooney,eng ENG,"MF,FW",31,25.2,934,1241,75.3,17847,4680,398,474,84,348,410,84.9,150,263,57
2017-2018,EPL,Everton,Gylfi Sigurðsson,is ISL,"MF,FW",27,25.1,562,861,65.3,8212,2826,297,360,82.5,176,234,75.2,45,171,26.3
2017-2018,EPL,Everton,Morgan Schneiderlin,fr FRA,MF,27,23.7,951,1143,83.2,15661,4847,482,535,90.1,333,387,86,91,151,60.3
2017-2018,EPL,Everton,Phil Jagielka,eng ENG,DF,34,22.9,737,983,75,16406,5143,219,246,89,362,430,84.2,150,285,52.6
2017-2018,EPL,Everton,Leighton Baines,eng ENG,DF,32,21.2,774,1009,76.7,12799,5667,397,438,90.6,298,369,80.8,61,140,43.6
2017-2018,EPL,Everton,Tom Davies,eng ENG,MF,19,21.1,547,715,76.5,8064,2003,298,347,85.9,174,223,78,33,67,49.3
2017-2018,EPL,Everton,Ashley Williams,wls WAL,DF,32,20.4,591,736,80.3,12552,4237,167,184,90.8,322,364,88.5,91,158,57.6
2017-2018,EPL,Everton,Cuco Martina,cw CUW,DF,27,20.3,792,1040,76.2,12947,5506,410,450,91.1,289,385,75.1,72,158,45.6
2017-2018,EPL,Everton,Dominic Calvert-Lewin,eng ENG,FW,20,20.9,311,519,59.9,3729,901,198,302,65.6,63,112,56.3,11,24,45.8
2017-2018,EPL,Everton,Jonjoe Kenny,eng ENG,DF,20,17.7,576,849,67.8,9944,4622,306,352,86.9,187,272,68.8,71,168,42.3
2017-2018,EPL,Everton,Mason Holgate,eng ENG,DF,20,13.2,361,543,66.5,7516,3316,131,162,80.9,162,214,75.7,65,148,43.9
2017-2018,EPL,Everton,Theo Walcott,eng ENG,FW,28,12.8,246,355,69.3,3593,1094,130,158,82.3,78,122,63.9,20,36,55.6
2017-2018,EPL,Everton,Séamus Coleman,ie IRL,DF,28,11.5,369,516,71.5,5449,2296,217,252,86.1,121,178,68,18,55,32.7
2017-2018,EPL,Everton,Cenk Tosun,tr TUR,FW,26,11,187,272,68.8,2224,358,114,149,76.5,32,50,64,10,17,58.8
2017-2018,EPL,Everton,Yannick Bolasie,cd COD,FW,28,9.5,143,269,53.2,2088,555,84,119,70.6,42,85,49.4,9,34,26.5
2017-2018,EPL,Everton,Oumar Niasse,sn SEN,FW,27,12.1,158,259,61,1959,407,87,134,64.9,44,66,66.7,5,10,50
2017-2018,EPL,Everton,Aaron Lennon,eng ENG,"FW,MF",30,8.8,146,219,66.7,2086,558,92,122,75.4,45,60,75,6,11,54.5
2017-2018,EPL,Everton,Nikola Vlašić,hr CRO,"MF,FW",19,6.4,152,211,72,1824,477,101,128,78.9,31,43,72.1,4,7,57.1
2017-2018,EPL,Everton,Sandro Ramírez,es ESP,"FW,MF",22,3.1,66,90,73.3,781,102,42,52,80.8,14,17,82.4,2,4,50
2017-2018,EPL,Everton,Davy Klaassen,nl NED,"MF,FW",24,2.8,80,103,77.7,1223,282,39,47,83,32,40,80,4,5,80
2017-2018,EPL,Everton,James McCarthy,ie IRL,MF,26,2.3,73,101,72.3,1160,247,37,49,75.5,29,34,85.3,4,12,33.3
2017-2018,EPL,Everton,Kevin Mirallas,be BEL,"FW,MF",29,1.5,44,59,74.6,734,119,17,20,85,22,28,78.6,3,5,60
2017-2018,EPL,Everton,Eliaquim Mangala,fr FRA,DF,26,1.5,60,72,83.3,1299,433,11,14,78.6,43,47,91.5,6,9,66.7
2017-2018,EPL,Everton,Beni Baningime,cd COD,MF,18,2.2,67,82,81.7,1088,304,28,34,82.4,30,35,85.7,3,5,60
2017-2018,EPL,Everton,Ademola Lookman,ng NGA,"FW,MF",19,1.8,38,47,80.9,514,127,19,23,82.6,13,14,92.9,2,3,66.7
2017-2018,EPL,Everton,Ramiro Funes Mori,ar ARG,DF,26,1.3,43,55,78.2,807,304,17,19,89.5,19,20,95,7,14,50
2017-2018,EPL,Everton,Muhamed Bešić,ba BIH,MF,24,0.5,27,28,96.4,526,84,12,12,100,10,10,100,5,6,83.3
2017-2018,EPL,Leicester City,Harry Maguire,eng ENG,DF,24,38,1379,1781,77.4,28888,11021,448,539,83.1,660,769,85.8,240,407,59
2017-2018,EPL,Leicester City,Jamie Vardy,eng ENG,FW,30,36.1,290,507,57.2,4471,789,147,223,65.9,90,166,54.2,27,46,58.7
2017-2018,EPL,Leicester City,Riyad Mahrez,dz ALG,"MF,FW",26,32.8,1088,1485,73.3,19045,6041,553,647,85.5,326,436,74.8,150,267,56.2
2017-2018,EPL,Leicester City,Kasper Schmeichel,dk DEN,GK,30,32.9,614,1142,53.8,24575,19644,33,36,91.7,175,186,94.1,405,915,44.3
2017-2018,EPL,Leicester City,Wilfred Ndidi,ng NGA,MF,20,32.2,1285,1707,75.3,20760,5599,639,788,81.1,445,574,77.5,126,202,62.4
2017-2018,EPL,Leicester City,Wes Morgan,jm JAM,DF,33,31.3,741,918,80.7,13008,5208,317,369,85.9,331,401,82.5,67,110,60.9
2017-2018,EPL,Leicester City,Marc Albrighton,eng ENG,"MF,FW",27,28.2,771,1298,59.4,14418,5905,365,436,83.7,259,408,63.5,122,337,36.2
2017-2018,EPL,Leicester City,Danny Simpson,eng ENG,DF,30,25.6,898,1195,75.1,14466,5625,456,521,87.5,332,440,75.5,75,160,46.9
2017-2018,EPL,Leicester City,Christian Fuchs,at AUT,DF,31,21.3,842,1226,68.7,14611,6387,406,480,84.6,313,429,73,103,248,41.5
2017-2018,EPL,Leicester City,Ben Chilwell,eng ENG,DF,20,20.6,852,1199,71.1,13076,4494,446,533,83.7,306,429,71.3,60,136,44.1
2017-2018,EPL,Leicester City,Demarai Gray,eng ENG,"MF,FW",21,18.9,465,656,70.9,7329,1498,237,275,86.2,149,204,73,43,97,44.3
2017-2018,EPL,Leicester City,Vicente Iborra,es ESP,MF,29,15.7,698,860,81.2,11864,3247,320,393,81.4,271,317,85.5,70,94,74.5
2017-2018,EPL,Leicester City,Shinji Okazaki,jp JPN,"FW,MF",31,14.7,283,393,72,3477,814,172,226,76.1,64,87,73.6,10,18,55.6
2017-2018,EPL,Leicester City,Matty James,eng ENG,MF,26,11,363,448,81,5314,1297,188,218,86.2,134,160,83.8,17,32,53.1
2017-2018,EPL,Leicester City,Adrien Silva,pt POR,MF,28,8.5,353,439,80.4,5672,1821,163,188,86.7,141,165,85.5,30,46,65.2
2017-2018,EPL,Leicester City,Kelechi Iheanacho,ng NGA,"FW,MF",20,9.2,197,255,77.3,2707,585,118,143,82.5,53,63,84.1,13,25,52
2017-2018,EPL,Leicester City,Aleksandar Dragović,at AUT,DF,26,8.5,301,361,83.4,6498,2286,81,95,85.3,160,184,87,54,72,75
2017-2018,EPL,Leicester City,Daniel Amartey,gh GHA,DF,22,5.4,239,310,77.1,3859,1555,129,142,90.8,83,109,76.1,20,45,44.4
