Year,Country,Player,Pos,Age,Int Matches Played,Int Starts,Int Min,Int 90s,Int Goals,Int Assists,Int Goals + Assists ,Int Non Penalty Goals,Int Penalty Goals,Int Penaltes Attempted,Int Yellow Cards,Int Red Cards,Int Goals Per 90,Int Assists Per 90,Int Goals + Assits Per 90,Int Non Penalty Goals Per 90,Int Non Penalty Goals + Assits Per 90
2022,Albania ,Endri Çekiçi,FW,25,4,2,174,1.9,1,0,1,0,1,1,2,0,0.52,0,0.52,0,0
2022,Albania ,Amir Abrashi,MF,31,2,2,141,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Albania ,Kastriot Dermaku,DF,30,2,1,164,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Albania ,Erion Hoxhallari,DF,26,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Albania ,Bekim Balaj,FW,31,2,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Albania ,Arlind Ajeti,FW,28,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Albania ,Albi Doka,DF,24,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Albania ,Ledian Memushaj,MF,35,2,1,81,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Albania ,Hysen Memolla,MF,29,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Albania ,Taulant Seferi,FW,25,1,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Albania ,Ernest Muçi,"FW,MF",20,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Albania ,Enis Çokaj,MF,22,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Albania ,Iván Balliu,DF,30,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Albania ,Mario Mitaj,DF,18,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Albania ,Ramen Cepele,DF,18,0,0,,,,,,,,,,,,,,,
2022,Albania ,Sherif Kallaku,MF,23,0,0,,,,,,,,,,,,,,,
2022,Albania ,Florian Kamberi,"FW,MF",26,0,0,,,,,,,,,,,,,,,
2022,Albania ,Gentian Selmani,GK,23,0,0,,,,,,,,,,,,,,,
2023,Albania ,Ardian Ismajli,DF,25,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Albania ,Iván Balliu,"MF,DF",30,4,4,306,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Albania ,Amir Abrashi,MF,32,4,4,295,3.3,0,1,1,0,0,0,1,0,0,0.31,0.31,0,0.31
2023,Albania ,Klaus Gjasula,MF,32,4,3,285,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Elseid Hysaj,MF,28,4,3,284,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Sokol Cikalleshi,FW,32,3,3,217,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Albania ,Freddie Veseli,DF,29,4,2,227,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Armando Broja,FW,20,3,2,202,2.2,1,0,1,0,1,1,0,0,0.45,0,0.45,0,0
2023,Albania ,Myrto Uzuni,FW,27,3,2,186,2.1,1,1,2,1,0,0,0,0,0.48,0.48,0.97,0.48,0.97
2023,Albania ,Etrit Berisha,GK,33,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Albania ,Berat Djimsiti,DF,29,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Thomas Strakosha,GK,27,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Nedim Bajrami,"MF,FW",23,3,2,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Kristjan Asllani,MF,20,3,2,141,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Ylber Ramadani,MF,26,4,1,159,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Albania ,Qazim Laçi,MF,26,2,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Marash Kumbulla,DF,22,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Endri Çekiçi,MF,25,2,1,79,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Albania ,Arlind Ajeti,DF,28,1,1,77,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Albania ,Ermir Lenjani,DF,32,1,1,76,0.8,1,0,1,1,0,0,0,0,1.18,0,1.18,1.18,1.18
2023,Albania ,Taulant Seferi,FW,25,1,1,72,0.8,1,0,1,1,0,0,0,0,1.25,0,1.25,1.25,1.25
2023,Albania ,Bekim Balaj,FW,31,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Giacomo Vrioni,FW,23,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Enea Mihaj,DF,24,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Enis Çokaj,MF,23,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Albania ,Adrian Bajrami,DF,20,0,0,,,,,,,,,,,,,,,
2023,Albania ,Kastriot Dermaku,DF,30,0,0,,,,,,,,,,,,,,,
2023,Albania ,Albi Doka,DF,25,0,0,,,,,,,,,,,,,,,
2023,Albania ,Erion Hoxhallari,DF,26,0,0,,,,,,,,,,,,,,,
2023,Albania ,Elhan Kastrati,GK,25,0,0,,,,,,,,,,,,,,,
2023,Albania ,Arbnor Mucolli,"FW,MF",22,0,0,,,,,,,,,,,,,,,
2023,Albania ,Odise Roshi,MF,31,0,0,,,,,,,,,,,,,,,
2023,Albania ,Gentian Selmani,GK,24,0,0,,,,,,,,,,,,,,,
2024,Albania ,Jasir Asani,"MF,FW",28,8,8,562,6.2,3,2,5,3,0,0,1,0,0.48,0.32,0.8,0.48,0.8
2024,Albania ,Berat Djimsiti,DF,30,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Albania ,Elseid Hysaj,DF,29,7,7,630,7,0,1,1,0,0,0,1,0,0,0.14,0.14,0,0.14
2024,Albania ,Mario Mitaj,DF,20,7,7,630,7,0,0,0,0,0,0,2,0,0,0,0,0,0
2024,Albania ,Ylber Ramadani,MF,27,7,7,630,7,0,2,2,0,0,0,0,0,0,0.29,0.29,0,0.29
2024,Albania ,Kristjan Asllani,MF,21,8,7,593,6.6,1,1,2,1,0,0,1,0,0.15,0.15,0.3,0.15,0.3
2024,Albania ,Nedim Bajrami,MF,24,8,7,574,6.4,3,1,4,3,0,0,2,0,0.47,0.16,0.63,0.47,0.63
2024,Albania ,Sokol Cikalleshi,FW,33,8,7,494,5.5,1,1,2,0,1,2,2,0,0.18,0.18,0.36,0,0.18
2024,Albania ,Ardian Ismajli,DF,27,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Albania ,Etrit Berisha,GK,34,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Albania ,Taulant Seferi,"MF,FW",27,7,4,393,4.4,2,0,2,2,0,0,1,0,0.46,0,0.46,0.46,0.46
2024,Albania ,Myrto Uzuni,"MF,FW",28,6,4,329,3.7,0,1,1,0,0,0,0,0,0,0.27,0.27,0,0.27
2024,Albania ,Thomas Strakosha,GK,28,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Albania ,Iván Balliu,DF,32,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Albania ,Keidi Bare,MF,26,5,2,172,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Albania ,Mirlind Daku,FW,26,5,1,187,2.1,1,1,2,1,0,0,2,0,0.48,0.48,0.96,0.48,0.96
2024,Albania ,Klaus Gjasula,MF,34,5,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Albania ,Arlind Ajeti,DF,30,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Albania ,Marash Kumbulla,DF,23,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Albania ,Enea Mihaj,DF,25,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Albania ,Arbnor Muja,"FW,MF",25,4,0,80,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Albania ,Anis Mehmeti,MF,23,3,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Albania ,Ernest Muçi,"FW,MF",22,4,0,60,0.7,1,0,1,1,0,0,0,0,1.5,0,1.5,1.5,1.5
2024,Albania ,Qazim Laçi,MF,28,2,0,33,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Albania ,Arbnor Mucolli,"FW,MF",24,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Albania ,Armando Sadiku,FW,32,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Albania ,Freddie Veseli,DF,31,0,0,,0,0,0,0,0,0,0,1,0,,,,,
2024,Albania ,Amir Abrashi,MF,33,0,0,,,,,,,,,,,,,,,
2024,Albania ,Naser Aliji,"DF,MF",30,0,0,,,,,,,,,,,,,,,
2024,Albania ,Andi Hadroj,DF,24,0,0,,,,,,,,,,,,,,,
2024,Albania ,Elhan Kastrati,GK,26,0,0,,,,,,,,,,,,,,,
2024,Albania ,Ermir Lenjani,"DF,FW",34,0,0,,,,,,,,,,,,,,,
2024,Albania ,Jon Mersinaj,DF,24,0,0,,,,,,,,,,,,,,,
2024,Albania ,Odise Roshi,MF,32,0,0,,,,,,,,,,,,,,,
2024,Albania ,Lindon Selahi,MF,24,0,0,,,,,,,,,,,,,,,
2017,Andorra,Ildefons Lima,DF,37,2,2,180,2,1,0,1,1,0,1,0,0,0.5,0,0.5,0.5,0.5
2017,Andorra,Márcio Vieira,MF,32,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,Andorra,Max Llovera,"MF,DF",20,2,2,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Marc Pujol,"MF,DF",34,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Alexandre Martínez Palau,MF,18,2,2,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Jesús Rubio,"FW,DF",22,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Marc Vales,"MF,DF",26,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Jordi Aláez,FW,19,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Josep Gómes,GK,31,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Ferran Pol,GK,33,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Ludovic Clemente,MF,30,2,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Cristian Martínez,DF,27,1,1,77,0.9,1,0,1,1,0,0,0,0,1.17,0,1.17,1.17,1.17
2017,Andorra,Víctor Rodríguez,FW,29,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Moisés San Nicolás,DF,23,2,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Marc García,MF,28,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Emili García,"DF,MF",28,2,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Marc Rebés,MF,22,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Jordi Rubio,DF,29,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Aaron Sánchez,FW,20,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Sergi Moreno,"FW,MF",29,2,0,29,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,Andorra,Gabi Riera,FW,31,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andorra,Adrià Rodrígues,DF,28,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Andorra,Max Llovera,DF,21,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Andorra,Josep Gómes,GK,32,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Andorra,Ildefons Lima,DF,38,9,9,810,9,0,0,0,0,0,0,4,0,0,0,0,0,0
2018,Andorra,Márcio Vieira,"MF,FW",33,9,9,794,8.8,0,0,0,0,0,0,2,0,0,0,0,0,0
2018,Andorra,Jordi Aláez,"FW,MF",20,8,8,663,7.4,0,0,0,0,0,0,3,0,0,0,0,0,0
2018,Andorra,Marc Vales,"MF,DF",27,7,7,630,7,0,0,0,0,0,0,2,0,0,0,0,0,0
2018,Andorra,Marc Pujol,"FW,MF",35,9,7,609,6.8,0,0,0,0,0,0,2,0,0,0,0,0,0
2018,Andorra,Jesús Rubio,DF,23,7,7,585,6.5,0,1,1,0,0,0,2,0,0,0.15,0.15,0,0.15
2018,Andorra,Moisés San Nicolás,"DF,MF",24,7,6,582,6.5,0,0,0,0,0,0,4,0,0,0,0,0,0
2018,Andorra,Marc Rebés,MF,23,7,6,581,6.5,1,0,1,1,0,0,0,1,0.15,0,0.15,0.15,0.15
2018,Andorra,Ludovic Clemente,MF,31,7,6,466,5.2,0,0,0,0,0,0,2,0,0,0,0,0,0
2018,Andorra,Jordi Rubio,"DF,MF",30,5,5,385,4.3,0,0,0,0,0,0,5,1,0,0,0,0,0
2018,Andorra,Marc García,DF,29,5,4,363,4,0,0,0,0,0,0,2,0,0,0,0,0,0
2018,Andorra,Emili García,"DF,MF",29,5,4,355,3.9,0,0,0,0,0,0,2,0,0,0,0,0,0
2018,Andorra,Víctor Rodríguez,MF,30,4,4,348,3.9,0,0,0,0,0,0,2,0,0,0,0,0,0
2018,Andorra,Cristian Martínez,MF,28,5,4,332,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Andorra,Alexandre Martínez Palau,"MF,FW",19,8,3,371,4.1,1,0,1,1,0,0,0,0,0.24,0,0.24,0.24,0.24
2018,Andorra,Ferran Pol,GK,34,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Andorra,Gabi Riera,FW,32,5,1,51,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Andorra,Aaron Sánchez,FW,21,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Andorra,Víctor Moreira,MF,35,3,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Andorra,David Maneiro,DF,28,1,0,23,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Andorra,Juli Sánchez,FW,39,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Andorra,Sebastián Gómez,"FW,GK",34,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Andorra,Josep Ayala,MF,37,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Andorra,Sergi Moreno,"FW,MF",30,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Andorra,Marc Ferré,MF,24,0,0,,,,,,,,,,,,,,,
2018,Andorra,Adrià Rodrígues,DF,29,0,0,,,,,,,,,,,,,,,
2019,Andorra,Josep Gómes,GK,32,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Andorra,Ildefons Lima,DF,38,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Andorra,Joan Cervós,MF,20,6,6,537,6,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Andorra,Moisés San Nicolás,DF,24,6,6,532,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Andorra,Marc Vales,MF,28,6,6,528,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Andorra,Max Llovera,DF,21,6,6,494,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Andorra,Marc Rebés,MF,24,5,5,437,4.9,0,0,0,0,0,0,2,0,0,0,0,0,0
2019,Andorra,Cristian Martínez,"FW,MF",28,5,5,429,4.8,1,0,1,1,0,0,2,0,0.21,0,0.21,0.21,0.21
2019,Andorra,Jesús Rubio,DF,23,5,5,429,4.8,0,0,0,0,0,0,2,0,0,0,0,0,0
2019,Andorra,Víctor Rodríguez,MF,30,5,3,272,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Andorra,Márcio Vieira,"MF,FW",33,3,3,268,3,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,Andorra,Jordi Aláez,"MF,FW",20,4,2,195,2.2,1,0,1,1,0,0,5,1,0.46,0,0.46,0.46,0.46
2019,Andorra,Ludovic Clemente,MF,32,2,2,148,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Andorra,Alexandre Martínez Palau,FW,19,2,1,108,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Andorra,Marc Pujol,FW,35,2,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Andorra,Sergi Moreno,FW,30,2,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Andorra,Ricard Fernàndez,FW,19,2,1,92,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Andorra,Marc García,DF,30,2,1,85,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Andorra,Emili García,"DF,MF",29,3,0,48,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Andorra,Jordi Rubio,DF,30,3,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Andorra,Sebastián Gómez,"FW,GK",34,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Andorra,Juli Sánchez,FW,40,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Andorra,Marc Ferré,MF,24,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Andorra,Xisco Pires,GK,20,0,0,,,,,,,,,,,,,,,
2019,Andorra,Ferran Pol,GK,35,0,0,,,,,,,,,,,,,,,
2019,Andorra,Adrià Rodrígues,DF,29,0,0,,,,,,,,,,,,,,,
2019,Andorra,Luigi San Nicolás,FW,26,0,0,,,,,,,,,,,,,,,
2020,Andorra,Emili García,DF,31,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Adrià Rodrígues,DF,31,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Jordi Rubio,"MF,DF",32,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Aaron Sánchez,FW,23,2,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Josep Gómes,GK,34,2,2,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Marc Rebés,"MF,DF",25,2,2,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Marc García,DF,31,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Moisés San Nicolás,DF,26,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Cristian Martínez,MF,30,2,1,120,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Andorra,Marc Pujol,MF,37,2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Sergi Moreno,MF,32,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Márcio Vieira,FW,35,2,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Joan Cervós,MF,21,1,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Luigi San Nicolás,FW,27,1,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Victor Bernat,MF,32,1,1,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Jordi Aláez,"FW,MF",22,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Albert Alavedra,DF,20,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Xisco Pires,GK,22,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Ludovic Clemente,MF,33,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Alexandre Martínez Palau,"FW,MF",21,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Marc Ferré,MF,26,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Albert Reyes,MF,23,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andorra,Lluis Blanco,DF,30,0,0,,,,,,,,,,,,,,,
2020,Andorra,Ricard Fernàndez,FW,20,0,0,,,,,,,,,,,,,,,
2020,Andorra,Victor Silverio,GK,22,0,0,,,,,,,,,,,,,,,
2020,Andorra,Marc Vales,"DF,MF",29,0,0,,,,,,,,,,,,,,,
2021,Andorra,Max Llovera,DF,24,10,10,900,10,0,0,0,0,0,0,2,0,0,0,0,0,0
2021,Andorra,Moisés San Nicolás,DF,27,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Andorra,Josep Gómes,GK,35,10,10,896,10,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Andorra,Marc Vales,MF,30,10,10,894,9.9,1,0,1,1,0,0,2,0,0.1,0,0.1,0.1,0.1
2021,Andorra,Joan Cervós,"MF,DF",22,10,10,824,9.2,0,1,1,0,0,0,2,0,0,0.11,0.11,0,0.11
2021,Andorra,Ildefons Lima,DF,41,9,9,810,9,0,0,0,0,0,0,4,0,0,0,0,0,0
2021,Andorra,Marc Rebés,MF,26,9,8,716,8,0,0,0,0,0,0,3,0,0,0,0,0,0
2021,Andorra,Márcio Vieira,"FW,MF",36,8,8,680,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Andorra,Ludovic Clemente,MF,34,8,8,569,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Andorra,Jesús Rubio,DF,26,7,7,588,6.5,0,0,0,0,0,0,6,0,0,0,0,0,0
2021,Andorra,Cristian Martínez,FW,31,7,7,541,6,2,0,2,2,0,0,3,0,0.33,0,0.33,0.33,0.33
2021,Andorra,Jordi Aláez,FW,23,10,7,510,5.7,0,1,1,0,0,0,1,0,0,0.18,0.18,0,0.18
2021,Andorra,Alexandre Martínez Palau,MF,22,6,4,318,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Andorra,Víctor Rodríguez,MF,33,7,3,300,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Andorra,Marc Pujol,MF,38,2,2,89,1,0,1,1,0,0,0,0,0,0,1.01,1.01,0,1.01
2021,Andorra,Sergi Moreno,MF,33,3,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Andorra,Emili García,DF,32,2,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Andorra,Juli Sánchez,FW,42,2,1,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Andorra,Jordi Rubio,DF,33,3,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Andorra,Ricard Fernàndez,FW,21,2,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Andorra,Marc García,"DF,FW",32,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Andorra,Aaron Sánchez,FW,24,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Andorra,Sebastián Gómez,"FW,GK",37,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Andorra,Ferran Pol,GK,37,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Andorra,Albert Alavedra,DF,21,0,0,,,,,,,,,,,,,,,
2021,Andorra,Marc Ferré,MF,27,0,0,,,,,,,,,,,,,,,
2021,Andorra,Xisco Pires,GK,23,0,0,,,,,,,,,,,,,,,
2021,Andorra,Adrià Rodrígues,DF,32,0,0,,,,,,,,,,,,,,,
2022,Andorra,Max Llovera,DF,25,9,9,810,9,1,0,1,1,0,0,0,0,0.11,0,0.11,0.11,0.11
2022,Andorra,Moisés San Nicolás,DF,28,9,9,767,8.5,0,0,0,0,0,0,3,0,0,0,0,0,0
2022,Andorra,Marc Vales,"MF,DF",31,8,8,676,7.5,3,0,3,3,0,0,2,0,0.4,0,0.4,0.4,0.4
2022,Andorra,Jordi Aláez,"MF,FW",24,9,7,684,7.6,0,0,0,0,0,0,3,0,0,0,0,0,0
2022,Andorra,Joan Cervós,"DF,MF",23,10,7,662,7.4,0,2,2,0,0,0,0,0,0,0.27,0.27,0,0.27
2022,Andorra,Albert Alavedra,DF,22,8,7,645,7.2,0,0,0,0,0,0,3,0,0,0,0,0,0
2022,Andorra,Josep Gómes,GK,36,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Andorra,Márcio Vieira,"MF,FW",37,9,6,532,5.9,0,0,0,0,0,0,3,0,0,0,0,0,0
2022,Andorra,Marc Pujol,"MF,FW",39,8,6,467,5.2,2,3,5,1,1,1,4,0,0.39,0.58,0.96,0.19,0.77
2022,Andorra,Ricard Fernàndez,FW,22,8,6,456,5.1,1,1,2,1,0,0,1,1,0.2,0.2,0.39,0.2,0.39
2022,Andorra,Cristian Martínez,"MF,FW",32,8,4,363,4,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Andorra,Iker Álvarez,GK,20,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Andorra,Marc Rebés,MF,27,6,4,359,4,0,0,0,0,0,0,3,0,0,0,0,0,0
2022,Andorra,Christian García,DF,22,5,4,326,3.6,0,0,0,0,0,0,2,0,0,0,0,0,0
2022,Andorra,Alexandre Martínez Palau,MF,23,8,3,307,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Andorra,Emili García,DF,33,4,3,298,3.3,0,1,1,0,0,0,1,0,0,0.3,0.3,0,0.3
2022,Andorra,Marc García,"DF,MF",33,6,3,289,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Andorra,Jesús Rubio,DF,27,4,3,265,2.9,0,0,0,0,0,0,2,0,0,0,0,0,0
2022,Andorra,Aaron Sánchez,FW,25,5,3,243,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Andorra,Jordi Rubio,MF,34,4,2,166,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Andorra,Sergi Moreno,MF,34,4,2,158,1.8,1,0,1,1,0,0,0,0,0.57,0,0.57,0.57,0.57
2022,Andorra,Ludovic Clemente,MF,35,2,2,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Andorra,Xavier Vieira,MF,30,4,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Andorra,Albert Rosas,FW,19,2,1,103,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Andorra,Ildefons Lima,DF,42,3,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
