Season,League,Team,Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%.1,Matches
2019-2020,Bundesliga,Köln,Timo Horn,de GER,GK,26,34,34,3060,34,69,2.03,156,87,58.3,10,6,18,6,17.6,6,4,2,33.3,
2019-2020,Bundesliga,Augsburg,Tomáš Koubek,cz CZE,GK,26,24,24,2160,24,51,2.12,122,72,58.2,6,6,12,4,16.7,1,0,1,100,
2019-2020,Bundesliga,Augsburg,Andreas Luthe,de GER,GK,32,10,10,900,10,12,1.2,33,22,63.6,3,3,4,3,30,0,0,0,,
2019-2020,Bundesliga,Werder Bremen,Jiří Pavlenka,cz CZE,GK,27,33,33,2970,33,67,2.03,169,105,60.9,8,6,19,4,12.1,1,1,0,0,
2019-2020,Bundesliga,Werder Bremen,Stefanos Kapino,gr GRE,GK,25,1,1,90,1,2,2,5,3,60,0,1,0,0,0,0,0,0,,
2019-2020,Bundesliga,Düsseldorf,Florian Kastenmeier,de GER,GK,22,17,17,1530,17,31,1.82,78,49,62.8,2,9,6,2,11.8,3,2,1,33.3,
2019-2020,Bundesliga,Düsseldorf,Zack Steffen,us USA,GK,24,17,17,1530,17,36,2.12,99,63,64.6,4,3,10,2,11.8,2,1,1,50,
2019-2020,Bundesliga,Paderborn 07,Leopold Zingerle,de GER,GK,25,28,28,2520,28,57,2.04,152,96,64.5,4,7,17,5,17.9,4,3,1,25,
2019-2020,Bundesliga,Paderborn 07,Jannik Huth,de GER,GK,25,6,6,540,6,17,2.83,33,16,51.5,0,1,5,0,0,1,1,0,0,
2019-2020,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,27,34,34,3060,34,20,0.59,96,76,79.2,23,8,3,18,52.9,0,0,0,,
2019-2020,LaLiga,Real Madrid,Alphonse Areola,fr FRA,GK,26,4,4,360,4,5,1.25,14,9,78.6,3,1,0,1,25,2,2,0,0,
2019-2020,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,27,36,36,3240,36,36,1,116,79,74.1,24,6,6,14,38.9,7,6,1,14.3,
2019-2020,LaLiga,Barcelona,Neto,br BRA,GK,30,2,2,180,2,2,1,3,1,33.3,1,1,0,1,50,0,0,0,,
2019-2020,LaLiga,Atlético Madrid,Jan Oblak,si SVN,GK,26,38,38,3395,37.7,27,0.72,111,87,78.4,18,16,4,17,44.7,4,3,0,0,
2019-2020,LaLiga,Atlético Madrid,Antonio Adán,es ESP,GK,32,1,0,25,0.3,0,0,1,1,100,0,0,0,0,,0,0,0,,
2019-2020,LaLiga,Sevilla,Tomáš Vaclík,cz CZE,GK,30,33,33,2925,32.5,31,0.95,96,65,69.8,15,12,6,12,36.4,3,2,1,33.3,
2019-2020,LaLiga,Sevilla,Yassine Bounou,ma MAR,GK,28,6,5,495,5.5,3,0.55,20,17,90,4,1,0,4,80,1,1,0,0,
2019-2020,LaLiga,Villarreal,Sergio Asenjo,es ESP,GK,30,34,34,3060,34,41,1.21,145,104,75.2,17,4,13,11,32.4,6,5,1,16.7,
2019-2020,LaLiga,Villarreal,Andrés Fernández,es ESP,GK,32,4,4,360,4,8,2,19,12,73.7,1,2,1,1,25,3,3,0,0,
2019-2020,LaLiga,Real Sociedad,Álex Remiro,es ESP,GK,24,25,25,2250,25,32,1.28,93,60,73.1,11,4,10,6,24,8,7,1,12.5,
2019-2020,LaLiga,Real Sociedad,Miguel Ángel Moyá,es ESP,GK,35,13,13,1170,13,16,1.23,51,36,68.6,5,4,4,3,23.1,1,0,0,,
2019-2020,LaLiga,Granada,Rui Silva,pt POR,GK,25,35,35,3150,35,42,1.2,142,99,73.2,15,8,12,12,34.3,5,4,1,20,
2019-2020,LaLiga,Granada,Aarón Escandell,es ESP,GK,23,3,3,270,3,3,1,14,11,78.6,1,0,2,1,33.3,0,0,0,,
2019-2020,LaLiga,Getafe,David Soria,es ESP,GK,26,38,38,3420,38,37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,16.7,
2019-2020,LaLiga,Valencia,Jasper Cillessen,nl NED,GK,30,24,24,2096,23.3,30,1.29,109,78,78,10,7,7,5,20.8,8,6,2,25,
2019-2020,LaLiga,Valencia,Jaume Doménech,es ESP,GK,28,15,14,1324,14.7,23,1.56,81,58,72.8,4,4,6,3,21.4,1,1,0,0,
2019-2020,LaLiga,Osasuna,Sergio Herrera,es ESP,GK,26,19,18,1655,18.4,27,1.47,80,53,67.5,7,3,8,7,38.9,1,1,0,0,
2019-2020,LaLiga,Osasuna,Rubén,es ESP,GK,35,19,18,1583,17.6,24,1.36,54,30,61.1,5,9,4,4,22.2,3,3,0,0,
2019-2020,LaLiga,Osasuna,Juan Pérez,es ESP,GK,23,2,2,180,2,3,1.5,9,6,77.8,1,1,0,0,0,1,1,0,0,
2019-2020,LaLiga,Athletic Club,Unai Simón,es ESP,GK,22,34,34,2991,33.2,29,0.87,109,82,78,13,9,12,12,35.3,7,5,0,0,
2019-2020,LaLiga,Athletic Club,Iago Herrerín,es ESP,GK,31,5,4,425,4.7,9,1.91,19,10,52.6,0,3,1,0,0,0,0,0,,
2019-2020,LaLiga,Levante,Aitor Fernández,es ESP,GK,28,36,36,3240,36,51,1.42,205,153,76.6,12,7,17,5,13.9,5,3,2,40,
2019-2020,LaLiga,Levante,Koke Vegas,es ESP,GK,23,2,2,180,2,2,1,10,8,80,2,0,0,1,50,1,0,0,,
2019-2020,LaLiga,Valladolid,Jordi Masip,es ESP,GK,30,35,35,3150,35,39,1.11,125,85,73.6,8,15,12,11,31.4,7,6,1,14.3,
2019-2020,LaLiga,Valladolid,Churripi,es ESP,GK,25,3,3,244,2.7,3,1.11,13,10,76.9,1,0,2,1,33.3,0,0,0,,
2019-2020,LaLiga,Valladolid,Samu Pérez,es ESP,GK,22,1,0,26,0.3,1,3.46,1,0,100,0,0,0,0,,1,1,0,0,
2019-2020,LaLiga,Eibar,Marko Dmitrović,rs SRB,GK,27,35,35,3150,35,51,1.46,122,71,61.5,9,9,17,10,28.6,5,4,1,20,
2019-2020,LaLiga,Eibar,Yoel,es ESP,GK,30,4,4,270,3,5,1.67,16,10,68.8,2,0,1,1,25,1,0,1,100,
2019-2020,LaLiga,Betis,Joel Robles,es ESP,GK,29,33,33,2887,32.1,48,1.5,130,83,71.5,9,11,13,5,15.2,11,11,0,0,
2019-2020,LaLiga,Betis,Daniel Martín,es ESP,GK,21,6,5,531,5.9,12,2.03,24,12,50,1,0,4,1,20,0,0,0,,
2019-2020,LaLiga,Alavés,Fernando Pacheco,es ESP,GK,27,27,27,2358,26.2,37,1.41,102,62,71.6,7,7,13,6,22.2,11,8,3,27.3,
2019-2020,LaLiga,Alavés,Roberto,es ESP,GK,33,9,8,790,8.8,19,2.16,54,35,70.4,2,1,5,2,25,3,3,0,0,
2019-2020,LaLiga,Alavés,Antonio Sivera,es ESP,GK,22,3,3,270,3,3,1,5,2,60,1,1,1,1,33.3,1,1,0,0,
2019-2020,LaLiga,Celta Vigo,Rubén Blanco,es ESP,GK,24,33,33,2960,32.9,43,1.31,135,92,71.9,6,14,13,10,30.3,5,5,0,0,
2019-2020,LaLiga,Celta Vigo,Iván Villar,es ESP,GK,22,4,3,280,3.1,5,1.61,11,6,54.5,0,1,2,1,33.3,0,0,0,,
2019-2020,LaLiga,Celta Vigo,Sergio Álvarez,es ESP,GK,32,4,4,180,2,1,0.5,3,2,66.7,1,1,0,1,25,0,0,0,,
2019-2020,LaLiga,Leganés,Iván Cuéllar,es ESP,GK,35,27,27,2429,27,33,1.22,99,65,67.7,7,9,11,7,25.9,2,1,1,50,
2019-2020,LaLiga,Leganés,Juan Soriano,es ESP,GK,21,11,11,990,11,18,1.64,39,22,66.7,1,3,7,1,9.1,5,5,0,0,
2019-2020,LaLiga,Mallorca,Manolo Reina,es ESP,GK,34,36,36,3240,36,60,1.67,179,119,74.3,9,5,22,5,13.9,15,14,1,6.7,
2019-2020,LaLiga,Mallorca,Fabricio,es ESP,GK,31,2,2,90,1,3,3,6,3,66.7,0,0,1,0,0,1,1,0,0,
2019-2020,LaLiga,Mallorca,Miquel Parera,es ESP,GK,23,1,1,90,1,2,2,5,3,60,0,1,0,0,0,0,0,0,,
2019-2020,LaLiga,Espanyol,Diego López,es ESP,GK,37,36,36,3232,35.9,58,1.62,160,103,67.5,4,9,23,4,11.1,7,6,1,14.3,
2019-2020,LaLiga,Espanyol,Oier Olazábal,es ESP,GK,29,2,2,180,2,0,0,3,3,100,1,1,0,2,100,0,0,0,,
2019-2020,Ligue1,Paris S-G,Keylor Navas,cr CRC,GK,32,21,21,1890,21,18,0.86,66,49,72.7,17,2,2,11,52.4,0,0,0,,
2019-2020,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,26,3,3,270,3,2,0.67,3,1,33.3,2,0,1,2,66.7,0,0,0,,
2019-2020,Ligue1,Paris S-G,Sergio Rico,es ESP,GK,25,2,2,180,2,4,2,10,6,60,2,0,0,0,0,0,0,0,,
2019-2020,Ligue1,Paris S-G,Marcin Bułka,pl POL,GK,19,1,1,90,1,0,0,2,2,100,1,0,0,1,100,0,0,0,,
2019-2020,Ligue1,Marseille,Steve Mandanda,fr FRA,GK,34,27,27,2371,26.3,27,1.02,92,67,75,15,8,4,11,40.7,4,4,0,0,
2019-2020,Ligue1,Marseille,Yohann Pelé,fr FRA,GK,36,2,1,149,1.7,2,1.21,7,4,71.4,1,0,0,0,0,1,0,1,100,
2019-2020,Ligue1,Rennes,Edouard Mendy,sn SEN,GK,27,24,24,2160,24,19,0.79,79,60,79.7,13,5,6,9,37.5,4,3,1,25,
2019-2020,Ligue1,Rennes,Romain Salin,fr FRA,GK,35,5,4,360,4,5,1.25,19,13,73.7,2,0,2,1,25,1,0,1,100,
2019-2020,Ligue1,Lille,Mike Maignan,fr FRA,GK,24,28,28,2520,28,27,0.96,83,58,72.3,15,4,9,12,42.9,6,4,1,20,
2019-2020,Ligue1,Nice,Walter Benítez,ar ARG,GK,26,26,26,2340,26,36,1.38,130,95,75.4,9,8,9,4,15.4,6,4,1,20,
2019-2020,Ligue1,Nice,Yannis Clementia,mq MTQ,GK,22,2,2,180,2,2,1,7,5,85.7,2,0,0,0,0,1,1,0,0,
2019-2020,Ligue1,Reims,Predrag Rajković,rs SRB,GK,23,27,27,2430,27,18,0.67,87,65,80.5,10,11,6,12,44.4,5,1,4,80,
2019-2020,Ligue1,Reims,Nicolas Lemaître,fr FRA,GK,22,1,1,90,1,3,3,4,1,50,0,0,1,0,0,1,1,0,0,
2019-2020,Ligue1,Lyon,Anthony Lopes,pt POR,GK,28,26,26,2340,26,25,0.96,86,64,73.3,10,7,9,8,30.8,3,2,0,0,
2019-2020,Ligue1,Lyon,Ciprian Tătărușanu,ro ROU,GK,33,2,2,180,2,2,1,11,9,81.8,1,0,1,1,50,0,0,0,,
2019-2020,Ligue1,Montpellier,Gerónimo Rulli,ar ARG,GK,27,25,25,2250,25,27,1.08,119,91,79.8,11,7,7,8,32,5,3,2,40,
2019-2020,Ligue1,Montpellier,Dimitry Bertaud,fr FRA,GK,21,3,3,196,2.2,3,1.38,5,2,40,0,0,3,0,0,0,0,0,,
2019-2020,Ligue1,Montpellier,Matis Carvalho,pt POR,GK,20,1,0,71,0.8,4,5.07,8,5,50,0,0,0,0,,0,0,0,,
2019-2020,Ligue1,Monaco,Benjamin Lecomte,fr FRA,GK,28,28,28,2520,28,44,1.57,134,91,71.6,11,7,10,7,25,6,6,0,0,
2019-2020,Ligue1,Strasbourg,Matz Sels,be BEL,GK,27,27,27,2430,27,32,1.19,104,71,75,11,5,11,8,29.6,7,6,1,14.3,
2019-2020,Ligue1,Angers,Ludovic Butelle,fr FRA,GK,36,26,26,2340,26,32,1.23,83,51,65.1,10,6,10,11,42.3,3,3,0,0,
2019-2020,Ligue1,Angers,Danijel Petković,me MNE,GK,26,2,2,180,2,1,0.5,7,6,85.7,1,0,1,1,50,0,0,0,,
2019-2020,Ligue1,Bordeaux,Benoît Costil,fr FRA,GK,32,28,28,2520,28,34,1.21,108,74,70.4,9,10,9,6,21.4,3,2,1,33.3,
2019-2020,Ligue1,Nantes,Alban Lafont,fr FRA,GK,20,27,27,2430,27,29,1.07,95,64,72.6,11,4,12,10,37,6,3,2,40,
2019-2020,Ligue1,Nantes,Denis Petrić,rs SRB,GK,31,1,1,90,1,2,2,6,4,66.7,0,0,1,0,0,0,0,0,,
2019-2020,Ligue1,Brest,Gautier Larsonneur,fr FRA,GK,22,27,27,2398,26.6,34,1.28,132,96,76.5,7,10,10,7,25.9,5,3,2,40,
2019-2020,Ligue1,Brest,Donovan Léon,gf GUF,GK,26,2,1,122,1.4,3,2.21,11,8,81.8,1,0,0,1,100,1,1,0,0,
2019-2020,Ligue1,Metz,Alexandre Oukidja,dz ALG,GK,31,27,27,2385,26.5,31,1.17,129,98,78.3,8,10,9,8,29.6,3,3,0,0,
2019-2020,Ligue1,Metz,Paul Delecroix,gw GNB,GK,30,2,1,135,1.5,4,2.67,6,2,50,0,0,1,0,0,1,1,0,0,
2019-2020,Ligue1,Dijon,Alfred Gomis,sn SEN,GK,25,19,19,1620,18,20,1.11,81,62,76.5,6,7,6,6,31.6,1,1,0,0,
2019-2020,Ligue1,Dijon,Rúnar Alex Rúnarsson,is ISL,GK,24,11,9,900,10,17,1.7,47,31,63.8,1,2,6,0,0,0,0,0,,
2019-2020,Ligue1,Saint-Étienne,Stéphane Ruffier,fr FRA,GK,32,22,22,1980,22,40,1.82,100,60,63,6,4,12,3,13.6,4,3,0,0,
2019-2020,Ligue1,Saint-Étienne,Jessy Moulin,fr FRA,GK,33,5,5,450,5,4,0.8,23,19,91.3,2,2,1,2,40,2,2,0,0,
2019-2020,Ligue1,Saint-Étienne,Stefan Bajic,fr FRA,GK,17,1,1,90,1,1,1,2,1,50,0,0,1,0,0,0,0,0,,
2019-2020,Ligue1,Nîmes,Paul Bernardoni,fr FRA,GK,22,25,25,2204,24.5,38,1.55,108,71,68.5,7,4,14,6,24,4,4,0,0,
2019-2020,Ligue1,Nîmes,Lucas Dias,fr FRA,GK,20,4,3,316,3.5,6,1.71,19,13,68.4,0,2,1,1,33.3,0,0,0,,
2019-2020,Ligue1,Amiens,Régis Gurtner,fr FRA,GK,32,28,28,2520,28,50,1.79,142,93,65.5,4,11,13,5,17.9,1,1,0,0,
2019-2020,Ligue1,Toulouse,Baptiste Reynet,fr FRA,GK,28,23,22,2034,22.6,49,2.17,118,68,61,3,3,16,2,9.1,5,3,2,40,
2019-2020,Ligue1,Toulouse,Lovre Kalinić,hr CRO,GK,29,4,4,306,3.4,4,1.18,15,11,73.3,0,1,3,1,25,0,0,0,,
2019-2020,Ligue1,Toulouse,Mauro Goicoechea,uy URU,GK,31,2,2,180,2,5,2.5,13,8,61.5,0,0,2,0,0,0,0,0,,
2019-2020,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,29,29,29,2591,28.8,33,1.15,129,95,80.6,19,4,6,11,37.9,10,8,1,11.1,
2019-2020,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,41,9,9,810,9,10,1.11,33,23,72.7,7,1,1,1,11.1,2,1,0,0,
2019-2020,SeriaA,Juventus,Carlo Pinsoglio,it ITA,GK,29,1,0,19,0.2,0,0,0,0,,0,0,0,0,,0,0,0,,
2019-2020,SeriaA,Inter,Samir Handanović,si SVN,GK,35,35,35,3150,35,32,0.91,110,78,72.7,22,10,3,13,37.1,3,2,1,33.3,
2019-2020,SeriaA,Inter,Daniele Padelli,it ITA,GK,33,4,4,270,3,4,1.33,8,4,62.5,2,0,1,1,25,1,1,0,0,
2019-2020,SeriaA,Atalanta,Pierluigi Gollini,it ITA,GK,24,33,33,2884,32,42,1.31,120,81,70,19,9,5,8,24.2,6,6,0,0,
2019-2020,SeriaA,Atalanta,Marco Sportiello,it ITA,GK,27,6,5,525,5.8,5,0.86,18,13,72.2,4,0,1,2,40,0,0,0,,
2019-2020,SeriaA,Atalanta,Francesco Rossi,it ITA,GK,28,1,0,11,0.1,1,8.18,1,0,0,0,0,0,0,,0,0,0,,
2019-2020,SeriaA,Lazio,Thomas Strakosha,al ALB,GK,24,38,38,3420,38,42,1.11,154,112,77.3,24,6,8,11,28.9,9,7,1,12.5,
2019-2020,SeriaA,Roma,Pau López,es ESP,GK,24,32,32,2880,32,45,1.41,132,86,72,18,6,8,5,15.6,9,8,1,11.1,
2019-2020,SeriaA,Roma,Antonio Mirante,it ITA,GK,36,5,5,450,5,5,1,24,19,83.3,2,1,2,2,40,1,1,0,0,
2019-2020,SeriaA,Roma,Daniel Fuzato,br BRA,GK,22,1,1,90,1,1,1,2,1,50,1,0,0,0,0,0,0,0,,
2019-2020,SeriaA,Milan,Gianluigi Donnarumma,it ITA,GK,20,36,36,3201,35.6,42,1.18,141,96,73,18,9,9,12,33.3,8,4,4,50,
2019-2020,SeriaA,Milan,Asmir Begović,ba BIH,GK,32,2,1,129,1.4,3,2.09,7,4,71.4,0,0,1,0,0,1,1,0,0,
2019-2020,SeriaA,Milan,Pepe Reina,es ESP,GK,36,2,2,90,1,1,1,6,4,83.3,1,0,0,0,0,1,0,1,100,
2019-2020,SeriaA,Napoli,Alex Meret,it ITA,GK,22,22,21,1951,21.7,33,1.52,84,51,66.7,9,5,7,3,14.3,6,5,1,16.7,
2019-2020,SeriaA,Napoli,David Ospina,co COL,GK,30,17,17,1469,16.3,17,1.04,54,37,72.2,9,3,5,4,23.5,2,2,0,0,
2019-2020,SeriaA,Sassuolo,Andrea Consigli,it ITA,GK,32,31,31,2790,31,55,1.77,145,92,66.9,12,5,14,5,16.1,8,7,1,12.5,
2019-2020,SeriaA,Sassuolo,Gianluca Pegolo,it ITA,GK,38,5,5,450,5,4,0.8,27,24,85.2,2,2,1,2,40,0,0,0,,
2019-2020,SeriaA,Sassuolo,Stefano Turati,it ITA,GK,17,2,2,180,2,4,2,12,8,75,0,2,0,0,0,1,1,0,0,
2019-2020,SeriaA,Hellas Verona,Marco Silvestri,it ITA,GK,28,35,35,3150,35,43,1.23,159,117,77.4,11,13,11,9,25.7,7,7,0,0,
2019-2020,SeriaA,Hellas Verona,Boris Radunović,rs SRB,GK,23,3,3,270,3,8,2.67,15,7,60,1,0,2,1,33.3,2,2,0,0,
2019-2020,SeriaA,Fiorentina,Bartłomiej Drągowski,pl POL,GK,21,31,31,2790,31,43,1.39,139,94,73.4,7,12,12,8,25.8,8,6,2,25,
2019-2020,SeriaA,Fiorentina,Pietro Terracciano,it ITA,GK,29,7,7,624,6.9,5,0.72,23,18,91.3,5,1,1,2,28.6,3,3,0,0,
2019-2020,SeriaA,Fiorentina,Federico Brancolini,it ITA,GK,18,1,0,6,0.1,0,0,0,0,,0,0,0,1,,0,0,0,,
2019-2020,SeriaA,Parma,Luigi Sepe,it ITA,GK,28,34,34,3060,34,53,1.56,193,137,75.6,13,6,15,5,14.7,9,6,3,33.3,
2019-2020,SeriaA,Parma,Simone Colombi,it ITA,GK,28,4,4,360,4,4,1,19,15,84.2,1,1,2,1,25,2,1,0,0,
2019-2020,SeriaA,Bologna,Łukasz Skorupski,pl POL,GK,28,37,37,3330,37,64,1.73,187,123,69,12,10,15,2,5.4,8,6,1,14.3,
2019-2020,SeriaA,Bologna,Angelo da Costa Júnior,br BRA,GK,35,1,1,90,1,1,1,2,1,50,0,1,0,0,0,0,0,0,,
2019-2020,SeriaA,Udinese,Juan Musso,ar ARG,GK,25,38,38,3420,38,51,1.34,194,141,77.8,12,9,17,14,36.8,10,8,2,20,
2019-2020,SeriaA,Cagliari,Robin Olsen,se SWE,GK,29,17,17,1524,16.9,24,1.42,89,67,77.5,8,5,4,4,23.5,4,4,0,0,
2019-2020,SeriaA,Cagliari,Alessio Cragno,it ITA,GK,25,16,16,1440,16,21,1.31,89,68,77.5,2,6,8,3,18.8,2,1,1,50,
2019-2020,SeriaA,Cagliari,Rafael,br BRA,GK,37,6,5,454,5,11,2.18,17,6,47.1,1,1,3,0,0,3,2,0,0,
2019-2020,SeriaA,Sampdoria,Emil Audero,it ITA,GK,22,36,36,3240,36,60,1.67,165,109,67.9,12,5,19,9,25,8,7,0,0,
2019-2020,SeriaA,Sampdoria,Wladimiro Falcone,it ITA,GK,24,2,2,180,2,5,2.5,13,8,69.2,0,1,1,0,0,1,1,0,0,
2019-2020,SeriaA,Torino,Salvatore Sirigu,it ITA,GK,32,36,36,3240,36,64,1.78,197,135,72.1,11,6,19,7,19.4,10,9,1,10,
2019-2020,SeriaA,Torino,Antonio Rosati,it ITA,GK,36,1,1,90,1,1,1,5,4,80,0,1,0,0,0,0,0,0,,
2019-2020,SeriaA,Torino,Samir Ujkani,xk KVX,GK,31,1,1,90,1,3,3,6,3,66.7,0,0,1,0,0,1,1,0,0,
2019-2020,SeriaA,Genoa,Mattia Perin,it ITA,GK,26,21,21,1890,21,38,1.81,103,66,64.1,8,4,9,5,23.8,2,1,0,0,
2019-2020,SeriaA,Genoa,Ionuț Radu,ro ROU,GK,22,17,17,1530,17,35,2.06,98,64,70.4,2,5,10,2,11.8,7,6,0,0,
2019-2020,SeriaA,Lecce,Gabriel,br BRA,GK,26,34,34,2997,33.3,76,2.28,227,152,70.9,6,8,20,2,5.9,12,10,2,16.7,
2019-2020,SeriaA,Lecce,Mauro Vigorito,it ITA,GK,29,5,4,423,4.7,9,1.91,29,20,72.4,3,0,1,1,25,1,1,0,0,
2019-2020,SeriaA,Brescia,Jesse Joronen,fi FIN,GK,26,29,29,2610,29,59,2.03,181,124,72.4,5,6,18,5,17.2,10,9,1,10,
2019-2020,SeriaA,Brescia,Lorenzo Andrenacci,it ITA,GK,24,6,5,531,5.9,16,2.71,44,28,63.6,0,1,4,0,0,1,0,0,,
2019-2020,SeriaA,Brescia,Enrico Alfonso,it ITA,GK,31,4,4,279,3.1,4,1.29,11,7,63.6,1,0,3,1,25,0,0,0,,
2019-2020,SeriaA,SPAL,Etrit Berisha,al ALB,GK,30,26,26,2340,26,44,1.69,147,105,74.1,5,3,18,3,11.5,6,6,0,0,
2019-2020,SeriaA,SPAL,Karlo Letica,hr CRO,GK,22,10,10,900,10,29,2.9,65,36,55.4,0,1,9,0,0,1,0,1,100,
2019-2020,SeriaA,SPAL,Demba Thiam,sn SEN,GK,21,2,2,180,2,4,2,16,12,81.3,0,1,1,0,0,1,1,0,0,
2019-2020,EreDivisie,Ajax,André Onana,cm CMR,GK,23,24,24,2160,24,21,0.87,72,51,73.6,18,2,4,8,33.3,2,2,0,0,
2019-2020,EreDivisie,Ajax,Bruno Varela,pt POR,GK,24,1,1,90,1,2,2,5,3,60,0,0,1,0,0,0,0,0,,
2019-2020,EreDivisie,AZ Alkmaar,Marco Bizot,nl NED,GK,28,24,24,2074,23,11,0.48,68,57,85.3,18,2,4,17,70.8,2,1,0,0,
2019-2020,EreDivisie,AZ Alkmaar,Rody de Boer,nl NED,GK,21,2,1,172,1.9,6,3.14,12,6,58.3,0,0,1,0,0,1,1,0,0,
2019-2020,EreDivisie,Feyenoord,Kenneth Vermeer,nl NED,GK,33,16,16,1440,16,27,1.69,72,46,63.9,7,6,3,2,12.5,2,1,1,50,
2019-2020,EreDivisie,Feyenoord,Justin Bijlow,nl NED,GK,21,7,7,630,7,8,1.14,24,16,75,6,1,0,2,28.6,2,2,0,0,
2019-2020,EreDivisie,Feyenoord,Nick Marsman,nl NED,GK,28,2,2,180,2,0,0,11,10,100,1,1,0,2,100,1,0,1,100,
2019-2020,EreDivisie,PSV Eindhoven,Lars Unnerstall,de GER,GK,29,14,14,1260,14,13,0.93,54,41,81.5,7,4,3,4,28.6,3,3,0,0,
2019-2020,EreDivisie,PSV Eindhoven,Jeroen Zoet,nl NED,GK,28,11,11,990,11,14,1.27,38,24,63.2,6,3,2,3,27.3,0,0,0,,
2019-2020,EreDivisie,PSV Eindhoven,Robbin Ruiter,nl NED,GK,32,1,1,90,1,1,1,3,2,66.7,1,0,0,0,0,0,0,0,,
2019-2020,EreDivisie,Willem II,Timon Wellenreuther,de GER,GK,23,25,25,2250,25,34,1.36,125,92,76,12,5,8,6,24,4,4,0,0,
2019-2020,EreDivisie,Willem II,Michael Woud,nz NZL,GK,20,1,1,90,1,0,0,1,1,100,1,0,0,1,100,0,0,0,,
2019-2020,EreDivisie,Utrecht,Maarten Paes,nl NED,GK,21,18,18,1620,18,25,1.39,77,51,70.1,9,2,7,4,22.2,3,2,1,33.3,
2019-2020,EreDivisie,Utrecht,Jeroen Zoet,nl NED,GK,28,7,7,630,7,9,1.29,25,15,68,3,3,1,1,14.3,2,1,1,50,
2019-2020,EreDivisie,Vitesse,Remko Pasveer,nl NED,GK,35,26,26,2340,26,35,1.35,122,86,77.9,12,5,9,8,30.8,9,8,1,11.1,
2019-2020,EreDivisie,Heracles Almelo,Janis Blaswich,de GER,GK,28,26,26,2340,26,34,1.31,120,84,74.2,10,6,10,7,26.9,5,3,2,40,
2019-2020,EreDivisie,Groningen,Sergio Padt,nl NED,GK,29,26,26,2340,26,26,1,88,60,73.9,10,5,11,9,34.6,6,3,2,40,
2019-2020,EreDivisie,Heerenveen,Warner Hahn,sr SUR,GK,27,20,20,1800,20,27,1.35,95,67,74.7,7,7,6,4,20,4,3,1,25,
2019-2020,EreDivisie,Heerenveen,Filip Bednarek,pl POL,GK,26,6,6,540,6,14,2.33,29,17,62.1,1,2,3,0,0,3,3,0,0,
2019-2020,EreDivisie,Sparta R'dam,Ariel Harush,il ISR,GK,31,16,16,1440,16,27,1.69,68,41,66.2,5,3,8,4,25,4,4,0,0,
2019-2020,EreDivisie,Sparta R'dam,Tim Coremans,nl NED,GK,28,10,10,899,10,17,1.7,46,29,67.4,4,3,3,2,20,2,2,0,0,
2019-2020,EreDivisie,Emmen,Dennis Telgenkamp,nl NED,GK,32,26,26,2340,26,45,1.73,130,87,67.7,9,5,12,7,26.9,3,3,0,0,
2019-2020,EreDivisie,VVV-Venlo,Thorsten Kirschbaum,de GER,GK,32,26,26,2340,26,51,1.96,149,97,68.5,8,4,14,4,15.4,5,4,1,20,
2019-2020,EreDivisie,Twente,Joel Drommel,nl NED,GK,22,25,25,2177,24.2,42,1.74,140,99,70,6,6,13,5,20,2,0,1,100,
2019-2020,EreDivisie,Twente,Jorn Brondeel,be BEL,GK,25,2,1,159,1.8,4,2.26,14,10,71.4,1,0,0,0,0,0,0,0,,
2019-2020,EreDivisie,Zwolle,Xavier Mous,nl NED,GK,23,13,13,1170,13,32,2.46,92,61,67.4,3,1,9,0,0,2,2,0,0,
2019-2020,EreDivisie,Zwolle,Michael Zetterer,de GER,GK,24,13,13,1170,13,23,1.77,77,53,74,4,4,5,3,23.1,4,3,1,25,
2019-2020,EreDivisie,Fortuna Sittard,Alexei Koșelev,md MDA,GK,25,26,26,2340,26,52,2,148,97,70.9,6,8,12,6,23.1,9,9,0,0,
2019-2020,EreDivisie,ADO Den Haag,Luuk Koopmans,nl NED,GK,25,20,20,1800,20,42,2.1,116,75,66.4,2,7,11,5,25,3,3,0,0,
2019-2020,EreDivisie,ADO Den Haag,Robert Zwinkels,nl NED,GK,36,5,5,450,5,9,1.8,27,20,66.7,2,0,3,2,40,0,0,0,,
2019-2020,EreDivisie,ADO Den Haag,Mike Havekotte,nl NED,GK,23,1,1,90,1,3,3,9,6,88.9,0,0,1,0,0,2,2,0,0,
2019-2020,EreDivisie,RKC Waalwijk,Etienne Vaessen,nl NED,GK,24,24,24,2112,23.5,53,2.26,131,79,61.8,4,2,18,4,16.7,4,3,0,0,
2019-2020,EreDivisie,RKC Waalwijk,Kees Heemskerk,nl NED,GK,28,4,2,228,2.5,7,2.76,16,9,62.5,0,1,1,0,0,1,1,0,0,
