Shots,ShotsOnTarget,SoT%,Sh/90,SoT/90,GoalsPerShot,GoalsPerShotOnTarget,AvgShotDistance,GoalsFromPenalties,PKatt,Key
15,4,26.7,0.58,0.15,0.13,0.5,16.5,0,0,2017-2018_antoniorudiger
38,10,26.3,1.48,0.39,0.05,0.2,19.2,0,0,2017-2018_cescfabregas
35,11,31.4,1.49,0.47,0.09,0.27,16.8,0,0,2017-2018_victormoses
40,8,20,1.69,0.34,0.05,0.25,18.5,0,0,2017-2018_tiemouebakayoko
10,3,30,0.43,0.13,0,0,19.6,0,0,2017-2018_garycahill
79,34,43,3.45,1.48,0.14,0.32,13.6,0,0,2017-2018_alvaromorata
12,1,8.3,0.52,0.04,0,0,10.9,0,0,2017-2018_andreaschristensen
53,23,43.4,2.52,1.1,0.09,0.22,19.8,1,1,2017-2018_willian
56,20,35.7,3.31,1.18,0.07,0.2,21.5,0,0,2017-2018_pedro
25,9,36,2.05,0.74,0.04,0.11,20.3,0,0,2017-2018_davidezappacosta
11,4,36.4,1.18,0.43,0.09,0.25,22.7,0,0,2017-2018_davidluiz
30,8,26.7,4.4,1.17,0.1,0.38,11.5,0,0,2017-2018_oliviergiroud
6,2,33.3,1.02,0.34,0.17,0.5,22.7,0,0,2017-2018_dannydrinkwater
13,5,38.5,3.25,1.25,0.15,0.4,18,0,0,2017-2018_michybatshuayi
2,2,100,0.64,0.64,0,0,18.2,0,0,2017-2018_emersonpalmieri
0,0,,0,0,,,,0,0,2017-2018_willycaballero
2,1,50,1.4,0.7,0,0,13.1,0,0,2017-2018_rossbarkley
0,0,,0,0,,,,0,0,2017-2018_jeremieboga
2,0,0,4.86,0,0,,20.6,0,0,2017-2018_charlymusondajr.
2,1,50,6.21,3.1,0,0,19.9,0,0,2017-2018_callumhudson-odoi
0,0,,0,0,,,,0,0,2017-2018_ethanampadu
66,17,25.8,1.82,0.47,0.02,0.06,27.7,0,0,2017-2018_granitxhaka
29,8,27.6,0.86,0.24,0.07,0.25,17.3,0,0,2017-2018_hectorbellerin
0,0,,0,0,,,,0,0,2017-2018_petrcech
22,8,36.4,0.88,0.32,0.23,0.63,17.8,0,0,2017-2018_nachomonreal
66,32,48.5,2.7,1.31,0.18,0.38,13.6,2,2,2017-2018_alexandrelacazette
13,5,38.5,0.51,0.2,0.23,0.6,13,0,0,2017-2018_shkodranmustafi
9,2,22.2,0.36,0.08,0.22,1,9.4,0,0,2017-2018_laurentkoscielny
21,6,28.6,0.88,0.25,0.1,0.33,13.2,0,0,2017-2018_seadkolasinac
39,13,33.3,1.62,0.54,0.1,0.31,18.7,0,0,2017-2018_mesutozil
45,22,48.9,2.21,1.08,0.07,0.14,18.4,0,0,2017-2018_alexiwobi
56,25,44.6,2.73,1.22,0.13,0.28,16.6,0,0,2017-2018_aaronramsey
68,24,35.3,4.07,1.44,0.09,0.25,19.9,1,1,2017-2018_alexissanchez
32,13,40.6,2.41,0.98,0.16,0.38,14.5,0,0,2017-2018_dannywelbeck
15,5,33.3,1.13,0.38,0.07,0.2,19,0,0,2017-2018_jackwilshere
29,17,58.6,2.47,1.45,0.31,0.53,14.6,1,2,2017-2018_pierre-emerickaubameyang
8,1,12.5,0.83,0.1,0,0,24.5,0,0,2017-2018_mohamedelneny
10,3,30,1.04,0.31,0,0,13.8,0,0,2017-2018_calumchambers
1,0,0,0.11,0,0,,10,0,0,2017-2018_robholding
21,11,52.4,2.38,1.25,0.1,0.18,18.5,0,0,2017-2018_henrikhmkhitaryan
5,0,0,0.49,0,0,,20.9,0,0,2017-2018_ainsleymaitland-niles
0,0,,0,0,,,,0,0,2017-2018_davidospina
2,2,100,0.49,0.49,0.5,0.5,10.4,0,0,2017-2018_permertesacker
9,2,22.2,3.36,0.75,0,0,25.3,0,0,2017-2018_alexoxlade-chamberlain
0,0,,0,0,,,,0,0,2017-2018_konstantinosmavropanos
2,0,0,1.24,0,0,,18.3,0,0,2017-2018_reissnelson
18,6,33.3,4.18,1.39,0.22,0.67,10.6,0,0,2017-2018_oliviergiroud
1,0,0,0.53,0,0,,20.9,0,0,2017-2018_franciscoquelin
1,0,0,1.1,0,0,,13,0,0,2017-2018_joewillock
0,0,,0,0,,,,0,0,2017-2018_theowalcott
1,1,100,4.5,4.5,0,0,10.1,0,0,2017-2018_eddienketiah
15,5,33.3,0.39,0.13,0.13,0.4,17.6,0,0,2017-2018_jackcork
0,0,,0,0,,,,0,0,2017-2018_nickpope
54,18,33.3,1.72,0.57,0.04,0.11,21.7,0,0,2017-2018_johannberggumundsson
18,4,22.2,0.58,0.13,0,0,9.9,0,0,2017-2018_jamestarkowski
25,7,28,0.86,0.24,0,0,12.4,0,0,2017-2018_benmee
25,6,24,0.97,0.23,0.08,0.33,19.7,0,0,2017-2018_jeffhendrick
6,1,16.7,0.22,0.04,0.17,1,17.2,0,0,2017-2018_stephenward
4,1,25,0.16,0.04,0,0,25.9,0,0,2017-2018_matthewlowton
19,7,36.8,0.86,0.32,0.05,0.14,25.9,0,0,2017-2018_stevendefour
60,22,36.7,2.49,0.91,0.15,0.41,15.4,0,0,2017-2018_ashleybarnes
39,24,61.5,2.16,1.33,0.26,0.42,12.3,0,0,2017-2018_chriswood
10,2,20,0.62,0.12,0.1,0.5,7.6,0,0,2017-2018_kevinlong
18,7,38.9,1.22,0.47,0.11,0.29,18.4,0,0,2017-2018_scottarfield
24,6,25,1.69,0.42,0.04,0.17,22.8,0,0,2017-2018_robbiebrady
2,2,100,0.16,0.16,0,0,32.1,0,0,2017-2018_philbardsley
10,4,40,0.81,0.32,0,0,16.8,0,0,2017-2018_aaronlennon
8,1,12.5,0.65,0.08,0,0,19.7,0,0,2017-2018_ashleywestwood
0,0,,0,0,,,,0,0,2017-2018_charlietaylor
33,8,24.2,2.98,0.72,0.12,0.5,12.8,0,0,2017-2018_samvokes
0,0,,0,0,,,,0,0,2017-2018_tomheaton
4,0,0,1.58,0,0,,22.3,0,0,2017-2018_georges-kevinnkoudou
3,1,33.3,4.91,1.64,0,0,16.2,0,0,2017-2018_nahkiwells
1,0,0,2.31,0,0,,8.7,0,0,2017-2018_jonathanwalters
,0,,,0,,,,0,0,2017-2018_aidenoneill
1,0,0,0.03,0,0,,13.5,0,0,2017-2018_jordanpickford
23,7,30.4,0.75,0.23,0.09,0.29,25.3,0,0,2017-2018_idrissaganagueye
15,1,6.7,0.53,0.04,0,0,11.5,0,0,2017-2018_michaelkeane
39,11,28.2,1.55,0.44,0.18,0.64,25,3,6,2017-2018_waynerooney
39,12,30.8,1.55,0.48,0.1,0.33,20.3,0,0,2017-2018_gylfisigursson
5,0,0,0.21,0,0,,14.9,0,0,2017-2018_morganschneiderlin
7,2,28.6,0.31,0.09,0,0,12.7,0,0,2017-2018_philjagielka
5,2,40,0.24,0.09,0,0,24.7,2,2,2017-2018_leightonbaines
21,3,14.3,0.99,0.14,0.1,0.67,21.8,0,0,2017-2018_tomdavies
13,3,23.1,0.64,0.15,0.08,0.33,11.8,0,0,2017-2018_ashleywilliams
2,1,50,0.1,0.05,0,0,17.8,0,0,2017-2018_cucomartina
43,16,37.2,2.06,0.77,0.09,0.25,14.7,0,0,2017-2018_dominiccalvert-lewin
3,1,33.3,0.17,0.06,0,0,17.9,0,0,2017-2018_jonjoekenny
6,1,16.7,0.46,0.08,0,0,11.5,0,0,2017-2018_masonholgate
19,8,42.1,1.48,0.62,0.16,0.38,14.6,0,0,2017-2018_theowalcott
5,2,40,0.43,0.17,0,0,9.7,0,0,2017-2018_seamuscoleman
19,8,42.1,1.73,0.73,0.26,0.63,13.3,0,0,2017-2018_cenktosun
19,7,36.8,2.01,0.74,0.05,0.14,16.8,0,0,2017-2018_yannickbolasie
37,18,48.6,3.06,1.49,0.22,0.44,13,0,0,2017-2018_oumarniasse
4,1,25,0.45,0.11,0,0,15.9,0,0,2017-2018_aaronlennon
5,1,20,0.78,0.16,0,0,17.6,0,0,2017-2018_nikolavlasic
9,1,11.1,2.91,0.32,0,0,18.8,0,0,2017-2018_sandroramirez
2,2,100,0.72,0.72,0,0,25,0,0,2017-2018_davyklaassen
1,0,0,0.44,0,0,,17.5,0,0,2017-2018_jamesmccarthy
4,2,50,2.61,1.3,0,0,23,0,0,2017-2018_kevinmirallas
1,0,0,0.67,0,0,,14.9,0,0,2017-2018_eliaquimmangala
0,0,,0,0,,,,0,0,2017-2018_benibaningime
3,0,0,1.7,0,0,,20.2,0,0,2017-2018_ademolalookman
1,0,0,0.74,0,0,,16.9,0,0,2017-2018_ramirofunesmori
0,0,,0,0,,,,0,0,2017-2018_muhamedbesic
30,8,26.7,0.79,0.21,0.07,0.25,12.3,0,0,2017-2018_harrymaguire
65,28,43.1,1.8,0.78,0.23,0.54,14.6,5,6,2017-2018_jamievardy
73,36,49.3,2.23,1.1,0.16,0.33,19.5,0,0,2017-2018_riyadmahrez
0,0,,0,0,,,,0,0,2017-2018_kasperschmeichel
41,6,14.6,1.27,0.19,0,0,22.6,0,0,2017-2018_wilfredndidi
13,2,15.4,0.42,0.06,0,0,10.2,0,0,2017-2018_wesmorgan
20,6,30,0.71,0.21,0.1,0.33,20.5,0,0,2017-2018_marcalbrighton
3,1,33.3,0.12,0.04,0,0,10.4,0,0,2017-2018_dannysimpson
11,0,0,0.52,0,0,,24.9,0,0,2017-2018_christianfuchs
6,1,16.7,0.29,0.05,0,0,24.8,0,0,2017-2018_benchilwell
36,9,25,1.91,0.48,0.08,0.33,20.7,0,0,2017-2018_demaraigray
14,4,28.6,0.89,0.26,0.21,0.75,12.1,0,0,2017-2018_vicenteiborra
28,14,50,1.9,0.95,0.21,0.43,11.9,0,0,2017-2018_shinjiokazaki
11,1,9.1,1,0.09,0,0,16.5,0,0,2017-2018_mattyjames
11,2,18.2,1.3,0.24,0,0,26.7,0,0,2017-2018_adriensilva
29,10,34.5,3.14,1.08,0.1,0.3,17.4,0,0,2017-2018_kelechiiheanacho
1,0,0,0.12,0,0,,8.6,0,0,2017-2018_aleksandardragovic
0,0,,0,0,,,,0,0,2017-2018_danielamartey
6,2,33.3,0.92,0.31,0,0,18.5,0,0,2017-2018_foussenidiabate
6,1,16.7,1.01,0.17,0.17,1,16,0,0,2017-2018_andyking
2,0,0,0.48,0,0,,30.6,0,0,2017-2018_hamzachoudhury
0,0,,0,0,,,,0,0,2017-2018_benhamer
7,4,57.1,2.53,1.45,0.14,0.25,13.7,0,0,2017-2018_islamslimani
0,0,,0,0,,,,0,0,2017-2018_eldinjakupovic
2,1,50,2,1,0,0,17.5,0,0,2017-2018_yohanbenalouane
1,1,100,4.09,4.09,0,0,7.8,0,0,2017-2018_leonardoulloa
1,0,0,9,0,0,,9.6,0,0,2017-2018_harveybarnes
12,8,66.7,0.37,0.25,0.25,0.38,12.2,0,0,2017-2018_jamaallascelles
59,16,27.1,1.89,0.51,0.05,0.19,22.9,0,0,2017-2018_mattritchie
6,0,0,0.19,0,0,,26.2,0,0,2017-2018_deandreyedlin
60,23,38.3,2.17,0.83,0.13,0.35,16.7,0,0,2017-2018_ayozeperez
42,9,21.4,1.67,0.36,0.02,0.11,26.7,0,0,2017-2018_jonjoshelvey
13,2,15.4,0.56,0.09,0,0,21,0,0,2017-2018_florianlejeune
20,6,30,0.88,0.26,0.1,0.33,21,0,0,2017-2018_mohameddiame
57,21,36.8,2.62,0.97,0.11,0.29,14.3,0,0,2017-2018_dwightgayle
2,0,0,0.1,0,0,,11.6,0,0,2017-2018_javiermanquillo
35,12,34.3,1.77,0.61,0.06,0.17,17.4,0,0,2017-2018_christianatsu
11,3,27.3,0.57,0.15,0.18,0.67,8.7,0,0,2017-2018_ciaranclark
46,16,34.8,2.42,0.84,0.09,0.25,15.9,0,1,2017-2018_joselu
4,0,0,0.22,0,0,,14.2,0,0,2017-2018_pauldummett
0,0,,0,0,,,,0,0,2017-2018_robelliot
14,9,64.3,0.92,0.59,0.07,0.11,22.1,0,0,2017-2018_isaachayden
16,6,37.5,1.07,0.4,0.06,0.17,25.5,0,0,2017-2018_mikelmerino
22,7,31.8,1.72,0.55,0.05,0.14,22.3,0,0,2017-2018_jacobmurphy
23,5,21.7,2.02,0.44,0.09,0.4,21.6,0,0,2017-2018_kenedy
0,0,,0,0,,,,0,0,2017-2018_martindubravka
0,0,,0,0,,,,0,0,2017-2018_karldarlow
0,0,,0,0,,,,0,0,2017-2018_chancelmbemba
2,0,0,1.29,0,0,,19.9,0,0,2017-2018_rolandoaarons
0,0,,0,0,,,,0,0,2017-2018_islamslimani
1,0,0,0.92,0,0,,19.6,0,0,2017-2018_jesusgamez
1,1,100,1.08,1.08,1,1,29.5,0,0,2017-2018_henrisaivet
4,2,50,3.79,1.89,0.25,0.5,9.6,0,0,2017-2018_aleksandarmitrovic
0,0,,0,0,,,,0,0,2017-2018_massadiohaidara
62,14,22.6,1.79,0.4,0.03,0.14,22.3,0,0,2017-2018_androstownsend
34,9,26.5,0.99,0.26,0.09,0.33,25.1,7,8,2017-2018_lukamilivojevic
64,26,40.6,2.26,0.92,0.14,0.35,15,0,0,2017-2018_wilfriedzaha
38,11,28.9,1.44,0.42,0,0,24.6,0,0,2017-2018_yohancabaye
30,10,33.3,1.11,0.37,0.17,0.5,12.9,0,0,2017-2018_jamesmcarthur
0,0,,0,0,,,,0,0,2017-2018_waynehennessey
23,8,34.8,0.87,0.3,0.13,0.38,12.6,0,0,2017-2018_jamestomkins
33,11,33.3,1.36,0.45,0.15,0.45,23.4,0,0,2017-2018_patrickvanaanholt
58,17,29.3,2.33,0.68,0.03,0.12,12.5,1,2,2017-2018_christianbenteke
32,7,21.9,1.54,0.34,0.06,0.29,16.4,0,0,2017-2018_rubenloftus-cheek
15,2,13.3,0.77,0.1,0,0,18.1,0,0,2017-2018_jeffreyschlupp
5,1,20,0.28,0.06,0,0,16.4,0,0,2017-2018_joelward
3,1,33.3,0.17,0.06,0.33,1,5.4,0,0,2017-2018_mamadousakho
8,0,0,0.45,0,0,,26.9,0,0,2017-2018_timothyfosu-mensah
19,4,21.1,1.19,0.25,0.05,0.25,10.2,0,0,2017-2018_scottdann
5,2,40,0.38,0.15,0,0,12.1,0,0,2017-2018_martinkelly
0,0,,0,0,,,,0,0,2017-2018_juliansperoni
0,0,,0,0,,,,0,0,2017-2018_aaronwan-bissaka
10,2,20,1.4,0.28,0,0,19,0,0,2017-2018_jasonpuncheon
17,6,35.3,3.2,1.13,0.18,0.5,15.5,0,0,2017-2018_bakarysako
1,0,0,0.2,0,0,,17.2,0,0,2017-2018_jairoriedewald
7,3,42.9,1.75,0.75,0,0,17.3,0,0,2017-2018_alexandersrloth
1,0,0,0.67,0,0,,12,0,0,2017-2018_leechung-yong
0,0,,0,0,,,,0,0,2017-2018_damiendelaney
1,0,0,3.46,0,0,,11.7,0,0,2017-2018_levilumeka
0,0,,0,0,,,,0,0,2017-2018_freddieladapo
0,0,,0,0,,,,0,0,2017-2018_sullaykaikai
0,0,,0,0,,,,0,0,2017-2018_papesouare
0,0,,0,0,,,,0,0,2017-2018_asmirbegovic
18,8,44.4,0.48,0.21,0.11,0.25,11.2,0,0,2017-2018_nathanake
20,6,30,0.6,0.18,0.05,0.17,24.8,0,0,2017-2018_charliedaniels
22,6,27.3,0.72,0.2,0.09,0.33,12.5,0,0,2017-2018_stevecook
13,1,7.7,0.43,0.03,0,0,19.7,0,0,2017-2018_simonfrancis
49,19,38.8,1.8,0.7,0.12,0.32,15.9,2,2,2017-2018_joshuaking
18,2,11.1,0.72,0.08,0,0,27.3,0,0,2017-2018_lewiscook
30,12,40,1.35,0.54,0.17,0.42,20.5,0,0,2017-2018_ryanfraser
53,19,35.8,2.41,0.86,0.15,0.42,13.6,0,0,2017-2018_callumwilson
13,3,23.1,0.56,0.13,0.08,0.33,21.3,0,0,2017-2018_adamsmith
54,16,29.6,2.44,0.72,0.04,0.13,21.8,0,0,2017-2018_jordonibe
22,8,36.4,1.02,0.37,0.09,0.25,16.3,0,0,2017-2018_dangosling
18,6,33.3,0.87,0.29,0.11,0.33,24.1,0,0,2017-2018_andrewsurman
44,19,43.2,3.08,1.33,0.09,0.21,21.7,1,1,2017-2018_juniorstanislas
27,15,55.6,2.23,1.24,0.15,0.27,11.5,0,0,2017-2018_jermaindefoe
19,4,21.1,1.74,0.37,0,0,17.3,0,0,2017-2018_marcpugh
11,1,9.1,1.03,0.09,0.09,1,26.1,0,0,2017-2018_harryarter
8,3,37.5,1.18,0.44,0,0,8.6,0,0,2017-2018_benikafobe
22,5,22.7,3.32,0.76,0.09,0.4,18.8,0,0,2017-2018_lysmousset
1,0,0,0.45,0,0,,35.7,0,0,2017-2018_tyronemings
0,0,,0,0,,,,0,0,2017-2018_jacksimpson
0,0,,0,0,,,,0,0,2017-2018_emersonhyndman
6,1,16.7,0.16,0.03,0,0,14.2,0,0,2017-2018_pablozabaleta
21,6,28.6,0.62,0.18,0.05,0.17,28.7,0,0,2017-2018_aaroncresswell
8,2,25,0.25,0.06,0.13,0.5,13.1,0,0,2017-2018_angeloogbonna
23,4,17.4,0.74,0.13,0.09,0.5,14.2,0,0,2017-2018_cheikhoukouyate
13,4,30.8,0.49,0.15,0.15,0.5,26.1,2,2,2017-2018_marknoble
71,33,46.5,2.76,1.28,0.15,0.33,14.5,0,0,2017-2018_markoarnautovic
43,16,37.2,1.9,0.71,0.12,0.31,21,0,1,2017-2018_manuellanzini
9,3,33.3,0.43,0.14,0,0,27.3,0,0,2017-2018_arthurmasuaku
0,0,,0,0,,,,0,0,2017-2018_adrian
0,0,,0,0,,,,0,0,2017-2018_joehart
13,5,38.5,0.75,0.29,0.15,0.4,27.3,0,0,2017-2018_pedroobiang
5,0,0,0.31,0,0,,13.2,0,0,2017-2018_winstonreid
29,16,55.2,1.69,0.93,0.28,0.5,13.6,0,0,2017-2018_javierhernandez
34,15,44.1,2.26,1,0.09,0.2,21.9,0,0,2017-2018_michailantonio
5,0,0,0.31,0,0,,21.1,0,0,2017-2018_declanrice
4,1,25,0.34,0.09,0.25,1,9.9,0,0,2017-2018_jamescollins
16,4,25,1.41,0.35,0.13,0.5,17.9,0,0,2017-2018_joaomario
12,4,33.3,1.21,0.4,0.25,0.75,13.6,0,1,2017-2018_andreayew
7,1,14.3,0.75,0.11,0,0,22.6,0,0,2017-2018_edimilsonfernandes
8,1,12.5,1.05,0.13,0,0,15.3,0,0,2017-2018_josefonte
28,8,28.6,3.36,0.96,0.11,0.38,16.4,0,0,2017-2018_andycarroll
0,0,,0,0,,,,0,0,2017-2018_patriceevra
4,0,0,1.45,0,0,,15.3,0,0,2017-2018_sambyram
9,3,33.3,2.65,0.88,0.22,0.67,10.1,0,0,2017-2018_diafrasakho
0,0,,0,0,,,,0,0,2017-2018_jordanhugill
0,0,,0,0,,,,0,0,2017-2018_joshcullen
0,0,,0,0,,,,0,0,2017-2018_reeceoxford
47,17,36.2,1.27,0.46,0.15,0.41,20.7,0,0,2017-2018_abdoulayedoucoure
95,22,23.2,3.03,0.7,0.05,0.23,15.1,0,0,2017-2018_richarlison
10,5,50,0.39,0.19,0.2,0.4,10.7,0,0,2017-2018_christiankabasele
17,3,17.6,0.64,0.11,0,0,25.9,0,0,2017-2018_joseholebas
10,2,20,0.41,0.08,0,0,13.2,0,0,2017-2018_adrianmariappa
0,0,,0,0,,,,0,0,2017-2018_heurelhogomes
15,3,20,0.71,0.14,0.07,0.33,21.5,0,1,2017-2018_tomcleverley
24,10,41.7,1.19,0.49,0.13,0.3,20.3,0,0,2017-2018_daryljanmaat
31,10,32.3,1.51,0.49,0.06,0.2,17.1,3,5,2017-2018_troydeeney
9,3,33.3,0.47,0.16,0.11,0.33,20.7,0,0,2017-2018_kikofemenia
33,13,39.4,1.83,0.72,0.15,0.38,17,0,0,2017-2018_robertopereyra
23,3,13,1.34,0.18,0.04,0.33,28.1,0,0,2017-2018_etiennecapoue
8,1,12.5,0.46,0.06,0,0,11.8,0,0,2017-2018_sebastianprodl
24,3,12.5,1.4,0.18,0.04,0.33,17.8,0,0,2017-2018_andrecarrillo
34,13,38.2,2.04,0.78,0.15,0.38,12.3,0,0,2017-2018_andregray
0,0,,0,0,,,,0,0,2017-2018_orestiskarnezis
0,0,,0,0,,,,0,0,2017-2018_marvinzeegelaar
12,4,33.3,1.09,0.36,0.17,0.5,21,0,0,2017-2018_willhughes
4,2,50,0.45,0.23,0.25,0.5,17.4,0,0,2017-2018_miguelbritos
1,0,0,0.2,0,0,,32.9,0,0,2017-2018_benwatson
2,1,50,0.34,0.17,0,0,10.1,0,0,2017-2018_craigcathcart
12,4,33.3,2.42,0.81,0,0,22.5,0,0,2017-2018_nathanielchalobah
3,1,33.3,0.62,0.21,0.33,1,7.6,0,0,2017-2018_mollawague
8,4,50,1.66,0.83,0.13,0.25,20.1,0,0,2017-2018_gerarddeulofeu
10,2,20,1.99,0.4,0.1,0.5,12.6,0,0,2017-2018_stefanookaka
1,0,0,0.45,0,0,,12.6,0,0,2017-2018_nordinamrabat
0,0,,0,0,,,,0,0,2017-2018_youneskaboul
0,0,,0,0,,,,0,0,2017-2018_jeromesinclair
1,0,0,5.63,0,0,,29.6,0,0,2017-2018_dodilukebakio
27,8,29.6,0.71,0.21,0.04,0.13,11.5,0,0,2017-2018_lewisdunk
0,0,,0,0,,,,0,0,2017-2018_mathewryan
28,4,14.3,0.77,0.11,0,0,10,0,0,2017-2018_shaneduffy
19,2,10.5,0.53,0.06,0,0,23,0,0,2017-2018_dalestephens
36,5,13.9,1.04,0.14,0,0,22.2,0,0,2017-2018_davypropper
43,19,44.2,1.32,0.58,0.14,0.32,21.5,1,1,2017-2018_pascalgro
46,12,26.1,1.71,0.45,0.07,0.25,19,0,0,2017-2018_anthonyknockaert
4,1,25,0.16,0.04,0,0,29.3,0,0,2017-2018_gaetanbong
47,19,40.4,1.93,0.78,0.17,0.42,14.6,4,6,2017-2018_glennmurray
2,1,50,0.09,0.04,0,0,20.8,0,0,2017-2018_bruno
52,16,30.8,2.36,0.73,0.1,0.31,19.5,0,0,2017-2018_joseizquierdo
28,9,32.1,1.36,0.44,0.04,0.11,23.8,0,0,2017-2018_sollymarch
6,2,33.3,0.41,0.14,0,0,21.5,0,0,2017-2018_ezequielschelotto
3,0,0,0.23,0,0,,29.3,0,0,2017-2018_markussuttner
17,7,41.2,1.8,0.74,0.12,0.29,14.8,0,0,2017-2018_tomerhemed
4,1,25,0.48,0.12,0,0,16.2,0,0,2017-2018_beramkayal
1,1,100,0.29,0.29,0,0,18.1,0,0,2017-2018_izzybrown
6,1,16.7,2.41,0.4,0.17,1,18.1,0,0,2017-2018_jurgenlocadia
2,1,50,0.67,0.34,0.5,1,6.9,0,0,2017-2018_leonardoulloa
3,1,33.3,1.35,0.45,0,0,7.2,0,0,2017-2018_connorgoldson
1,0,0,0.54,0,0,,16.9,0,0,2017-2018_jamiemurphy
2,0,0,1.1,0,0,,22.4,0,0,2017-2018_liamrosenior
0,0,,0,0,,,,0,0,2017-2018_sambaldock
0,0,,0,0,,,,0,0,2017-2018_uwehunemeier
13,3,23.1,0.34,0.08,0,0,13,0,0,2017-2018_mathiasjrgensen
0,0,,0,0,,,,0,0,2017-2018_jonaslossl
10,0,0,0.28,0,0,,8.7,0,0,2017-2018_christopherschindler
28,6,21.4,0.82,0.18,0.11,0.5,23.2,1,1,2017-2018_aaronmooy
12,2,16.7,0.45,0.08,0,0,24,0,0,2017-2018_jonathanhogg
70,20,28.6,2.57,0.73,0.03,0.1,18.7,0,0,2017-2018_tomince
42,14,33.3,1.77,0.59,0.05,0.14,21.6,1,1,2017-2018_rajivvanlaparra
8,2,25,0.38,0.09,0,0,26.6,0,0,2017-2018_tommysmith
49,22,44.9,2.38,1.07,0.14,0.32,14.2,0,0,2017-2018_stevemounie
8,2,25,0.43,0.11,0,0,25.4,0,0,2017-2018_florenthadergjonaj
8,2,25,0.45,0.11,0,0,25.3,0,0,2017-2018_chrislowe
25,12,48,1.24,0.59,0.24,0.5,13.5,0,0,2017-2018_laurentdepoitre
12,5,41.7,0.81,0.34,0.08,0.2,11.1,0,0,2017-2018_eliaskachunga
16,2,12.5,1.13,0.14,0,0,15.8,0,0,2017-2018_collinquaner
8,2,25,0.64,0.16,0,0,20.8,0,0,2017-2018_scottmalone
20,4,20,1.8,0.36,0.05,0.25,21.7,0,0,2017-2018_alexpritchard
12,2,16.7,0.96,0.16,0,0,24.8,0,0,2017-2018_dannywilliams
2,0,0,0.17,0,0,,15,0,0,2017-2018_terencekongolo
7,2,28.6,0.82,0.24,0,0,29.6,0,0,2017-2018_philipbilling
3,3,100,1.22,1.22,0.33,0.33,20,0,0,2017-2018_joelolley
5,0,0,2.05,0,0,,15.9,0,0,2017-2018_abdelhamidsabiri
0,0,,0,0,,,,0,0,2017-2018_martincranie
2,1,50,1.06,0.53,0,0,22.1,0,0,2017-2018_kaseypalmer
0,0,,0,0,,,,0,0,2017-2018_deanwhitehead
0,0,,0,0,,,,0,0,2017-2018_michaelhefele
20,2,10,0.57,0.06,0,0,19.5,0,0,2017-2018_ryanbertrand
