Touches,TouchesDef Pen,TouchesDef 3rd,TouchesMid 3rd,TouchesAtt 3rd,TouchesAtt Pen,TouchesLive,DribblesAtt,DribbleSucc,DribbleSucc%,DribbleTkld,Carries,TotDist,ProgressivegDist,ProgressiveCarries,ProgressiveFinalThird,CarriesPenArea,Miscontrolled,Dispossed,Recievd ,ProgressiveReceive,Key
1159,37,233,474,479,36,1159,80,53,66.3,27,632,5111,2846,96,60,9,48,33,660,108,2018-2019_cristianansaldi
1497,63,382,699,444,35,1497,61,30,49.2,31,658,4369,2412,62,56,6,35,23,761,96,2018-2019_olaaina
1217,96,510,682,29,3,1217,3,2,66.7,1,619,3097,2020,16,5,0,5,4,783,3,2018-2019_emilianomoretti
1137,2,64,513,574,93,1137,41,18,43.9,23,739,5085,2162,76,51,28,46,36,871,168,2018-2019_iagofalque
787,104,388,375,29,1,787,15,15,100,0,402,2001,872,8,11,1,11,7,397,1,2018-2019_koffidjidji
980,11,123,419,454,50,980,66,33,50,33,575,3939,2000,63,54,15,52,51,669,166,2018-2019_alexberenguer
473,9,33,190,259,87,473,4,2,50,2,264,1125,405,17,9,11,52,28,357,108,2018-2019_simonezaza
579,18,97,320,173,11,579,12,8,66.7,4,314,2245,1075,27,22,4,18,18,368,32,2018-2019_sasalukic
284,2,21,128,139,12,284,10,10,100,0,167,1181,526,14,15,1,9,9,200,47,2018-2019_robertosoriano
211,3,34,87,100,8,211,22,8,36.4,14,120,1374,673,25,19,3,22,9,127,37,2018-2019_vittorioparigini
91,86,91,0,0,0,91,0,0,,0,48,302,201,0,0,0,0,0,29,0,2018-2019_salvadorichazo
130,13,57,70,3,2,130,1,1,100,0,63,377,200,1,1,0,1,0,76,0,2018-2019_gleisonbremer
40,10,24,16,1,0,40,1,1,100,0,19,157,89,1,1,0,2,0,14,0,2018-2019_lyanco
44,1,3,16,25,2,44,4,0,0,4,27,155,64,3,2,1,4,2,32,4,2018-2019_simoneedera
26,0,1,7,18,2,26,0,0,,0,11,92,63,2,2,0,0,0,23,5,2018-2019_ademljajic
5,0,0,4,1,0,5,1,1,100,0,3,10,1,0,0,0,0,0,4,0,2018-2019_vitaliedamascan
0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2018-2019_vincenzomillico
2178,257,1019,1060,112,28,2178,11,9,81.8,2,1191,7946,4406,39,26,2,20,8,1306,17,2018-2019_francescoacerbi
1165,960,1139,28,0,0,1165,1,1,100,0,596,3000,2239,0,1,1,1,0,498,0,2018-2019_thomasstrakosha
2046,73,420,885,775,73,2046,82,41,50,41,1101,7860,4278,131,86,22,56,31,1256,241,2018-2019_senadlulic
1321,8,85,442,814,209,1317,81,31,38.3,50,878,5582,2729,103,68,47,85,36,1067,335,2018-2019_ciroimmobile
1844,61,270,978,625,98,1844,64,34,53.1,30,1102,5775,2821,59,56,7,64,46,1407,161,2018-2019_sergejmilinkovic-savic
1459,54,293,707,470,94,1459,8,3,37.5,5,607,2338,1203,29,23,3,35,20,846,115,2018-2019_marcoparolo
1561,93,514,852,209,16,1561,8,7,87.5,1,829,4770,3112,44,33,3,21,13,963,29,2018-2019_stefanradu
1747,11,137,817,821,51,1746,41,24,58.5,17,1056,6301,3855,100,112,13,48,43,1212,132,2018-2019_luisalberto
1204,43,270,500,443,47,1204,49,22,44.9,27,625,3579,2061,67,52,12,24,21,706,141,2018-2019_adammarusic
1681,68,397,1065,234,14,1681,14,9,64.3,5,923,4028,1965,18,20,1,8,23,1068,15,2018-2019_lucasleiva
1178,14,66,472,660,129,1178,123,70,56.9,53,806,5955,3237,128,81,53,57,26,973,198,2018-2019_joaquincorrea
491,11,31,209,256,75,490,20,16,80,4,297,1287,650,21,9,12,29,23,405,93,2018-2019_felipecaicedo
865,101,388,428,56,9,865,5,3,60,2,490,3350,1808,12,11,0,8,4,553,7,2018-2019_luizfelipe
888,79,346,508,38,9,888,6,3,50,3,534,2854,1568,7,3,0,8,2,567,3,2018-2019_wallace
1034,26,201,666,180,4,1034,37,29,78.4,8,552,2441,1216,19,13,3,10,9,703,12,2018-2019_milanbadelj
839,41,248,397,196,24,839,7,2,28.6,5,477,2426,1314,25,19,5,10,5,584,67,2018-2019_patric
680,67,292,325,68,11,680,12,10,83.3,2,418,2562,1533,24,13,1,7,4,446,8,2018-2019_bastos
481,16,96,204,186,17,481,21,13,61.9,8,261,1754,862,36,20,5,6,6,298,57,2018-2019_romulo
441,11,87,220,139,9,441,7,6,85.7,1,217,1177,579,13,8,1,7,2,273,15,2018-2019_danilocataldi
186,19,56,105,25,3,186,1,0,0,1,114,483,271,1,2,0,2,0,117,10,2018-2019_martincaceres
190,10,39,66,87,13,190,1,1,100,0,100,617,389,16,6,7,6,0,121,25,2018-2019_rizadurmisi
72,67,72,0,0,0,72,0,0,,0,28,120,80,0,0,0,0,0,28,0,2018-2019_silvioproto
178,2,26,110,45,1,178,1,1,100,0,82,439,212,6,3,0,6,2,120,9,2018-2019_valonberisha
131,5,23,54,58,3,131,6,4,66.7,2,74,446,261,10,8,2,2,1,82,15,2018-2019_jordanlukaku
37,31,35,2,0,0,37,0,0,,0,18,100,66,0,0,0,0,0,15,0,2018-2019_guidoguerrieri
57,2,14,26,17,2,57,5,5,100,0,31,175,71,3,5,0,3,3,38,8,2018-2019_brunojordao
29,0,2,12,15,1,29,1,0,0,1,27,186,95,1,6,0,1,3,27,8,2018-2019_pedroneto
27,1,9,14,4,0,27,0,0,,0,14,111,98,0,1,0,0,1,18,0,2018-2019_nicoloarmini
7,0,0,1,6,0,7,0,0,,0,4,16,2,0,0,0,1,0,6,1,2018-2019_luancapanni
10,0,1,8,1,0,10,0,0,,0,3,10,7,0,0,0,1,0,9,0,2018-2019_alessandromurgia
1298,21,92,533,683,177,1288,36,19,52.8,17,770,3224,761,24,17,11,91,50,976,298,2018-2019_fabioquagliarella
1253,1153,1247,6,0,0,1253,0,0,,0,621,2902,1941,0,0,0,2,0,480,0,2018-2019_emilaudero
2359,125,713,1218,451,21,2359,32,16,50,16,1259,6134,3703,66,49,5,21,25,1398,113,2018-2019_nicolamurru
2183,62,372,1142,692,67,2183,63,38,60.3,25,1244,6168,3026,70,56,9,42,49,1569,189,2018-2019_dennispraet
2328,277,1033,1260,52,17,2328,16,15,93.8,1,1363,8170,5150,25,12,1,10,6,1585,3,2018-2019_joachimandersen
1978,108,450,1310,242,14,1978,42,35,83.3,7,1067,5945,2947,39,51,3,27,31,1345,25,2018-2019_albinekdal
1597,33,269,888,464,46,1597,42,19,45.2,23,933,4733,2962,76,56,8,60,34,1137,113,2018-2019_karollinetty
1041,11,85,414,551,89,1041,53,28,52.8,25,704,3637,1433,44,40,15,59,51,813,246,2018-2019_gregoiredefrel
1805,82,490,916,412,13,1805,37,23,62.2,14,958,4533,2521,51,30,1,20,19,1152,97,2018-2019_bartoszbereszynski
1308,176,660,628,32,18,1308,5,5,100,0,766,3786,2033,4,5,1,5,4,837,3,2018-2019_omarcolley
1097,35,150,508,446,45,1097,27,18,66.7,9,623,2916,1131,24,27,7,36,49,798,96,2018-2019_gastonramirez
1400,143,567,806,36,12,1400,6,6,100,0,842,4207,2985,7,4,0,6,13,972,1,2018-2019_lorenzotonelli
1329,66,333,691,320,11,1329,16,9,56.3,7,745,3876,2211,54,34,5,16,12,860,66,2018-2019_jacoposala
594,1,34,251,316,45,594,32,18,56.3,14,411,2381,1066,37,34,12,41,29,466,110,2018-2019_gianlucacaprari
591,13,53,270,278,43,591,25,15,60,10,403,2369,1334,36,29,9,31,40,501,82,2018-2019_riccardosaponara
596,12,97,337,163,15,596,6,1,16.7,5,275,899,406,4,8,0,12,6,431,36,2018-2019_edgarbarreto
396,7,26,151,225,41,396,11,6,54.5,5,224,1181,404,17,12,6,20,13,314,70,2018-2019_manologabbiadini
656,18,102,326,233,23,656,5,1,20,4,369,1964,1202,32,25,4,8,5,475,80,2018-2019_jakubjankto
,,,,,,,,,,,,,,,,,,,,,2018-2019_ronaldovieira
385,39,154,212,21,6,385,1,0,0,1,207,954,531,0,3,0,8,1,242,3,2018-2019_alexferrari
209,5,35,126,48,0,209,3,3,100,0,137,787,524,9,8,0,0,5,160,9,2018-2019_juniortavares
61,60,61,0,0,0,61,0,0,,0,30,103,71,0,0,0,0,0,29,0,2018-2019_rafaelcabral
112,0,4,45,65,9,110,10,4,40,6,64,394,154,5,4,3,6,9,86,28,2018-2019_dawidkownacki
34,0,2,13,19,1,34,3,1,33.3,2,29,202,74,2,2,0,3,3,30,9,2018-2019_marcosau
1212,1112,1209,3,0,0,1212,0,0,,0,574,3527,2809,0,1,1,0,0,378,0,2018-2019_ukaszskorupski
1834,271,931,872,40,22,1834,4,3,75,1,916,5283,3295,18,3,2,5,1,997,6,2018-2019_danilolarangeira
1896,95,401,1097,428,12,1891,16,12,75,4,849,3984,2043,16,30,3,34,20,993,19,2018-2019_erickpulgar
1125,17,87,451,616,143,1125,89,49,55.1,40,831,6081,2686,113,62,36,72,57,898,265,2018-2019_rodrigopalacio
792,33,76,336,382,126,792,11,3,27.3,8,376,1560,367,16,8,9,44,26,613,137,2018-2019_federicosantander
1244,59,320,532,415,23,1244,68,32,47.1,36,656,5370,3081,96,75,11,35,23,673,90,2018-2019_mitchelldijks
1007,17,210,548,259,37,1007,20,10,50,10,586,2498,1164,28,19,7,30,22,629,37,2018-2019_andreapoli
1232,88,437,596,210,16,1232,9,4,44.4,5,530,2626,1328,13,15,0,19,11,599,20,2018-2019_ibrahimambaye
926,12,148,519,287,28,926,45,27,60,18,531,3198,2013,55,54,6,23,19,591,69,2018-2019_blerimdzemaili
1063,23,154,453,470,68,1063,72,31,43.1,41,601,3652,1726,52,34,15,58,24,706,152,2018-2019_riccardoorsolini
960,108,458,474,39,15,960,5,4,80,1,430,2327,1281,10,3,0,6,5,542,4,2018-2019_filiphelander
777,12,88,380,318,47,777,21,18,85.7,3,491,3073,1413,44,38,7,29,23,579,93,2018-2019_robertosoriano
889,71,364,421,110,3,889,17,9,52.9,8,420,2003,1033,13,12,1,9,8,481,11,2018-2019_arturocalabresi
805,47,195,357,262,13,805,30,9,30,21,410,3021,1566,50,29,5,28,10,457,75,2018-2019_federicomattiello
484,14,106,224,158,18,484,19,9,47.4,10,246,1220,511,9,13,0,24,16,292,35,2018-2019_mattiassvanberg
548,4,46,219,293,47,548,31,12,38.7,19,374,2423,1177,40,23,19,35,27,410,108,2018-2019_nicolasansone
711,100,383,314,26,8,711,16,9,56.3,7,350,2314,1359,11,8,0,8,5,335,1,2018-2019_lyanco
707,25,171,318,222,19,707,7,3,42.9,4,365,2284,1317,34,23,8,16,6,445,62,2018-2019_ladislavkrejci
635,24,180,379,84,2,635,10,4,40,6,299,1649,775,10,11,0,14,7,366,11,2018-2019_adamnagy
437,49,206,221,14,7,437,0,0,,0,198,1171,776,6,2,0,3,3,214,2,2018-2019_giancarlogonzalez
242,3,19,119,109,27,242,18,8,44.4,10,176,808,277,8,7,6,27,31,192,55,2018-2019_diegofalcinelli
292,34,147,136,11,2,292,1,0,0,1,157,882,611,10,3,0,0,0,183,1,2018-2019_sebastiendemaio
143,5,18,73,55,20,143,5,1,20,4,83,320,118,5,4,1,16,9,102,27,2018-2019_mattiadestro
118,1,21,46,53,10,118,14,7,50,7,60,394,243,5,7,1,6,4,77,11,2018-2019_simoneedera
78,0,7,30,44,8,78,7,3,42.9,4,45,551,245,9,9,4,13,2,56,18,2018-2019_orjiokwonkwo
77,8,20,47,12,0,77,5,5,100,0,43,261,149,4,4,0,2,0,48,3,2018-2019_godfreddonsah
54,3,34,21,0,0,54,1,1,100,0,27,93,61,0,0,0,0,0,38,0,2018-2019_nehuenpaz
16,0,1,6,9,0,16,1,0,0,1,9,66,12,0,2,0,1,1,13,0,2018-2019_juanmanuelvalencia
5,0,3,2,0,0,5,0,0,,0,5,13,9,0,0,0,0,0,5,0,2018-2019_gabrielecorbo
1280,1080,1274,6,0,0,1280,0,0,,0,621,3411,2194,0,0,0,2,0,476,0,2018-2019_andreaconsigli
2052,116,552,944,583,63,2052,71,41,57.7,30,1102,7001,4369,120,69,20,31,28,1268,202,2018-2019_pollirola
1753,28,193,667,923,97,1752,94,46,48.9,48,1120,6933,3446,106,85,31,78,51,1278,310,2018-2019_domenicoberardi
2176,189,959,1136,96,28,2176,5,4,80,1,1314,7045,4672,35,16,0,14,5,1524,12,2018-2019_gianmarcoferrari
2078,106,668,918,512,32,2078,41,20,48.8,21,1107,5973,2994,76,42,12,38,21,1226,125,2018-2019_rogerio
1683,30,270,972,461,19,1683,35,19,54.3,16,1055,5272,2772,35,52,3,33,27,1214,73,2018-2019_stefanosensi
1369,45,255,726,407,40,1369,52,33,63.5,19,750,3398,1558,24,36,4,45,37,910,70,2018-2019_mehdibourabia
1491,81,389,946,165,0,1491,11,7,63.6,4,801,3250,1451,12,12,0,10,6,1047,13,2018-2019_francescomagnanelli
1040,26,196,582,278,26,1040,34,19,55.9,15,620,3161,1623,45,32,9,25,31,765,59,2018-2019_alfredduncan
1467,58,286,805,390,35,1467,30,21,70,9,875,3510,1736,36,32,5,41,25,1074,80,2018-2019_manuellocatelli
1222,89,505,654,67,7,1222,6,4,66.7,2,702,3645,2165,8,10,0,7,2,892,9,2018-2019_marlon
1057,151,558,494,8,4,1057,0,0,,0,641,3827,2396,11,2,0,3,3,746,0,2018-2019_giangiacomomagnani
514,29,47,219,256,74,512,21,10,47.6,11,316,1401,514,15,14,11,64,28,368,97,2018-2019_khoumababacar
711,6,85,341,301,30,711,46,19,41.3,27,475,3004,1383,36,36,9,25,41,556,76,2018-2019_filipuricic
679,6,87,286,325,60,679,124,82,66.1,42,533,4548,2469,79,47,34,37,24,536,105,2018-2019_jeremieboga
980,73,449,505,34,2,980,5,5,100,0,606,3395,2068,10,7,1,2,1,670,9,2018-2019_federicopeluso
870,101,419,428,28,13,870,5,4,80,1,508,2865,1428,3,6,1,1,1,544,3,2018-2019_merihdemiral
506,6,91,187,234,46,506,22,13,59.1,9,336,2027,1090,38,25,11,26,19,380,106,2018-2019_federicodifrancesco
418,13,26,214,178,38,416,4,0,0,4,237,778,249,7,4,2,26,14,333,62,2018-2019_kevin-princeboateng
227,11,20,116,95,29,227,5,4,80,1,146,492,163,7,6,5,25,15,181,49,2018-2019_alessandromatri
147,5,29,62,59,8,147,14,6,42.9,8,71,399,168,6,4,4,12,6,79,19,2018-2019_claudadjapong
89,14,45,42,2,1,89,0,0,,0,52,264,132,0,0,0,3,2,49,0,2018-2019_mauriciolemos
79,72,79,0,0,0,79,0,0,,0,39,192,153,0,0,0,0,0,21,0,2018-2019_gianlucapegolo
90,1,21,43,27,5,90,4,1,25,3,62,403,211,8,2,1,3,1,74,15,2018-2019_enricobrignola
81,5,25,38,19,1,81,2,1,50,1,47,148,95,4,2,0,1,0,54,8,2018-2019_cristiandellorco
6,1,1,1,4,2,6,0,0,,0,4,20,2,0,0,1,1,0,3,2,2018-2019_jensodgaard
3,0,0,1,2,0,3,0,0,,0,3,34,4,0,0,0,0,0,3,0,2018-2019_leonardosernicola
3,0,1,1,1,1,3,0,0,,0,1,5,0,0,0,0,0,0,2,0,2018-2019_marcellotrotta
0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2018-2019_giacomoraspadori
1972,114,580,1026,389,25,1972,26,11,42.3,15,1148,6175,3681,68,49,6,30,26,1255,101,2018-2019_jensstrygerlarsen
2294,19,293,1211,844,51,2288,139,81,58.3,58,1569,12097,6533,186,144,21,87,65,1617,132,2018-2019_rodrigodepaul
1524,235,857,643,34,22,1524,2,2,100,0,744,4138,2121,3,5,1,12,6,805,6,2018-2019_williamtroost-ekong
1540,64,350,832,363,26,1540,12,4,33.3,8,691,2424,1210,18,18,2,24,14,837,62,2018-2019_rolandomandragora
1469,35,255,839,393,48,1469,75,54,72,21,1039,6518,2917,67,53,23,71,50,1063,116,2018-2019_sekofofana
956,845,953,3,0,0,956,0,0,,0,444,2996,2328,0,0,0,2,0,263,0,2018-2019_juanmusso
765,39,87,351,341,120,764,23,9,39.1,14,382,2343,1126,50,30,22,80,24,481,144,2018-2019_kevinlasagna
1130,40,164,526,475,101,1130,94,47,50,46,618,4108,2132,75,49,20,87,46,734,165,2018-2019_ignaciopussetto
1163,168,618,511,40,12,1163,4,2,50,2,591,2927,1687,10,7,0,8,2,649,5,2018-2019_bramnuytinck
1073,110,479,510,90,17,1073,12,8,66.7,4,495,2067,1201,24,16,2,17,5,565,27,2018-2019_samirsantos
674,42,202,420,59,7,674,10,5,50,5,280,1164,468,4,1,1,15,18,284,5,2018-2019_valonbehrami
892,38,238,429,247,35,892,50,32,64,19,458,3536,2170,74,41,16,32,15,467,78,2018-2019_marcodalessandro
614,109,330,245,44,17,614,6,4,66.7,2,244,1316,680,9,7,0,5,1,289,3,2018-2019_sebastiendemaio
592,29,167,282,145,13,592,9,4,44.4,5,304,1273,673,13,10,1,8,6,333,37,2018-2019_hiddeteravest
376,22,37,202,148,37,376,34,26,76.5,8,262,1638,758,27,16,6,40,43,306,55,2018-2019_stefanookaka
510,44,174,224,118,8,510,20,16,80,4,227,1167,648,15,17,3,12,6,232,27,2018-2019_marvinzeegelaar
472,45,235,224,15,3,472,4,4,100,0,283,1451,833,8,3,0,3,5,281,0,2018-2019_nicholasopoku
284,265,283,1,0,0,284,0,0,,0,128,765,525,0,0,0,1,0,87,0,2018-2019_simonescuffet
350,31,90,220,47,4,350,7,7,100,0,159,689,283,1,3,0,5,4,164,3,2018-2019_sandro
253,6,33,93,136,17,253,20,13,65,7,176,1613,995,37,18,10,22,9,177,46,2018-2019_darwinmachis
211,3,39,129,44,1,211,4,3,75,1,149,779,369,9,7,0,6,7,163,11,2018-2019_antoninbarak
142,8,14,74,55,24,141,4,3,75,1,90,413,127,4,2,3,17,13,112,25,2018-2019_ukaszteodorczyk
126,14,48,71,7,0,126,0,0,,0,81,485,279,3,3,0,4,0,90,1,2018-2019_benwilmot
88,9,31,42,15,0,88,1,1,100,0,35,224,130,4,3,0,2,1,35,4,2018-2019_giuseppepezzella
53,4,10,31,12,2,53,2,0,0,2,25,106,25,2,2,0,4,2,32,5,2018-2019_emmanuelagyemang-badu
76,7,28,41,7,0,76,1,0,0,1,32,106,39,1,1,0,2,2,36,1,2018-2019_emilhallfresson
59,5,16,27,16,0,59,4,1,25,3,29,128,56,1,1,0,4,0,28,8,2018-2019_svanteingelsson
65,4,33,28,4,3,65,0,0,,0,26,63,27,0,0,0,2,1,30,0,2018-2019_mollawague
11,1,1,3,7,3,11,0,0,,0,5,14,2,0,0,0,2,1,8,3,2018-2019_felipevizeu
28,1,6,14,10,0,28,1,0,0,1,17,88,30,0,0,0,0,2,18,2,2018-2019_andrijabalic
2,0,1,1,0,0,2,0,0,,0,0,0,0,0,0,0,1,0,0,0,2018-2019_petarmicin
1113,25,84,482,574,136,1107,68,30,44.1,36,825,5381,1877,84,48,37,82,87,921,202,2018-2019_andreapetagna
1812,64,351,721,776,65,1812,118,64,54.2,54,1201,10569,6455,239,140,42,60,42,1260,234,2018-2019_manuellazzari
1808,77,362,1089,393,16,1808,32,20,62.5,12,1051,6179,3276,71,75,1,29,25,1243,72,2018-2019_simonemissiroli
1940,95,564,773,633,52,1940,63,35,55.6,28,1026,7258,4110,101,71,10,52,39,1128,171,2018-2019_mohamedfares
1658,56,270,867,540,52,1658,35,24,68.6,11,1027,6065,3326,103,74,13,30,21,1214,111,2018-2019_jasminkurtic
1988,178,926,875,206,23,1988,12,4,33.3,8,1065,5883,3751,57,40,3,21,13,1156,28,2018-2019_thiagocionek
1494,144,684,735,84,23,1494,6,6,100,0,823,3446,2264,15,13,0,7,2,982,6,2018-2019_felipedalbelo
1271,208,716,536,25,14,1271,1,0,0,1,606,2573,1704,9,5,3,1,4,736,0,2018-2019_francescovicari
1498,188,743,662,109,12,1498,29,23,79.3,6,899,5550,3420,42,36,0,23,19,919,8,2018-2019_kevinbonifazi
764,4,46,330,398,73,762,42,20,47.6,22,557,2886,996,41,26,14,77,45,611,172,2018-2019_mircoantenucci
1559,49,323,908,351,15,1559,14,10,71.4,4,902,4407,2523,45,37,4,21,19,1101,32,2018-2019_pasqualeschiattarella
729,652,727,3,0,0,729,0,0,,0,343,1685,1189,0,0,0,1,0,285,0,2018-2019_alfredgomis
628,560,624,4,0,0,628,1,1,100,0,278,1564,1115,0,0,0,0,0,227,0,2018-2019_emilianoviviano
687,20,137,357,202,32,687,19,9,47.4,10,424,2353,1214,31,22,4,22,17,491,62,2018-2019_mattiavaloti
615,19,141,340,142,14,615,11,3,27.3,8,334,1590,726,13,12,2,18,12,391,18,2018-2019_alessandromurgia
353,4,27,163,168,41,353,13,7,53.8,6,238,1569,407,14,9,4,39,21,274,62,2018-2019_sergiofloccari
230,1,20,128,84,30,230,4,1,25,3,149,463,138,3,3,0,28,15,175,33,2018-2019_albertopaloschi
606,14,108,390,112,1,606,3,2,66.7,1,312,1221,577,8,6,0,5,3,436,7,2018-2019_mirkovaldifiori
332,31,113,129,94,2,332,9,7,77.8,2,136,775,416,16,9,0,9,4,148,18,2018-2019_filippocosta
150,22,101,46,3,1,150,2,2,100,0,58,250,112,1,1,0,0,1,83,0,2018-2019_johandjourou
188,6,33,114,45,4,188,6,3,50,3,102,584,293,7,9,0,11,4,121,8,2018-2019_evertonluiz
193,22,87,99,8,7,193,0,0,,0,93,627,403,3,1,0,2,2,119,1,2018-2019_lorencosimic
73,3,34,26,15,1,73,1,1,100,0,36,152,81,0,0,0,2,1,35,3,2018-2019_lorenzodickmann
86,78,86,0,0,0,86,0,0,,0,51,264,149,0,0,0,0,0,31,0,2018-2019_vanjamilinkovic-savic
53,4,23,26,5,0,53,0,0,,0,26,198,149,5,2,0,1,1,28,0,2018-2019_vascoregini
33,1,3,15,16,1,33,3,2,66.7,1,26,351,91,2,2,0,0,0,27,0,2018-2019_markojankovic
3,0,1,1,1,1,3,0,0,,0,0,0,0,0,0,0,0,0,1,0,2018-2019_gabrielemoncini
3,2,3,0,0,0,3,0,0,,0,1,1,0,0,0,0,0,0,2,0,2018-2019_giacomopoluzzi
1838,205,813,815,220,16,1838,30,12,40,18,834,3530,1533,14,12,0,31,12,903,44,2018-2019_simoneiacoponi
1341,1225,1337,5,0,0,1341,0,0,,0,500,3077,2542,0,0,0,2,0,317,0,2018-2019_luigisepe
1854,288,941,755,177,24,1854,9,5,55.6,4,863,3920,2419,16,18,0,24,7,896,27,2018-2019_riccardogagliolo
1564,277,898,601,75,28,1564,3,3,100,0,739,4057,2384,4,4,0,6,1,811,5,2018-2019_brunoalves
1131,68,333,549,269,22,1131,32,14,43.8,17,638,2916,1415,30,30,3,38,27,697,84,2018-2019_antoninobarilla
802,2,110,329,389,96,802,121,64,52.9,56,614,5812,2982,107,88,53,75,55,616,126,2018-2019_gervinho
679,32,102,300,287,89,677,37,21,56.8,16,403,2198,585,29,14,16,85,54,467,99,2018-2019_robertoinglese
732,64,254,367,123,28,732,16,7,43.8,9,374,1942,946,17,12,3,15,16,408,36,2018-2019_lucarigoni
738,18,128,309,313,34,738,62,35,56.5,27,460,3118,1162,40,26,7,40,42,490,99,2018-2019_lucasiligardi
843,133,465,365,24,6,843,7,5,71.4,2,453,2368,1282,7,9,4,3,2,449,1,2018-2019_alessandrobastoni
805,54,178,457,182,20,804,33,15,45.5,18,418,2072,923,21,23,3,24,28,491,49,2018-2019_jurajkucka
839,58,254,431,164,0,839,12,6,50,6,408,2055,1040,14,10,0,11,5,427,9,2018-2019_matteoscozzarella
869,62,264,484,136,1,869,10,8,80,2,440,2659,1223,16,14,1,18,18,529,10,2018-2019_leostulac
717,55,245,337,140,4,717,2,2,100,0,319,1736,1086,27,14,2,5,2,375,27,2018-2019_massimogobbi
395,18,51,181,169,40,393,25,14,56,10,226,1414,481,20,11,7,42,34,286,89,2018-2019_fabioceravolo
460,27,125,207,138,8,460,31,20,64.5,11,279,1842,932,27,22,2,29,21,288,52,2018-2019_jonathanbiabiany
565,36,168,247,164,11,565,12,10,83.3,2,282,1501,923,21,16,3,12,14,282,33,2018-2019_federicodimarco
460,24,129,204,128,6,460,11,4,36.4,7,209,999,495,13,9,1,2,4,263,36,2018-2019_marcellogazzola
212,3,38,80,98,32,212,18,6,33.3,12,143,1150,597,26,16,9,29,8,150,45,2018-2019_antoniodigaudio
280,7,53,107,124,10,280,9,5,55.6,4,195,1212,589,21,14,3,7,7,197,57,2018-2019_mattiasprocati
255,14,73,131,54,3,255,9,2,22.2,7,125,597,258,7,5,1,7,4,133,20,2018-2019_alessandrodeiola
185,11,49,105,38,6,185,7,5,71.4,2,92,502,177,2,3,1,8,3,103,10,2018-2019_albertograssi
147,28,87,53,8,3,147,3,2,66.7,1,65,356,235,4,1,0,2,1,68,2,2018-2019_franciscosierralta
37,0,4,23,13,2,37,3,2,66.7,1,29,217,93,1,1,1,5,6,30,5,2018-2019_alessiodacruz
83,1,15,49,24,4,83,10,7,70,3,54,367,123,3,5,0,4,2,60,5,2018-2019_amatociciretti
56,3,13,36,7,1,56,1,0,0,1,24,117,52,0,0,0,1,0,36,3,2018-2019_jacopodezi
43,40,43,0,0,0,43,0,0,,0,18,82,62,0,0,0,0,0,14,0,2018-2019_pierluigifrattali
26,0,1,14,11,1,26,3,2,66.7,1,14,59,23,0,0,0,2,2,17,4,2018-2019_nicolasschiappacasse
38,1,11,17,10,1,38,3,3,100,0,20,81,9,0,1,0,2,0,21,2,2018-2019_pepin
2,0,0,2,0,0,2,0,0,,0,2,13,0,0,0,0,0,0,3,0,2018-2019_giannimunari
0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2018-2019_abdoulahatdiakhate
1388,1202,1386,2,0,0,1388,0,0,,0,593,3988,3052,0,1,1,2,0,456,0,2018-2019_alessiocragno
2423,43,363,1395,707,58,2422,67,42,62.7,25,1472,8731,4219,112,86,21,113,63,1683,139,2018-2019_nicolobarella
1466,53,245,855,389,50,1466,30,17,56.7,13,705,3863,1734,42,43,1,38,40,964,80,2018-2019_arturionita
1161,27,94,579,495,138,1161,14,9,64.3,5,497,1502,292,5,11,4,72,33,939,191,2018-2019_leonardopavoletti
1063,24,83,472,520,102,1061,51,19,37.3,32,605,3130,1215,32,34,16,56,42,788,216,2018-2019_joaopedro
1432,167,730,645,59,17,1432,8,2,25,6,767,3917,1833,5,4,0,14,6,815,4,2018-2019_fabiopisacane
1817,77,340,995,491,5,1817,15,11,73.3,4,892,4091,2022,44,33,2,21,12,1158,85,2018-2019_darijosrna
1450,185,738,687,33,20,1450,5,3,60,2,730,3591,2318,10,3,0,4,3,887,1,2018-2019_lucaceppitelli
1208,77,350,602,259,10,1208,16,8,50,8,548,3212,1709,58,31,2,16,9,687,55,2018-2019_simonepadoin
1565,62,338,987,250,3,1565,10,10,100,0,731,2858,1696,24,25,2,11,14,953,7,2018-2019_lucacigarini
1091,49,230,525,349,51,1091,20,12,60,8,439,2338,1082,37,31,7,30,20,627,105,2018-2019_paolofarago
1204,65,283,774,156,9,1204,1,0,0,1,582,2374,1209,11,16,0,8,12,816,11,2018-2019_filipbradaric
822,111,465,346,14,7,822,0,0,,0,424,2427,1468,9,2,0,4,0,500,0,2018-2019_filipporomagna
755,91,385,355,22,4,755,1,1,100,0,407,2613,1581,14,12,1,6,4,449,3,2018-2019_ragnarklavan
627,34,198,270,172,6,627,20,11,55,9,285,1966,1012,32,24,5,12,10,326,45,2018-2019_lucapellegrini
612,9,71,331,218,21,612,19,7,36.8,12,316,1599,752,22,26,3,30,21,435,61,2018-2019_lucascastro
555,37,158,254,146,5,555,9,4,44.4,5,202,943,480,17,13,1,8,5,241,22,2018-2019_charalamboslykogiannis
