GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%.1,Matches,Key
39,1.22,141,103,73.8,15,9,8,10,31.3,2,2,0,0,,2021-2022_markflekken
7,3.5,12,5,41.7,0,1,1,0,0,0,0,0,,,2021-2022_benjaminuphoff
28,1.33,98,70,71.4,10,4,7,3,14.3,1,0,1,100,,2021-2022_marvinschwabe
21,1.62,56,36,62.5,4,6,3,1,7.7,0,0,0,,,2021-2022_timohorn
42,1.31,120,78,68.3,12,6,14,10,31.3,5,4,1,20,,2021-2022_robinzentner
3,1.5,5,2,60,1,1,0,0,0,1,1,0,0,,2021-2022_finndahmen
57,1.73,155,98,64.5,12,7,14,8,24.2,4,2,1,33.3,,2021-2022_oliverbaumann
3,3,7,4,57.1,1,0,0,0,0,0,0,0,,,2021-2022_philipppentke
60,1.82,182,120,68.7,12,8,13,5,15.2,5,3,2,40,,2021-2022_yannsommer
1,1,3,2,66.7,0,1,0,0,0,0,0,0,,,2021-2022_tobiassippel
46,1.44,157,112,73.2,10,11,11,5,15.6,4,4,0,0,,2021-2022_kevintrapp
2,2,4,2,50,0,0,1,0,0,0,0,0,,,2021-2022_jensgrahl
1,1,4,3,75,0,1,0,0,0,0,0,0,,,2021-2022_diantramaj
40,1.43,118,76,68.6,11,6,11,10,35.7,6,3,2,40,,2021-2022_koencasteels
14,2.33,38,25,65.8,1,0,5,1,16.7,1,1,0,0,,2021-2022_pavaopervan
45,1.45,155,112,72.9,10,6,15,7,22.6,6,3,2,40,,2021-2022_manuelriemann
7,2.33,21,14,76.2,2,0,1,0,0,2,2,0,0,,2021-2022_michaelesser
56,1.65,156,102,67.3,10,8,16,9,26.5,5,5,0,0,,2021-2022_rafagikiewicz
52,1.73,139,88,65.5,7,10,13,4,13.3,4,4,0,0,,2021-2022_florianmuller
7,1.75,24,17,70.8,0,2,2,0,0,0,0,0,,,2021-2022_fabianbredlow
51,2.11,123,72,62.6,7,5,13,4,16,5,5,0,0,,2021-2022_alexanderschwolow
20,2.03,49,29,65.3,2,1,6,2,22.2,3,3,0,0,,2021-2022_marcellotka
53,1.61,176,125,73.9,4,13,16,6,18.2,7,7,0,0,,2021-2022_stefanortega
0,0,4,4,100,1,0,0,1,100,0,0,0,,,2021-2022_stefanoskapino
28,2,72,46,65.3,2,4,8,3,21.4,3,3,0,0,,2021-2022_saschaburchert
24,2,62,39,62.9,1,5,6,3,25,1,1,0,0,,2021-2022_andreaslinde
30,3.75,54,26,48.1,0,0,8,0,0,2,2,0,0,,2021-2022_mariusfunk
29,0.81,120,91,77.5,26,7,3,16,44.4,3,2,1,33.3,,2021-2022_thibautcourtois
2,1,9,6,88.9,0,1,1,0,0,2,1,1,50,,2021-2022_andriylunin
34,0.97,109,74,70.6,19,9,7,11,31.4,3,2,1,33.3,,2021-2022_marc-andreterstegen
4,1.33,14,10,71.4,2,1,0,0,0,0,0,0,,,2021-2022_neto
43,1.13,106,65,66,21,8,9,12,31.6,8,7,1,12.5,,2021-2022_janoblak
24,0.77,100,75,78,14,13,4,13,41.9,4,2,1,33.3,,2021-2022_yassinebounou
5,0.83,19,14,73.7,4,2,0,4,66.7,0,0,0,,,2021-2022_markodmitrovic
1,1,2,1,50,0,1,0,0,0,0,0,0,,,2021-2022_javierdiaz
21,0.96,76,55,75,11,4,6,8,38.1,2,2,0,0,,2021-2022_ruisilva
19,1.17,56,39,67.9,8,4,5,5,29.4,1,1,0,0,,2021-2022_claudiobravo
32,0.91,112,79,75,15,11,9,19,54.3,5,4,1,20,,2021-2022_alexremiro
5,1.67,15,10,73.3,2,0,1,1,33.3,1,1,0,0,,2021-2022_mathewryan
28,0.87,100,72,75,14,9,9,14,43.8,4,3,1,25,,2021-2022_geronimorulli
9,1.5,28,19,71.4,2,2,2,0,0,1,1,0,0,,2021-2022_sergioasenjo
31,0.91,111,81,74.8,13,11,10,12,35.3,3,3,0,0,,2021-2022_unaisimon
5,1.25,20,15,75,1,2,1,1,25,0,0,0,,,2021-2022_julenagirrezabala
20,1.11,75,55,76,5,7,6,8,44.4,2,2,0,0,,2021-2022_giorgimamardashvili
29,1.79,77,49,68.8,4,8,5,3,17.6,6,5,1,16.7,,2021-2022_jaspercillessen
4,1.05,11,8,63.6,2,0,1,1,33.3,0,0,0,,,2021-2022_jaumedomenech
48,1.33,147,97,70.1,12,10,14,12,33.3,7,4,3,42.9,,2021-2022_sergioherrera
3,1.5,4,2,25,0,1,1,0,0,0,0,0,,,2021-2022_juanperez
43,1.13,136,91,71.3,12,10,16,14,36.8,8,4,4,50,,2021-2022_matiasdituro
37,1.2,126,88,76.2,11,8,11,9,30,9,7,2,22.2,,2021-2022_stoledimitrievski
13,1.81,37,24,64.9,0,1,7,0,0,0,0,0,,,2021-2022_lucazidane
35,1.46,114,78,75.4,8,5,11,5,20.8,9,7,1,12.5,,2021-2022_edgarbadia
17,1.21,60,43,71.7,3,4,7,3,21.4,0,0,0,,,2021-2022_kikocasilla
49,1.39,157,110,70.7,10,12,14,9,25,4,3,0,0,,2021-2022_diegolopez
1,0.67,9,8,100,0,0,1,1,100,1,1,0,0,,2021-2022_oierolazabal
3,2.5,3,0,0,0,0,1,0,0,0,0,0,,,2021-2022_joangarcia
41,1.08,132,91,70.5,8,15,15,13,34.2,4,2,1,33.3,,2021-2022_davidsoria
0,0,0,0,,0,0,0,1,,0,0,0,,,2021-2022_diegoconde
26,1.24,75,49,68,6,9,6,8,38.1,3,2,1,33.3,,2021-2022_manoloreina
29,2.07,57,29,54.4,4,0,10,1,7.1,4,3,1,25,,2021-2022_sergiorico
5,2.5,14,10,71.4,0,0,2,0,0,1,1,0,0,,2021-2022_leonardoroman
3,3,6,3,50,0,0,1,0,0,0,0,0,,,2021-2022_dominikgreif
51,1.34,170,117,76.5,8,15,15,13,34.2,13,11,2,15.4,,2021-2022_jeremiasledesma
55,1.58,177,122,71.8,8,12,15,7,20,7,5,2,28.6,,2021-2022_luismaximiano
6,1.9,16,10,75,0,2,1,1,33.3,2,2,0,0,,2021-2022_aaronescandell
0,0,0,0,,0,0,0,0,0,0,0,0,,,2021-2022_rubenvezo
46,1.92,120,74,65,6,6,12,5,20.8,4,4,0,0,,2021-2022_cardenas
29,2.24,81,51,65.4,1,5,7,2,15.4,2,1,1,50,,2021-2022_aitorfernandez
1,1,2,1,50,1,0,0,0,0,0,0,0,,,2021-2022_alejandroprimo
60,1.77,148,85,62.8,8,5,21,5,14.7,8,5,3,37.5,,2021-2022_fernandopacheco
4,1.3,16,12,81.3,0,1,2,1,33.3,1,1,0,0,,2021-2022_antoniosivera
1,1,4,3,75,0,1,0,0,0,0,0,0,,,2021-2022_jesusowono
18,0.87,78,60,79.5,13,6,2,7,33.3,2,2,0,0,,2021-2022_keylornavas
17,1,61,45,73.8,13,2,2,5,29.4,1,1,0,0,,2021-2022_gianluigidonnarumma
1,3.91,3,2,66.7,0,0,0,0,,0,0,0,,,2021-2022_sergiorico
0,0,0,0,,0,0,0,1,,0,0,0,,,2021-2022_alexandreletellier
31,1.07,86,55,68.6,15,6,8,10,34.5,4,4,0,0,,2021-2022_paulopez
7,0.78,26,20,73.1,6,2,1,5,55.6,0,0,0,,,2021-2022_stevemandanda
40,1.05,141,104,77.3,20,9,9,11,28.9,9,8,0,0,,2021-2022_alexandernubel
25,1,67,43,68.7,14,5,6,10,40,4,4,0,0,,2021-2022_alfredgomis
13,1.08,36,22,66.7,6,1,5,4,33.3,2,1,1,50,,2021-2022_doganalemdar
2,2,3,1,33.3,0,0,1,0,0,0,0,0,,,2021-2022_romainsalin
35,0.95,141,105,78,20,7,10,14,37.8,5,4,1,20,,2021-2022_walterbenitez
1,1,5,4,80,0,0,1,0,0,0,0,0,,,2021-2022_marcinbuka
43,1.16,130,88,70,16,12,9,13,35.1,4,4,0,0,,2021-2022_matzsels
0,0,1,1,100,1,0,0,1,100,0,0,0,,,2021-2022_eijikawashima
33,1.28,100,66,70,10,8,9,5,18.5,4,3,1,25,,2021-2022_jean-louisleca
15,1.22,45,30,68.9,7,3,1,3,27.3,1,1,0,0,,2021-2022_wuilkerfarinez
45,1.36,148,105,71.6,14,11,9,8,23.5,4,3,1,25,,2021-2022_anthonylopes
6,1.24,25,19,92,3,0,1,1,25,4,4,0,0,,2021-2022_julianpollersbeck
48,1.26,155,105,71.6,15,10,13,8,21.1,7,4,3,42.9,,2021-2022_albanlafont
28,1.33,85,58,69.4,8,7,6,2,9.5,2,2,0,0,,2021-2022_ivogrbic
20,1.18,62,47,74.2,6,6,5,8,47.1,5,4,1,20,,2021-2022_leonardocesarjardim
57,1.5,170,115,68.8,13,9,16,7,18.4,4,4,0,0,,2021-2022_marcobizot
44,1.16,161,116,75.8,11,13,14,11,28.9,7,5,1,16.7,,2021-2022_predragrajkovic
41,1.43,158,117,75.9,10,4,15,8,27.6,4,3,1,25,,2021-2022_jonasomlin
20,2.16,57,37,68.4,2,3,4,2,22.2,2,2,0,0,,2021-2022_dimitrybertaud
22,1.47,65,45,69.2,3,3,9,2,13.3,2,2,0,0,,2021-2022_danijelpetkovic
19,1.46,46,27,65.2,4,5,4,4,30.8,3,3,0,0,,2021-2022_paulbernardoni
14,1.4,44,31,68.2,3,3,4,2,20,0,0,0,,,2021-2022_anthonymandrea
45,1.45,135,92,72.6,8,8,15,8,25.8,8,8,0,0,,2021-2022_gauthiergallon
8,1.14,24,16,75,1,3,3,1,14.3,2,2,0,0,,2021-2022_jessymoulin
38,1.73,91,56,62.6,3,8,11,4,18.2,5,4,0,0,,2021-2022_paulnardi
25,1.56,57,32,57.9,5,4,7,7,43.8,1,1,0,0,,2021-2022_matthieudreyer
36,1.53,99,65,65.7,6,4,13,5,21.7,2,2,0,0,,2021-2022_ouparinedjoco
33,2.28,66,34,54.5,3,5,7,3,20,3,3,0,0,,2021-2022_arthurdesmas
37,1.95,93,58,65.6,5,5,9,3,15.8,5,5,0,0,,2021-2022_paulbernardoni
27,2.03,67,42,61.2,2,5,8,1,6.7,1,1,0,0,,2021-2022_etiennegreen
13,2.29,29,16,62.1,0,1,3,0,0,2,2,0,0,,2021-2022_stefanbajic
39,1.87,91,54,60.4,2,8,11,3,14.3,3,3,0,0,,2021-2022_alexandreoukidja
30,1.75,87,57,67.8,4,5,8,5,29.4,2,2,0,0,,2021-2022_marc-aurelecaillard
62,2.48,133,72,57.1,3,8,14,0,0,5,5,0,0,,2021-2022_benoitcostil
29,2.23,61,32,55.7,3,5,5,2,15.4,4,2,2,50,,2021-2022_gaetanpoussin
21,0.66,101,81,81.2,22,7,3,17,53.1,2,2,0,0,,2021-2022_mikemaignan
10,1.67,24,14,66.7,4,1,1,1,16.7,3,2,1,33.3,,2021-2022_cipriantatarusanu
30,0.81,124,95,79,25,9,3,15,40.5,4,4,0,0,,2021-2022_samirhandanovic
2,2,3,1,33.3,0,0,1,0,0,0,0,0,,,2021-2022_ionutradu
25,0.81,106,82,77.4,19,6,6,13,41.9,1,1,0,0,,2021-2022_davidospina
6,0.87,29,23,79.3,5,1,1,2,28.6,0,0,0,,,2021-2022_alexmeret
0,0,1,1,100,0,0,0,1,,0,0,0,,,2021-2022_davidemarfella
29,0.88,105,73,75.2,18,9,6,12,36.4,6,3,3,50,,2021-2022_wojciechszczesny
7,1.56,16,10,56.3,2,1,2,1,20,0,0,0,,,2021-2022_mattiaperin
1,2,2,1,100,0,0,0,0,,1,1,0,0,,2021-2022_carlopinsoglio
29,1.26,86,58,67.4,12,6,5,7,30.4,1,1,0,0,,2021-2022_thomasstrakosha
29,1.93,60,31,58.3,6,4,5,2,13.3,5,4,0,0,,2021-2022_pepereina
43,1.13,146,104,74,18,9,11,15,39.5,6,5,1,16.7,,2021-2022_ruipatricio
43,1.35,100,58,59,16,5,10,9,29,3,2,1,33.3,,2021-2022_pietroterracciano
8,1.29,26,17,73.1,3,0,4,2,28.6,2,1,1,50,,2021-2022_bartomiejdragowski
42,1.29,119,80,67.2,16,8,9,8,24.2,4,3,0,0,,2021-2022_juanmusso
5,1,18,13,83.3,0,3,2,2,40,2,2,0,0,,2021-2022_marcosportiello
1,2.43,2,1,50,0,0,0,0,,0,0,0,,,2021-2022_francescorossi
50,1.47,137,88,65,13,10,11,4,11.8,3,2,1,33.3,,2021-2022_lorenzomontipo
6,2,15,9,66.7,1,0,2,0,0,1,1,0,0,,2021-2022_ivorpandur
3,3,7,4,57.1,0,1,0,0,0,0,0,0,,,2021-2022_alessandroberardi
33,1.22,80,46,67.5,9,7,11,4,14.8,8,7,1,12.5,,2021-2022_vanjamilinkovic-savic
8,0.8,41,32,85.4,3,4,3,4,40,3,2,1,33.3,,2021-2022_etritberisha
0,0,3,3,100,1,0,0,1,100,0,0,0,,,2021-2022_lucagemello
63,1.71,171,108,67.8,13,11,13,3,8.1,9,8,1,11.1,,2021-2022_andreaconsigli
3,3,5,2,40,0,0,1,0,0,0,0,0,,,2021-2022_gianlucapegolo
0,0,1,1,100,0,0,0,0,,0,0,0,,,2021-2022_giacomosatalino
50,1.43,141,92,68.1,10,14,11,7,20,7,5,0,0,,2021-2022_marcosilvestri
8,2.67,21,13,61.9,1,0,2,1,33.3,0,0,0,,,2021-2022_danielepadelli
53,1.47,174,122,74.1,11,9,16,12,33.3,9,8,1,11.1,,2021-2022_ukaszskorupski
2,1.02,9,7,77.8,1,1,0,0,0,0,0,0,,,2021-2022_francescobardi
0,0,1,1,100,0,0,0,1,,0,0,0,,,2021-2022_nicolabagnolini
70,1.84,216,150,69.9,10,11,17,7,18.4,10,5,2,28.6,,2021-2022_guglielmovicario
48,1.69,130,82,63.8,8,5,16,5,17.2,2,1,1,50,,2021-2022_emilaudero
14,1.47,54,41,75.9,2,1,6,2,22.2,1,1,0,0,,2021-2022_wladimirofalcone
1,18,1,0,100,0,0,0,0,,1,1,0,0,,2021-2022_nicolaravaglia
52,1.7,165,116,73.9,9,5,17,7,22.6,11,9,0,0,,2021-2022_ivanprovedel
19,2.71,43,23,58.1,1,1,5,0,0,2,1,1,50,,2021-2022_jeroenzoet
0,0,0,0,,0,0,0,0,,0,0,0,,,2021-2022_petarzovko
49,2.28,135,87,65.9,3,2,16,1,4.8,5,3,1,25,,2021-2022_vidbelec
24,1.55,78,54,73.1,4,8,4,1,6.3,3,3,0,0,,2021-2022_luigisepe
5,5,8,3,37.5,0,0,1,0,0,0,0,0,,,2021-2022_vincenzofiorillo
63,1.8,168,104,66.1,6,10,19,2,5.7,8,6,2,25,,2021-2022_alessiocragno
5,1.67,17,11,76.5,0,2,1,1,33.3,2,1,1,50,,2021-2022_borisradunovic
59,1.59,180,122,69.4,4,16,17,10,27,5,4,1,20,,2021-2022_salvatoresirigu
1,1,4,3,75,0,0,1,0,0,0,0,0,,,2021-2022_adriansemper
27,1.64,84,57,73.8,1,4,11,1,6.3,6,5,0,0,,2021-2022_nikimaenpaa
33,2.06,105,74,74.3,3,4,9,3,18.8,6,6,0,0,,2021-2022_sergioromero
9,1.64,39,30,76.9,2,1,3,0,0,0,0,0,,,2021-2022_lucalezzerini
4,0.2,41,37,90.2,16,2,2,17,85,0,0,0,,,2021-2022_remkopasveer
3,0.43,13,10,76.9,5,2,0,5,71.4,0,0,0,,,2021-2022_maartenstekelenburg
10,1.67,18,8,44.4,5,0,1,0,0,0,0,0,,,2021-2022_andreonana
2,2,6,4,66.7,0,1,0,0,0,0,0,0,,,2021-2022_jaygorter
32,1.23,77,47,58.4,20,2,4,7,26.9,0,0,0,,,2021-2022_joeldrommel
10,1.25,38,28,78.9,6,1,1,2,25,2,2,0,0,,2021-2022_yvonmvogo
22,1,67,46,73.1,14,3,5,9,40.9,4,4,0,0,,2021-2022_justinbijlow
12,1,40,28,70,8,2,2,4,33.3,0,0,0,,,2021-2022_ofirmarciano
32,1,121,90,73.6,19,8,5,12,37.5,1,0,1,100,,2021-2022_larsunnerstall
5,2.5,11,6,54.5,1,0,1,1,50,0,0,0,,,2021-2022_jeffreydelange
42,1.31,129,87,67.4,17,7,8,4,12.5,0,0,0,,,2021-2022_petervindahljensen
2,1,4,2,50,1,0,1,0,0,0,0,0,,,2021-2022_hobieverhulst
27,1.38,72,46,66.7,8,4,7,6,31.6,3,3,0,0,,2021-2022_markusschubert
24,1.66,64,41,65.6,7,2,6,2,13.3,2,2,0,0,,2021-2022_jeroenhouwen
23,1.35,67,44,67.2,8,4,5,5,29.4,2,1,1,50,,2021-2022_maartenpaes
17,1.26,58,42,74.1,4,5,5,2,14.3,2,2,0,0,,2021-2022_fabiandekeijzer
6,1.71,16,11,62.5,0,2,1,1,33.3,0,0,0,,,2021-2022_ericoelschlagel
30,1.62,81,50,69.1,7,5,7,5,26.3,6,5,1,16.7,,2021-2022_erwinmulder
20,1.29,69,50,73.9,4,3,8,3,20,2,2,0,0,,2021-2022_xaviermous
59,2.04,164,106,64.6,11,6,12,4,13.8,2,1,0,0,,2021-2022_sonnystevens
11,2.16,42,31,73.8,0,0,5,0,0,0,0,0,,,2021-2022_pieterbos
45,1.45,154,108,73.4,8,11,12,5,16.1,6,4,1,20,,2021-2022_etiennevaessen
3,1.5,9,6,77.8,1,0,1,1,50,1,1,0,0,,2021-2022_joelcastropereira
3,3,14,11,85.7,0,0,1,0,0,1,1,0,0,,2021-2022_issamelmaach
52,1.53,164,112,70.1,10,8,16,10,29.4,4,3,1,25,,2021-2022_mattijsbranderhorst
55,1.62,162,109,67.3,9,9,16,4,11.8,2,2,0,0,,2021-2022_peterleeuwenburgh
31,1.63,106,75,74.5,6,3,10,5,26.3,4,4,0,0,,2021-2022_warnerhahn
20,1.33,73,54,72.6,4,3,8,3,20,0,0,0,,,2021-2022_andriesnoppert
40,1.37,135,94,73.3,8,9,13,6,20,5,4,1,20,,2021-2022_madukaokoye
4,1.33,13,11,69.2,0,2,1,1,33.3,0,0,0,,,2021-2022_timcoremans
4,2.29,12,8,75,0,0,1,0,0,1,1,0,0,,2021-2022_benjaminvanleer
63,1.97,190,127,67.4,10,5,17,8,25,2,1,1,50,,2021-2022_yanickvanosch
4,2,10,6,60,0,0,2,0,0,0,0,0,,,2021-2022_michaelverrips
29,1.32,96,67,71.9,7,4,11,5,22.7,5,2,2,50,,2021-2022_janisblaswich
20,1.67,75,55,73.3,2,3,7,3,25,0,0,0,,,2021-2022_koenbucker
52,1.68,146,96,65.8,8,5,18,6,19.4,3,2,0,0,,2021-2022_timonwellenreuther
1,0.87,7,6,85.7,1,1,0,0,0,0,0,0,,,2021-2022_jornbrondeel
4,4,9,5,55.6,0,0,1,0,0,0,0,0,,,2021-2022_robbinruiter
0,0,6,6,100,0,0,0,1,,0,0,0,,,2021-2022_connorvandenberg
52,1.53,175,126,72,7,6,21,6,17.6,4,3,0,0,,2021-2022_kostaslamprou
22,0.67,70,47,71.4,28,4,1,14,42.4,3,2,1,33.3,,2021-2022_diogocosta
,,1,1,,1,,,,,,,,,,2021-2022_claudioramos
0,0,0,0,,0,0,0,1,,0,0,0,,,2021-2022_agustinmarchesin
0,0,0,0,,0,0,0,1,,0,0,0,,,2021-2022_franciscomeixedo
23,0.7,81,59,72.8,26,4,3,17,51.5,2,1,1,50,,2021-2022_antonioadan
,,1,1,,1,,,,,,,,,,2021-2022_joaovirginia
0,0,0,0,,0,0,0,1,,0,0,0,,,2021-2022_andrepaulo
30,0.94,104,74,72.1,21,5,6,10,31.3,2,1,1,50,,2021-2022_odisseasvlachodimos
0,0,5,5,100,2,0,0,2,100,0,0,0,,,2021-2022_heltonleite
28,0.87,106,79,75.5,18,8,6,15,46.9,2,2,0,0,,2021-2022_matheus
3,3,11,8,72.7,0,0,1,0,0,0,0,0,,,2021-2022_lukashornicek
0,0,1,1,100,1,0,0,1,100,0,0,0,,,2021-2022_tiagosa
23,1.21,74,50,74.3,7,7,5,5,26.3,5,4,1,20,,2021-2022_zigafrelih
14,1.4,45,33,75.6,4,4,2,4,40,3,3,0,0,,2021-2022_andrew
3,0.75,21,18,85.7,2,0,2,2,50,0,0,0,,,2021-2022_stanislavkritsyuk
2,2,5,3,80,0,1,0,0,0,1,1,0,0,,2021-2022_brianaraujo
31,1.24,110,78,76.4,11,5,9,4,16,6,5,1,16.7,,2021-2022_brunovarela
10,1.11,34,24,70.6,2,4,3,4,44.4,1,0,0,,,2021-2022_matoustrmal
41,1.46,113,72,69.9,8,11,10,7,24.1,7,7,0,0,,2021-2022_marcoandrerochapereira
13,2.19,30,17,60,1,2,2,0,0,1,1,0,0,,2021-2022_ricardofernandes
0,0,0,0,,0,0,0,1,,0,0,0,,,2021-2022_rodolfofurtado
46,1.48,131,85,69.5,8,11,12,8,25.8,8,6,2,25,,2021-2022_luizlucioreisjunior
3,1.5,4,1,25,0,1,1,1,50,0,0,0,,,2021-2022_dalberson
2,2,6,4,66.7,1,0,0,0,0,0,0,0,,,2021-2022_ivanzlobin
24,1,94,70,77.7,7,10,7,9,37.5,3,3,0,0,,2021-2022_danielleite
19,1.9,50,32,62,2,2,6,2,20,2,0,1,100,,2021-2022_mosquito
39,1.3,137,96,75.9,9,9,12,8,26.7,9,6,2,25,,2021-2022_paulovictorvidotti
4,1,18,14,77.8,0,2,2,1,25,0,0,0,,,2021-2022_joaomiguelmacedosilva
41,1.28,158,115,76.6,9,10,13,10,31.3,5,4,1,20,,2021-2022_andreferreira
3,1.56,14,11,78.6,0,1,0,0,0,0,0,0,,,2021-2022_jeimes
,,1,1,,,,1,,,,,,,,2021-2022_igorvekic
37,1.4,96,59,67.7,7,13,6,5,19.2,7,6,1,14.3,,2021-2022_rafaelbracalli
15,2,42,27,64.3,0,4,4,1,12.5,0,0,0,,,2021-2022_alirezabeiranvand
35,1.17,131,98,74,9,8,13,9,30,1,1,0,0,,2021-2022_samuelportugal
2,1,10,8,80,1,0,1,1,50,0,0,0,,,2021-2022_kosukenakamura
8,4,18,10,61.1,0,0,2,0,0,1,1,0,0,,2021-2022_payamniazmand
29,1.61,82,54,70.7,5,5,9,1,5.6,6,5,0,0,,2021-2022_pedrojosemoreirasilva
25,1.79,66,42,68.2,2,7,5,1,7.1,5,4,0,0,,2021-2022_charles
4,4,6,2,33.3,0,0,1,0,0,0,0,0,,,2021-2022_ivogoncalves
33,1.43,98,64,68.4,5,7,12,4,16.7,4,2,2,50,,2021-2022_victorbraga
14,2.04,35,21,62.9,1,2,3,0,0,1,1,0,0,,2021-2022_fernandoaugusto
7,2.33,10,4,40,1,0,2,0,0,1,1,0,0,,2021-2022_norberthaymamba
0,0,3,3,100,0,1,0,1,100,0,0,0,,,2021-2022_emilijuszubas
35,1.84,83,48,62.7,3,4,12,1,5.3,4,4,0,0,,2021-2022_mateuspasinato
16,1.07,58,42,74.1,4,4,7,3,20,1,1,0,0,,2021-2022_kewin
53,1.84,157,105,70.1,7,7,15,2,6.9,6,6,0,0,,2021-2022_pedrotrigueira
14,2.72,31,17,61.3,0,0,5,0,0,2,2,0,0,,2021-2022_babacarniasse
44,1.37,149,103,73.2,5,11,16,8,25,6,4,2,33.3,,2021-2022_luizfelipe
11,5.5,17,7,41.2,0,0,2,0,0,1,1,0,0,,2021-2022_alvaroramalho
32,0.91,77,46,62.3,26,4,5,11,31.4,3,3,0,0,,2022-2023_ederson
1,0.33,15,14,93.3,2,1,0,2,66.7,0,0,0,,,2022-2023_stefanortega
43,1.13,136,94,70.6,26,6,6,14,36.8,5,3,0,0,,2022-2023_aaronramsdale
43,1.13,142,99,71.1,23,6,9,17,44.7,3,2,1,33.3,,2022-2023_daviddegea
32,0.88,118,85,74.6,19,13,5,14,37.8,5,2,2,50,,2022-2023_nickpope
1,0.57,9,9,88.9,0,1,0,0,0,0,0,0,,,2022-2023_martindubravka
43,1.16,147,105,72.1,19,9,9,14,37.8,4,2,1,33.3,,2022-2023_alisson
4,4,10,6,60,0,1,0,0,0,0,0,0,,,2022-2023_caoimhinkelleher
30,1.3,74,46,66.2,11,5,7,6,26.1,6,5,1,16.7,,2022-2023_robertsanchez
23,1.53,57,36,61.4,7,3,5,6,40,2,1,1,50,,2022-2023_jasonsteele
38,1.09,132,97,74.2,17,7,12,11,30.6,5,4,1,20,,2022-2023_emilianomartinez
8,2.56,19,11,63.2,1,0,1,1,50,1,1,0,0,,2022-2023_robinolsen
39,1.59,117,79,67.5,13,3,9,7,28,1,1,0,0,,2022-2023_hugolloris
24,1.78,55,30,60,5,3,5,3,23.1,3,2,1,33.3,,2022-2023_fraserforster
46,1.21,197,154,77.7,15,14,9,12,31.6,2,2,0,0,,2022-2023_davidraya
51,1.42,192,142,77.1,15,5,16,8,22.2,8,7,1,12.5,,2022-2023_berndleno
2,1,4,2,50,0,2,0,1,50,0,0,0,,,2022-2023_marekrodak
34,1.26,116,84,72.4,7,9,11,6,22.2,2,2,0,0,,2022-2023_vicenteguaita
10,1.11,34,25,76.5,4,3,2,3,33.3,2,2,0,0,,2022-2023_samjohnstone
5,2.5,10,5,50,0,0,2,0,0,0,0,0,,,2022-2023_josephwhitworth
33,1.16,120,90,73.3,8,9,12,9,31,1,1,0,0,,2022-2023_kepaarrizabalaga
14,1.47,39,25,64.1,3,2,4,1,11.1,0,0,0,,,2022-2023_edouardmendy
55,1.53,161,105,67.1,11,7,18,11,30.6,4,2,2,50,,2022-2023_josesa
3,1.5,13,10,76.9,0,1,1,0,0,0,0,0,,,2022-2023_danielbentley
48,1.39,154,106,70.1,11,6,19,8,22.2,4,2,1,33.3,,2022-2023_ukaszfabianski
7,2.04,16,9,68.8,0,1,1,1,50,2,2,0,0,,2022-2023_alphonseareola
39,1.47,138,100,74.6,9,6,12,6,22.2,5,4,0,0,,2022-2023_neto
32,2.78,66,36,54.5,2,0,9,2,18.2,2,2,0,0,,2022-2023_marktravers
31,1.72,85,52,65.9,5,5,8,6,33.3,5,2,2,50,,2022-2023_deanhenderson
32,1.88,83,51,66.3,4,4,9,1,5.9,4,4,0,0,,2022-2023_keylornavas
5,1.66,14,9,64.3,0,2,1,1,33.3,0,0,0,,,2022-2023_waynehennessey
57,1.54,181,123,71.3,7,12,18,8,21.6,6,5,1,16.7,,2022-2023_jordanpickford
0,0,4,4,100,1,0,0,1,100,0,0,0,,,2022-2023_asmirbegovic
46,1.77,119,75,63,7,3,16,6,23.1,3,2,1,33.3,,2022-2023_dannyward
22,1.83,59,38,66.1,2,4,6,1,8.3,2,2,0,0,,2022-2023_danieliversen
67,1.97,158,92,59.5,7,9,18,5,14.7,3,3,0,0,,2022-2023_illanmeslier
11,2.75,27,16,66.7,0,1,3,0,0,3,2,0,0,,2022-2023_joelrobles
56,1.75,120,67,54.2,6,6,20,4,12.5,2,1,1,50,,2022-2023_gavinbazunu
17,2.83,30,14,46.7,0,1,5,0,0,1,1,0,0,,2022-2023_alexmccarthy
25,1.32,55,30,67.3,11,4,4,5,26.3,7,7,0,0,,2022-2023_yannsommer
11,0.92,44,33,79.5,7,4,1,4,33.3,2,2,0,0,,2022-2023_manuelneuer
2,0.67,8,5,75,3,0,0,2,66.7,1,0,1,100,,2022-2023_svenulreich
32,1.19,119,88,73.9,19,3,5,11,40.7,1,1,0,0,,2022-2023_gregorkobel
12,1.71,32,20,62.5,3,2,2,1,14.3,0,0,0,,,2022-2023_alexandermeyer
29,1.12,75,45,69.3,16,4,6,7,26.9,7,6,1,14.3,,2022-2023_janisblaswich
10,1.67,26,17,65.4,2,2,2,2,33.3,1,1,0,0,,2022-2023_petergulacsi
2,1,5,4,60,2,0,0,1,50,0,0,0,,,2022-2023_rjannyland
27,0.93,119,92,81.5,16,7,6,11,37.9,5,5,0,0,,2022-2023_frederikrnnow
11,2.2,25,14,64,2,1,2,2,40,2,2,0,0,,2022-2023_lennartgrill
44,1.29,150,106,74,17,8,9,13,38.2,6,5,0,0,,2022-2023_markflekken
