Passes_Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Completed,Offside_pass,Blocked,Key
1317,1199,108,80,2,24,3,2,0,1136,10,5,2017-2018_leonardobonucci
1177,1136,36,31,0,4,0,3,0,1007,5,2,2017-2018_sebastiaanbornauw
694,644,48,1,4,1,20,7,1,489,2,31,2017-2018_rafaelborre
1525,1464,57,52,0,22,0,4,0,1340,4,11,2017-2018_svenbotman
795,717,76,12,3,32,67,38,20,539,2,17,2017-2018_denisbouanga
665,656,7,2,0,2,49,4,1,499,2,23,2017-2018_hichamboudaoui
1586,1418,162,102,10,18,106,1,44,1233,6,24,2017-2018_ryadboudebouz
1016,865,147,47,13,11,108,8,83,746,4,25,2017-2018_sofianeboufal
760,659,89,23,5,16,71,21,37,505,12,23,2017-2018_faridboulaya
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
1072,772,298,57,0,2,0,0,0,819,2,1,2017-2018_yassinebounou
72,64,8,5,0,2,1,3,0,61,0,0,2017-2018_ismaelbenboura
110,94,15,13,0,0,3,0,2,91,1,2,2017-2018_mehdibourabia
1942,1665,269,56,10,25,294,42,171,1374,8,43,2017-2018_benjaminbourigeaud
7,5,2,0,0,0,0,2,0,4,0,0,2017-2018_redwanbourles
35,33,2,2,0,1,2,0,0,29,0,0,2017-2018_edoardobove
863,748,110,18,3,11,141,3,85,574,5,30,2017-2018_jarrodbowen
805,784,19,19,0,2,0,0,0,675,2,4,2017-2018_dedryckboyata
426,388,34,0,1,5,7,1,0,306,4,15,2017-2018_lucasboye
297,241,55,14,0,1,21,38,3,220,1,5,2017-2018_domagojbradaric
181,151,29,7,0,0,45,8,14,126,1,3,2017-2018_bilalbrahimi
95,83,10,0,1,1,11,10,0,66,2,6,2017-2018_bilalbrahimi
56,54,2,1,0,1,2,0,0,44,0,1,2017-2018_martinbraithwaite
1324,1202,117,17,7,5,128,11,89,1022,5,22,2017-2018_julianbrandt
117,108,9,7,0,0,0,2,0,89,0,1,2017-2018_jarradbranthwaite
910,860,45,1,1,2,27,5,0,676,5,35,2017-2018_darkobrasanac
1273,1183,90,39,0,25,17,51,0,1012,0,12,2017-2018_lilianbrassier
507,330,174,75,0,5,0,0,0,332,3,0,2017-2018_claudiobravo
0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_ikerbravo
129,89,40,3,0,0,0,0,0,116,0,0,2017-2018_fabianbredlow
1166,1043,112,40,7,8,135,13,52,835,11,34,2017-2018_josipbrekalo
17,17,0,0,0,1,2,0,0,12,0,1,2017-2018_josipbrekalo
1434,1400,30,26,0,2,1,1,0,1166,4,10,2017-2018_gleisonbremer
77,72,5,1,0,0,2,0,1,64,0,3,2017-2018_jimmybriand
127,127,0,0,0,2,0,0,0,95,0,2,2017-2018_yanbriceeteki
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
32,31,1,0,0,0,1,0,0,28,0,0,2017-2018_brianbrobbey
404,402,2,0,1,1,8,0,0,243,0,13,2017-2018_armandobroja
1185,1090,92,64,4,11,12,28,0,955,3,12,2017-2018_dylanbronn
1736,1654,77,67,1,34,4,9,0,1443,5,13,2017-2018_johnbrooks
243,174,69,5,0,0,23,58,6,160,0,5,2017-2018_danielbrosinski
1196,1114,70,22,1,10,53,6,22,891,12,22,2017-2018_joshbrownhill
2608,2484,121,108,6,36,23,7,5,2401,3,16,2017-2018_marcelobrozovic
1126,838,284,22,1,4,70,251,11,731,4,23,2017-2018_cedricbrunner
21,21,0,0,0,1,0,0,0,21,0,0,2017-2018_lewisbrunt
286,273,12,1,2,1,10,9,1,207,1,10,2017-2018_jacobbruunlarsen
358,335,18,0,2,1,7,3,0,204,5,10,2017-2018_antebudimir
902,834,63,18,21,3,34,12,17,711,5,19,2017-2018_emibuendia
299,293,5,0,1,0,15,4,1,220,1,8,2017-2018_osmanbukari
15,15,0,0,1,0,0,0,0,5,0,1,2017-2018_aleksanderbuksa
559,539,18,15,1,3,6,3,0,451,2,7,2017-2018_alessandrobuongiorno
560,399,157,42,0,0,0,0,0,334,4,0,2017-2018_saschaburchert
3,3,0,0,0,0,0,0,0,3,0,0,2017-2018_delanoburgzorg
602,563,34,0,0,4,35,3,0,399,5,30,2017-2018_jonathanburkardt
23,20,3,0,0,0,0,0,0,16,0,0,2017-2018_romanburki
587,582,5,2,0,4,0,3,0,459,0,5,2017-2018_danburn
645,629,14,8,0,3,1,6,0,523,2,4,2017-2018_danburn
709,568,137,12,1,12,30,125,0,548,4,15,2017-2018_maximebusi
896,841,50,25,2,11,38,4,19,733,5,21,2017-2018_gianlucabusio
124,120,4,4,0,0,1,0,0,110,0,1,2017-2018_oriolbusquets
2793,2676,99,95,13,18,3,3,0,2430,18,21,2017-2018_sergiobusquets
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
287,193,94,28,0,0,0,0,0,214,0,0,2017-2018_jackbutland
1,1,0,0,0,0,0,0,0,0,0,0,2017-2018_adrianbutzke
24,16,8,1,0,0,0,0,0,21,0,0,2017-2018_marcinbuka
43,40,2,1,2,0,0,1,0,29,1,0,2017-2018_jamiebynoe-gittens
515,441,73,9,0,2,9,64,0,393,1,9,2017-2018_sambyram
173,165,8,5,0,2,1,3,0,115,0,2,2017-2018_erickcabaco
60,41,19,6,0,0,0,0,0,37,0,0,2017-2018_willycaballero
211,204,7,2,1,2,8,2,3,175,0,2,2017-2018_remycabella
1381,1150,229,11,3,21,69,215,3,1081,2,26,2017-2018_jimmycabot
142,126,16,0,1,2,2,0,0,110,0,5,2017-2018_arthurcabral
37,36,1,1,0,0,2,0,0,31,0,1,2017-2018_jovanecabral
1934,1715,204,106,2,32,13,77,0,1458,15,16,2017-2018_leandrocabrera
234,188,45,5,0,1,11,40,0,193,1,4,2017-2018_liberatocacace
452,375,74,11,0,11,12,63,0,311,3,6,2017-2018_martincaceres
353,339,14,9,0,14,4,5,0,287,0,6,2017-2018_martincaceres
1627,1396,223,18,1,39,97,200,5,1260,8,25,2017-2018_anthonycaci
84,68,16,5,0,0,19,0,9,44,0,0,2017-2018_mathieucafaro
251,242,8,8,0,1,2,0,0,214,1,4,2017-2018_yannickcahuzac
75,71,4,0,1,0,0,0,0,51,0,1,2017-2018_felipecaicedo
8,8,0,0,0,0,0,0,0,3,0,1,2017-2018_felipecaicedo
275,274,0,0,1,0,0,0,0,225,1,3,2017-2018_moisescaicedo
455,234,220,52,0,0,0,0,0,269,1,0,2017-2018_marc-aurelecaillard
96,94,2,1,0,0,1,0,0,66,0,3,2017-2018_jenscajuste
295,275,17,16,0,13,0,1,0,216,3,1,2017-2018_cala
1271,1059,207,20,1,4,53,177,10,958,5,25,2017-2018_davidecalabria
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
21,16,5,0,0,0,0,5,0,12,0,1,2017-2018_riccardocalafiori
82,68,14,0,0,0,3,14,0,64,0,4,2017-2018_riccardocalafiori
1167,1110,53,42,0,8,2,8,0,951,4,6,2017-2018_mattiacaldara
45,42,3,0,0,0,4,3,0,41,0,0,2017-2018_calderon
633,587,45,33,0,5,0,12,0,528,1,5,2017-2018_fernandocalero
1820,1775,40,35,0,21,1,5,0,1668,5,4,2017-2018_dujecaleta-car
1823,1608,209,49,7,30,196,7,147,1480,6,23,2017-2018_hakancalhanoglu
931,668,253,63,1,8,109,145,41,629,10,29,2017-2018_danielcaligiuri
618,577,38,10,2,5,62,4,24,484,3,6,2017-2018_josecallejon
2,2,0,0,0,0,0,0,0,2,0,0,2017-2018_lucascalodat
280,276,3,0,0,0,2,0,0,167,1,6,2017-2018_dominiccalvert-lewin
1502,1397,102,19,1,11,33,77,0,1233,3,38,2017-2018_mahdicamara
13,12,1,0,0,0,0,0,0,9,0,1,2017-2018_mamadoucamara
50,50,0,0,0,0,0,0,0,41,0,1,2017-2018_victorcamarasa
847,829,17,15,6,6,3,1,0,760,1,10,2017-2018_eduardocamavinga
74,69,5,3,0,1,0,2,0,67,0,0,2017-2018_eduardocamavinga
890,728,160,6,1,2,66,153,1,690,2,31,2017-2018_andreacambiaso
880,791,87,48,3,17,56,4,35,715,2,16,2017-2018_josecampana
10,9,1,0,0,0,0,1,0,9,0,0,2017-2018_chemcampbell
1436,1367,65,29,1,9,7,35,0,1223,4,11,2017-2018_emrecan
1878,1798,73,48,22,30,67,16,9,1551,7,38,2017-2018_sergiocanales
70,62,8,1,1,0,8,7,0,46,0,5,2017-2018_matteocancellieri
3365,3019,338,55,21,41,124,282,1,2809,8,59,2017-2018_joaocancelo
488,371,117,9,0,1,45,90,18,348,0,13,2017-2018_falicande
1948,1679,254,78,11,51,343,62,114,1296,15,60,2017-2018_antoniocandreva
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
774,726,46,10,5,3,87,17,17,449,2,41,2017-2018_sergicanos
131,122,8,0,1,3,6,4,0,89,1,6,2017-2018_alexcantero
157,148,9,5,4,1,3,3,0,130,0,3,2017-2018_toddcantwell
2,2,0,0,0,0,0,0,0,1,0,0,2017-2018_andercapa
563,501,60,8,0,8,17,43,7,456,2,14,2017-2018_pierrickcapelle
49,46,3,1,0,0,0,1,1,40,0,1,2017-2018_leonardocapezzi
1330,1287,37,33,7,12,5,4,0,1167,6,12,2017-2018_etiennecapoue
1283,1155,116,19,12,7,108,12,72,960,12,35,2017-2018_gianlucacaprari
587,536,51,1,0,7,12,0,1,442,0,13,2017-2018_francescocaputo
36,33,3,0,2,0,0,0,0,28,0,0,2017-2018_francescocaputo
1548,1511,30,14,6,8,20,6,9,1313,7,30,2017-2018_maxencecaqueret
1078,1020,52,39,1,7,25,12,0,809,6,19,2017-2018_andreacarboni
735,585,149,19,2,6,49,125,5,540,1,19,2017-2018_isaaccarcelen
725,454,269,70,0,3,0,1,0,496,2,0,2017-2018_cardenas
324,295,27,3,0,3,21,7,0,209,2,10,2017-2018_irvincardona
777,605,171,5,0,3,68,166,0,584,1,31,2017-2018_igorcarioca
4,4,0,0,0,0,0,0,0,4,0,0,2017-2018_carlo
2195,2131,57,53,3,38,3,4,0,1916,7,7,2017-2018_diegocarlos
13,8,5,1,0,0,0,4,0,7,0,0,2017-2018_carmona
1253,1038,204,60,8,10,133,87,56,947,11,29,2017-2018_yannickcarrasco
302,277,21,0,0,0,1,2,0,208,4,5,2017-2018_guidocarrillo
1193,1031,159,16,3,10,40,143,0,1020,3,16,2017-2018_danicarvajal
1321,1292,25,24,8,12,4,1,0,1157,4,18,2017-2018_williamcarvalho
1195,1111,80,51,1,2,15,29,0,957,4,15,2017-2018_nicolocasale
1989,1929,53,45,9,38,17,3,0,1695,7,19,2017-2018_casemiro
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
1627,1286,336,30,2,12,98,305,1,1113,5,49,2017-2018_mattycash
486,296,188,52,0,1,0,0,0,324,2,0,2017-2018_kikocasilla
434,402,30,20,0,10,19,0,10,351,2,12,2017-2018_moretocassama
1,1,0,0,0,0,1,0,0,1,0,0,2017-2018_francescocassata
1330,1132,195,10,0,1,40,185,0,1077,3,21,2017-2018_timothycastagne
1079,817,260,56,0,4,0,0,0,843,2,2,2017-2018_koencasteels
1208,1147,61,28,1,7,8,33,0,1036,0,5,2017-2018_jean-charlescastelletto
65,61,4,0,0,1,8,2,2,54,0,2,2017-2018_samucastillejo
169,136,31,13,2,2,21,0,11,112,2,7,2017-2018_gonzalocastro
610,515,95,6,1,1,14,89,0,509,0,11,2017-2018_jonnycastro
539,499,37,16,4,11,40,6,13,404,3,20,2017-2018_gaetanocastrovilli
1401,1294,103,51,6,10,66,1,51,1201,4,11,2017-2018_danilocataldi
1723,1620,96,94,2,36,2,2,0,1393,7,18,2017-2018_catena
953,896,55,11,0,13,4,44,0,767,2,5,2017-2018_craigcathcart
233,224,9,2,0,5,2,1,0,176,0,3,2017-2018_edinsoncavani
262,257,5,4,2,4,1,1,0,240,0,2,2017-2018_daniceballos
1720,1614,105,59,0,1,12,44,0,1414,1,29,2017-2018_pietroceccaroni
1216,1157,55,37,2,8,5,18,0,954,4,13,2017-2018_federicoceccherini
26,23,3,0,0,0,0,1,1,11,0,6,2017-2018_emilceide
1755,1453,291,22,3,22,66,269,0,1390,11,34,2017-2018_zekicelik
769,633,135,8,0,4,48,127,0,591,1,17,2017-2018_fabiencentonze
802,763,34,28,0,8,7,6,0,671,5,9,2017-2018_lucaceppitelli
763,714,45,8,0,0,78,8,29,560,4,31,2017-2018_francocervi
2,2,0,0,0,0,0,0,0,1,0,0,2017-2018_damirceter
258,230,25,18,0,4,1,7,0,206,3,0,2017-2018_julianchabot
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
158,149,9,7,0,1,0,1,0,124,0,0,2017-2018_julianchabot
6,6,0,0,0,1,0,0,0,6,0,0,2017-2018_elchadaillebitshiabu
43,36,7,1,0,0,5,5,1,26,0,3,2017-2018_nassimchadli
2,2,0,0,0,0,0,0,0,2,0,0,2017-2018_kaykychagas
6,5,1,0,0,0,0,1,0,2,0,0,2017-2018_mehdichahiri
1283,1246,36,27,3,3,4,9,0,1158,1,7,2017-2018_trevohchalobah
97,81,15,4,0,0,3,11,0,77,1,2,2017-2018_calumchambers
483,476,6,4,1,0,2,2,0,399,1,7,2017-2018_calumchambers
492,467,23,14,2,2,21,0,9,379,2,7,2017-2018_dylanchambost
562,420,140,3,0,4,30,136,1,352,2,23,2017-2018_timothychandler
87,86,1,0,0,2,12,0,1,52,0,5,2017-2018_chapela
1287,1219,65,62,0,25,3,3,0,1044,3,7,2017-2018_brendanchardonnet
1049,978,64,26,2,8,79,13,25,785,7,23,2017-2018_xavierchavalerin
96,85,11,2,0,4,4,9,0,76,0,4,2017-2018_xavierchavalerin
27,20,7,1,0,1,2,6,0,22,0,2,2017-2018_justinche
15,14,1,1,0,1,0,0,0,11,0,0,2017-2018_chema
262,219,42,3,2,4,27,11,25,196,1,5,2017-2018_rayancherki
171,157,14,5,1,0,27,3,6,104,0,13,2017-2018_denischeryshev
0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_danielchesters
949,892,51,29,0,6,1,11,0,783,6,5,2017-2018_giorgiochiellini
288,250,35,1,0,2,32,14,18,218,3,7,2017-2018_federicochiesa
347,266,80,11,0,0,32,44,25,268,1,9,2017-2018_benchilwell
108,100,8,0,0,0,25,8,0,70,0,2,2017-2018_chiquinho
1342,1275,65,57,0,16,0,3,0,1224,2,8,2017-2018_vladchiriches
1719,1635,79,56,4,36,8,5,3,1457,5,26,2017-2018_pedrochirivella
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
1289,1248,36,32,2,12,20,3,1,1081,5,16,2017-2018_jorischotard
156,145,11,4,0,1,0,7,0,128,0,4,2017-2018_hamzachoudhury
1336,1289,46,33,1,4,1,13,0,1201,1,5,2017-2018_andreaschristensen
935,917,16,14,0,2,3,2,0,739,2,17,2017-2018_maxchristiansen
121,118,2,1,0,0,0,0,0,98,1,3,2017-2018_carneychukwuemeka
465,455,6,0,9,3,16,5,1,337,4,17,2017-2018_samuelchukwueze
807,776,28,22,0,8,2,6,0,677,3,5,2017-2018_victorchust
66,62,3,1,0,0,9,1,1,45,1,3,2017-2018_riccardociervo
447,303,142,48,0,1,0,0,0,299,2,0,2017-2018_jaspercillessen
523,510,12,10,2,12,0,2,0,435,1,7,2017-2018_patheciss
9,9,0,0,0,0,0,0,0,5,0,0,2017-2018_moustaphacisse
2,2,0,0,0,0,0,0,0,1,0,0,2017-2018_giorgiocittadini
370,360,7,5,0,0,1,2,0,290,3,2,2017-2018_ciaranclark
103,94,9,1,0,0,9,3,5,88,0,3,2017-2018_alexisclaude-maurice
1883,1348,522,46,4,8,348,291,185,1243,13,36,2017-2018_jonathanclauss
878,712,161,15,1,4,47,144,2,668,5,23,2017-2018_carlosclerc
658,569,87,27,1,3,54,6,32,479,2,12,2017-2018_tomcleverley
727,561,164,14,1,1,17,150,0,561,2,17,2017-2018_nathanielclyne
1692,1654,35,35,2,2,2,0,0,1514,3,5,2017-2018_conorcoady
325,302,23,5,0,0,24,17,0,224,0,8,2017-2018_marcuscoco
69,54,15,3,0,1,0,12,0,57,0,1,2017-2018_coke
1255,981,269,11,0,5,41,258,0,914,5,23,2017-2018_seamuscoleman
365,314,47,17,2,0,42,5,19,268,4,14,2017-2018_alexcollado
127,115,10,3,2,0,18,2,5,80,2,6,2017-2018_ebrimacolley
1448,1351,95,59,0,8,1,3,0,1211,2,5,2017-2018_omarcolley
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
652,626,23,7,1,4,3,16,0,448,3,3,2017-2018_nathancollins
707,675,29,2,4,4,79,20,7,547,3,14,2017-2018_kingsleycoman
201,193,8,7,0,5,0,1,0,169,0,0,2017-2018_eraycomert
1481,1422,52,43,3,23,10,0,0,1214,7,30,2017-2018_santicomesana
6,3,3,1,0,0,0,0,0,0,0,0,2017-2018_diegoconde
19,18,1,0,0,0,0,0,0,14,0,0,2017-2018_aaronconnolly
1469,1084,381,135,1,2,0,0,0,1161,4,0,2017-2018_andreaconsigli
614,480,132,4,0,3,41,128,0,447,2,21,2017-2018_abduconte
82,68,14,0,0,0,0,14,0,62,0,3,2017-2018_andreaconti
6,5,1,0,0,0,0,1,0,4,0,0,2017-2018_andreaconti
1183,1151,30,25,1,7,1,5,0,981,2,8,2017-2018_liamcooper
4,4,0,0,0,0,0,0,0,3,0,0,2017-2018_lucascopado
98,98,0,0,0,0,0,0,0,77,0,0,2017-2018_diegocoppola
480,469,7,2,2,7,1,2,0,408,4,11,2017-2018_franciscoquelin
548,381,167,13,0,2,79,143,11,367,0,25,2017-2018_sebastiencorchia
51,46,5,0,0,1,3,3,0,34,0,0,2017-2018_sergiocordova
577,567,7,3,0,5,8,1,0,423,3,10,2017-2018_jackcork
437,393,44,3,3,3,55,5,34,281,0,24,2017-2018_maxwelcornet
40,37,3,1,1,0,3,2,0,33,0,0,2017-2018_maxwelcornet
603,556,45,2,1,6,52,31,12,466,2,13,2017-2018_jesuscorona
638,608,27,2,6,1,34,2,15,465,3,21,2017-2018_angelcorrea
344,335,7,3,1,1,1,1,1,280,2,6,2017-2018_joaquincorrea
658,520,137,6,1,7,48,131,0,453,1,19,2017-2018_thierrycorreia
319,247,71,1,0,0,22,70,0,213,1,10,2017-2018_dannydacosta
798,758,35,12,6,2,35,8,15,646,5,19,2017-2018_davidpereiradacosta
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
5,5,0,0,0,0,0,0,0,5,0,0,2017-2018_heldercosta
302,285,14,2,1,1,46,3,9,191,3,12,2017-2018_heldercosta
1010,796,212,11,2,5,75,201,0,724,2,24,2017-2018_jaumecosta
905,589,315,96,1,7,0,1,0,632,1,0,2017-2018_benoitcostil
1439,1135,294,17,0,1,107,276,1,990,10,44,2017-2018_vladimircoufal
191,178,11,0,0,0,3,1,0,111,2,4,2017-2018_kalifacoulibaly
834,809,22,15,0,3,13,5,0,677,3,19,2017-2018_lassanacoulibaly
331,327,3,2,0,1,8,1,0,250,1,15,2017-2018_mamadoucoulibaly
326,282,43,1,2,1,14,38,0,239,1,10,2017-2018_tanguycoulibaly
1137,897,238,39,0,3,0,0,0,936,2,0,2017-2018_thibautcourtois
655,615,35,7,3,2,18,3,6,531,5,9,2017-2018_philippecoutinho
325,305,19,7,2,0,19,3,9,268,1,3,2017-2018_philippecoutinho
1377,1247,129,22,0,5,24,106,0,1115,1,14,2017-2018_nicolascozza
1216,752,454,138,0,2,0,0,0,775,10,0,2017-2018_alessiocragno
2096,1736,350,67,0,6,145,232,51,1656,10,44,2017-2018_aaroncresswell
106,104,1,1,0,2,1,0,0,75,1,1,2017-2018_charliecresswell
1008,836,161,52,2,6,50,92,7,774,11,13,2017-2018_domenicocriscito
1818,1734,79,71,3,18,14,8,0,1484,5,18,2017-2018_bryancristante
11,9,2,0,0,0,2,2,0,10,0,0,2017-2018_cristo
21,17,4,0,0,0,0,0,0,13,0,1,2017-2018_enzocrivelli
677,650,25,4,0,3,30,21,0,494,2,31,2017-2018_domencrnigoj
9,9,0,0,0,0,0,0,0,7,0,0,2017-2018_giovannicrociata
949,863,84,24,1,5,8,60,0,770,2,9,2017-2018_juancruzarmada
1877,1648,224,57,1,31,134,112,55,1585,5,16,2017-2018_juancuadrado
394,359,35,7,1,5,52,5,16,239,0,18,2017-2018_cucho
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
2356,1994,356,17,5,12,115,334,5,1890,6,76,2017-2018_marccucurella
21,18,3,1,0,0,2,0,2,15,0,1,2017-2018_marccucurella
1108,1047,53,32,0,23,5,21,0,742,8,13,2017-2018_jorgecuenca
370,340,30,11,3,4,18,4,11,285,0,4,2017-2018_mickaelcuisance
11,11,0,0,1,0,0,0,0,10,0,0,2017-2018_mickaelcuisance
105,103,2,0,2,1,2,0,2,96,0,0,2017-2018_lukecundle
216,203,12,0,5,1,7,2,0,151,1,7,2017-2018_matheuscunha
13,9,4,0,0,0,0,0,0,11,0,1,2017-2018_matheuscunha
248,226,20,1,0,2,21,2,0,161,2,9,2017-2018_patrickcutrone
933,835,96,39,3,10,70,3,52,750,2,15,2017-2018_wylancyprien
1080,1030,48,46,2,7,3,1,0,879,2,15,2017-2018_rafaelczichos
54,34,20,2,0,0,5,18,0,26,0,1,2017-2018_lennart-martenczyborra
736,711,25,18,1,5,7,7,0,642,0,10,2017-2018_danilodambrosio
162,142,19,2,0,1,23,3,14,114,1,6,2017-2018_lucasdacunha
330,307,23,5,1,9,20,4,14,267,0,4,2017-2018_lucasdacunha
896,880,13,12,1,3,1,1,0,786,3,3,2017-2018_damiendasilva
497,460,37,0,8,2,4,3,0,365,0,23,2017-2018_moanesdabbur
139,126,13,1,0,0,8,12,0,125,0,2,2017-2018_colindagba
79,55,24,4,0,0,0,0,0,66,0,0,2017-2018_finndahmen
1063,1031,28,13,15,12,29,2,13,833,4,24,2017-2018_mahmouddahoud
223,204,19,0,1,0,1,2,0,165,0,9,2017-2018_patsondaka
1685,1355,322,45,7,9,101,224,53,1306,8,44,2017-2018_stuartdallas
1193,1001,189,16,2,9,58,171,2,934,3,19,2017-2018_diogodalot
264,251,6,1,1,2,5,4,1,196,7,7,2017-2018_mikkeldamsgaard
877,781,96,16,0,7,7,80,0,771,0,5,2017-2018_flaviusdaniliuc
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
1480,1288,184,41,2,5,13,142,0,1270,8,15,2017-2018_danilo
380,352,26,0,1,4,27,3,13,278,2,11,2017-2018_arnautdanjuma
1875,1814,57,51,0,7,1,5,0,1615,4,10,2017-2018_kevindanso
2406,2352,53,49,0,17,3,4,0,2175,1,10,2017-2018_dante
40,38,2,2,0,1,0,0,0,38,0,0,2017-2018_ebrimadarboe
375,338,34,21,0,4,8,6,7,265,3,2,2017-2018_martondardai
1733,1627,98,47,8,33,70,5,30,1427,8,25,2017-2018_sergidarder
946,847,94,37,2,9,64,14,29,680,5,35,2017-2018_vladimirdarida
250,151,98,36,0,4,0,0,0,155,1,0,2017-2018_karldarlow
671,545,123,3,2,1,37,120,0,534,3,22,2017-2018_matteodarmian
93,88,5,2,0,0,4,2,0,75,0,2,2017-2018_joshdasilva
658,618,28,1,2,1,6,7,0,504,12,17,2017-2018_jonathandavid
1322,1147,175,24,4,7,41,151,0,1106,0,24,2017-2018_alphonsodavies
1648,1567,80,34,1,19,19,46,0,1391,1,28,2017-2018_bendavies
82,81,0,0,1,0,0,0,0,60,1,8,2017-2018_tomdavies
3,3,0,0,0,0,0,0,0,3,0,0,2017-2018_keinandavis
600,578,19,12,0,1,6,7,0,511,3,8,2017-2018_pawedawidowicz
1285,1254,26,21,0,13,1,3,0,1035,5,8,2017-2018_craigdawson
1568,1389,169,49,20,19,180,20,96,1170,10,29,2017-2018_kevindebruyne
230,224,5,0,2,2,19,5,0,180,1,6,2017-2018_konraddelafuente
74,72,2,2,0,0,0,0,0,55,0,0,2017-2018_sebastiendemaio
1,1,0,0,0,0,0,0,0,1,0,0,2017-2018_tommasodenipoti
1407,1265,134,68,21,31,92,17,46,1106,8,24,2017-2018_rodrigodepaul
681,562,115,13,1,8,52,93,9,541,4,16,2017-2018_mattiadesciglio
1353,1111,235,19,0,3,57,216,0,990,7,32,2017-2018_lorenzodesilvestri
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
6,6,0,0,0,0,0,0,0,6,0,0,2017-2018_saulodecarli
7,7,0,0,0,0,0,0,0,3,0,0,2017-2018_troydeeney
386,355,31,1,6,1,1,2,3,330,0,6,2017-2018_gregoiredefrel
774,753,16,14,0,11,12,0,1,590,5,21,2017-2018_alessandrodeiola
16,13,3,3,0,0,0,0,0,12,0,1,2017-2018_romaindelcastillo
434,401,32,15,3,3,45,4,13,312,1,15,2017-2018_romaindelcastillo
1156,910,243,11,3,3,111,231,1,849,3,35,2017-2018_thomasdelaine
810,789,15,12,2,7,14,3,0,619,6,15,2017-2018_thomasdelaney
11,11,0,0,0,0,0,0,0,8,0,0,2017-2018_thomasdelaney
1,1,0,0,0,0,0,0,0,1,0,0,2017-2018_liamdelap
85,82,3,1,1,2,3,1,0,62,0,3,2017-2018_sachadelaye
123,102,20,3,0,0,3,17,0,86,1,4,2017-2018_filippodellicarri
694,644,47,1,6,7,51,5,0,402,3,18,2017-2018_andydelort
96,86,10,0,0,1,14,0,2,54,0,5,2017-2018_andydelort
309,304,4,3,2,0,1,1,0,259,1,5,2017-2018_fabiandelph
442,402,37,4,5,2,2,6,0,291,3,19,2017-2018_moussadembele
824,754,67,9,11,10,144,11,47,601,3,25,2017-2018_ousmanedembele
80,71,9,1,0,0,2,3,5,71,0,1,2017-2018_yusufdemir
801,760,41,39,0,8,0,2,0,683,0,4,2017-2018_merihdemiral
1413,1207,201,71,6,21,152,10,116,1070,5,21,2017-2018_keremdemirbay
171,164,5,0,0,0,6,2,0,104,2,12,2017-2018_ermedindemirovic
596,589,7,6,1,3,7,1,0,539,0,3,2017-2018_diegodemme
738,711,26,22,0,3,1,3,0,690,1,3,2017-2018_jasondenayer
822,805,16,12,0,1,5,4,0,709,1,11,2017-2018_leanderdendoncker
628,593,31,1,6,0,39,10,6,411,4,35,2017-2018_emmanueldennis
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
283,217,64,1,2,2,32,63,0,174,2,13,2017-2018_fabiodepaoli
36,33,3,0,0,1,3,3,0,22,0,3,2017-2018_fabiodepaoli
2,2,0,0,0,0,0,0,0,2,0,0,2017-2018_mikevanderhoorn
414,268,146,34,0,0,0,0,0,299,0,0,2017-2018_arthurdesmas
999,863,134,12,1,3,59,122,0,876,2,15,2017-2018_serginodest
340,295,44,0,1,2,2,3,0,196,1,12,2017-2018_mattiadestro
1089,870,212,62,7,2,166,11,123,756,7,47,2017-2018_gerarddeulofeu
1250,1193,51,12,5,8,86,10,26,950,6,31,2017-2018_kiernandewsbury-hall
26,23,2,0,0,1,3,0,2,22,1,0,2017-2018_jacopodezi
5,4,1,0,0,0,0,0,0,5,0,0,2017-2018_samueldicarmine
386,366,15,2,3,5,38,1,8,249,5,12,2017-2018_federicodifrancesco
2290,1949,338,54,3,20,49,283,1,2008,3,41,2017-2018_giovannidilorenzo
1182,1088,86,15,10,14,122,21,49,881,8,22,2017-2018_angeldimaria
